SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
1018GS2026,GS,115.0,115.0,115.0,115.0,120.85,4000,4.6,11,4000,100.00,29-Mar-2023
20MICRONS,EQ,64.75,66.95,64.3,65.85,64.7,99700,64.99,1257,71046,71.26,29-Mar-2023
21STCENMGM,EQ,20.4,20.4,20.4,20.4,20.0,2230,0.45,15,2115,94.84,29-Mar-2023
360ONE,EQ,436.4,440.0,425.1,438.6,435.95,157615,686.71,6194,119603,75.88,29-Mar-2023
3IINFOLTD,EQ,26.6,28.05,26.6,26.9,26.45,756524,205.8,3527,444406,58.74,29-Mar-2023
3MINDIA,EQ,22650.0,23250.0,22589.0,23095.0,22768.4,1977,453.07,1189,651,32.93,29-Mar-2023
3PLAND,EQ,20.1,20.65,19.25,20.45,20.1,8491,1.71,102,4744,55.87,29-Mar-2023
448GS2023,GS,97.85,97.86,97.85,97.85,97.85,1200,1.17,4,1200,100.00,29-Mar-2023
4THDIM,BE,35.65,35.65,35.65,35.65,36.35,1607,0.57,46,-,-,29-Mar-2023
563GS2026,GS,98.55,98.55,98.55,98.55,98.5,1,0.0,1,1,100.00,29-Mar-2023
5PAISA,EQ,279.45,279.45,274.0,274.95,275.4,11457,31.62,801,7065,61.67,29-Mar-2023
618GS2024,GS,99.09,99.09,99.09,99.09,100.9,1,0.0,1,1,100.00,29-Mar-2023
63MOONS,EQ,172.4,180.0,172.4,174.75,176.75,127559,225.61,4494,42934,33.66,29-Mar-2023
654GS2032,GS,96.2,96.2,95.2,96.2,96.2,3712,3.56,4,2642,71.17,29-Mar-2023
667GS2050,GS,93.6,93.6,93.45,93.6,96.15,6576,6.15,17,6576,100.00,29-Mar-2023
669GS2024,GS,100.03,101.0,100.03,100.97,100.03,3900,3.94,3,3600,92.31,29-Mar-2023
68GS2060,GS,94.65,95.0,94.65,94.82,94.0,11600,11.0,11,11600,100.00,29-Mar-2023
695GS2061,GS,96.5,96.5,96.5,96.5,96.01,3750,3.62,2,3750,100.00,29-Mar-2023
699GS2051,GS,96.75,97.6,96.75,97.6,96.95,54,0.05,4,52,96.30,29-Mar-2023
710GS2029,GS,102.0,102.0,101.5,101.73,102.0,63402,64.44,22,63302,99.84,29-Mar-2023
726GS2032,GS,100.75,100.75,100.75,100.75,100.8,1820,1.83,3,1820,100.00,29-Mar-2023
727GS2026,GS,102.95,102.95,102.95,102.95,102.95,400,0.41,3,400,100.00,29-Mar-2023
736GS2052,GS,100.01,100.01,100.01,100.01,101.45,250,0.25,1,250,100.00,29-Mar-2023
738GS2027,GS,102.84,102.99,102.71,102.91,102.86,76361,78.57,50,76361,100.00,29-Mar-2023
741GS2036,GS,102.0,102.0,102.0,102.0,101.95,100,0.1,1,100,100.00,29-Mar-2023
74GS2062,GS,100.5,100.5,100.35,100.5,100.49,4329,4.35,15,4329,100.00,29-Mar-2023
754GS2036,GS,104.0,104.2,103.99,104.13,103.92,36143,37.61,27,36093,99.86,29-Mar-2023
757GS2033,GS,100.8,100.8,100.8,100.8,100.8,300,0.3,1,300,100.00,29-Mar-2023
768GS2023,GS,102.55,102.55,102.55,102.55,102.55,7514,7.71,2,7514,100.00,29-Mar-2023
772GS2025,GS,107.75,107.75,107.75,107.75,102.95,100,0.11,1,100,100.00,29-Mar-2023
82GS2025,GS,103.0,103.0,103.0,103.0,102.7,4700,4.84,11,4600,97.87,29-Mar-2023
A2ZINFRA,EQ,6.8,7.3,6.35,6.6,6.8,980314,67.39,1498,648480,66.15,29-Mar-2023
AAATECH,EQ,44.75,45.0,41.85,43.35,43.0,140437,60.63,242,134962,96.10,29-Mar-2023
AAKASH,EQ,6.1,6.25,5.85,5.95,6.1,253846,15.2,764,155444,61.24,29-Mar-2023
AAREYDRUGS,EQ,22.6,24.35,22.5,24.05,22.6,47732,11.25,568,32199,67.46,29-Mar-2023
AARON,EQ,179.15,184.0,177.0,180.85,179.15,11729,21.13,564,6826,58.20,29-Mar-2023
AARTIDRUGS,EQ,346.15,352.8,332.05,337.5,348.65,1131381,3825.7,30703,172099,15.21,29-Mar-2023
AARTIIND,EQ,488.55,515.6,488.55,511.15,491.25,1833973,9312.31,54097,637698,34.77,29-Mar-2023
AARTIPHARM,EQ,279.0,285.1,275.1,279.05,278.85,180290,502.84,6386,133984,74.32,29-Mar-2023
AARTIPP,E1,183.0,185.0,180.8,185.0,183.0,272,0.5,55,251,92.28,29-Mar-2023
AARTISURF,EQ,420.25,443.95,420.25,432.35,420.5,33007,143.42,3384,15988,48.44,29-Mar-2023
AARVEEDEN,EQ,17.5,17.8,16.25,17.25,17.3,15041,2.56,320,10250,68.15,29-Mar-2023
AARVI,EQ,104.25,104.55,100.6,101.65,102.9,19165,19.77,382,16075,83.88,29-Mar-2023
AAVAS,EQ,1610.0,1638.8,1589.7,1606.4,1618.5,113298,1823.5,15544,66092,58.33,29-Mar-2023
ABAN,EQ,31.7,34.25,31.7,33.2,31.75,255947,85.7,3310,134539,52.57,29-Mar-2023
ABB,EQ,3339.9,3415.65,3333.0,3391.45,3338.65,1031003,34954.48,48111,636143,61.70,29-Mar-2023
ABBOTINDIA,EQ,21600.0,21881.85,21592.85,21770.05,21595.05,9818,2136.5,3269,4678,47.65,29-Mar-2023
ABCAPITAL,EQ,147.5,154.0,146.25,153.1,146.8,6064506,9178.75,32016,1700026,28.03,29-Mar-2023
ABCOTS,SM,43.05,43.05,41.0,41.0,46.9,8000,3.36,2,8000,100.00,29-Mar-2023
ABFRL,EQ,208.95,211.9,207.55,211.15,208.6,1692084,3544.84,17462,618806,36.57,29-Mar-2023
ABINFRA,SM,24.15,24.15,24.15,24.15,23.0,4000,0.97,1,4000,100.00,29-Mar-2023
ABMINTLLTD,BE,57.8,57.8,57.8,57.8,60.85,21,0.01,5,-,-,29-Mar-2023
