,SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
0,20MICRONS,EQ,181.15,181.15,161.0,164.8,179.35,152894,261.63,7633,91357,59.75,20-Dec-2023
1,21STCENMGM,EQ,31.05,31.05,31.05,31.05,30.45,21513,6.68,59,19512,90.70,20-Dec-2023
2,360ONE,EQ,650.0,656.75,631.85,641.35,647.6,1431835,9214.43,27897,1125763,78.62,20-Dec-2023
3,3IINFOLTD,EQ,46.9,47.9,43.6,44.15,46.7,3062902,1399.69,11386,1239937,40.48,20-Dec-2023
4,3MINDIA,EQ,31469.45,31530.0,30500.0,30717.45,31469.45,1791,556.45,1206,841,46.96,20-Dec-2023
5,3PLAND,EQ,25.45,26.7,25.4,25.8,26.25,16092,4.18,351,7743,48.12,20-Dec-2023
6,515GS2025,GS,97.25,97.25,97.25,97.25,96.14,14,0.01,2,14,100.00,20-Dec-2023
7,574GS2026,GS,96.6,96.6,96.0,96.2,96.6,63,0.06,16,39,61.90,20-Dec-2023
8,577GS2030,GS,93.0,93.0,93.0,93.0,92.34,200,0.19,1,200,100.00,20-Dec-2023
9,585GS2030,GS,93.2,93.2,93.2,93.2,93.3,3,0.0,1,3,100.00,20-Dec-2023
10,5PAISA,EQ,517.9,517.9,499.0,503.65,512.5,211507,1076.91,13202,147059,69.53,20-Dec-2023
11,622GS2035,GS,93.0,93.0,93.0,93.0,92.5,50,0.05,5,50,100.00,20-Dec-2023
12,63MOONS,BE,456.2,491.9,445.35,446.25,468.75,303405,1428.15,5701,-,-,20-Dec-2023
13,654GS2032,GS,98.97,98.97,98.97,98.97,99.05,6,0.01,2,6,100.00,20-Dec-2023
14,667GS2035,GS,95.75,95.75,95.25,95.55,95.72,860,0.82,7,860,100.00,20-Dec-2023
15,667GS2050,GS,95.0,95.0,95.0,95.0,92.85,924,0.88,3,924,100.00,20-Dec-2023
16,669GS2024,GS,102.75,102.8,102.75,102.8,103.0,2,0.0,2,2,100.00,20-Dec-2023
17,676GS2061,GS,92.4,94.0,92.4,94.0,92.5,8800,8.26,4,8800,100.00,20-Dec-2023
18,689GS2025,GS,102.07,102.07,102.07,102.07,102.8,1010,1.03,3,1010,100.00,20-Dec-2023
19,695GS2061,GS,97.5,97.5,94.5,97.0,97.0,254,0.24,4,254,100.00,20-Dec-2023
20,699GS2026,GS,100.1,100.6,100.1,100.3,101.05,13830,13.85,15,12300,88.94,20-Dec-2023
21,699GS2051,GS,102.35,102.35,96.0,99.0,97.5,1188,1.16,6,1188,100.00,20-Dec-2023
22,706GS2028,GS,100.7,100.8,100.7,100.8,100.8,28300,28.5,2,28300,100.00,20-Dec-2023
23,706GS2046,GS,98.5,98.5,98.5,98.5,96.25,6000,5.91,2,6000,100.00,20-Dec-2023
24,710GS2029,GS,100.32,101.25,100.32,100.75,101.15,11019,11.14,7,10552,95.76,20-Dec-2023
25,717GS2028,GS,102.0,103.5,102.0,103.5,101.72,105,0.11,2,100,95.24,20-Dec-2023
26,717GS2030,GS,100.35,100.55,100.35,100.55,101.47,18200,18.29,5,18200,100.00,20-Dec-2023
27,718GS2033,GS,100.67,101.5,100.67,101.5,101.0,600,0.61,6,600,100.00,20-Dec-2023
28,718GS2037,GS,101.7,102.0,101.7,101.85,101.9,800,0.82,8,800,100.00,20-Dec-2023
29,725GS2063,GS,99.0,99.5,98.7,98.99,98.9,82389,81.55,34,82289,99.88,20-Dec-2023
30,726GS2032,GS,102.0,102.35,102.0,102.34,102.65,5021,5.14,12,5021,100.00,20-Dec-2023
31,726GS2033,GS,102.99,103.14,102.99,103.14,102.99,14506,14.94,6,14506,100.00,20-Dec-2023
32,732GS2030,GS,101.0,101.95,100.5,100.75,100.1,1535,1.55,14,1413,92.05,20-Dec-2023
33,733GS2026,GS,101.8,101.85,101.25,101.25,101.8,3331,3.38,11,3320,99.67,20-Dec-2023
34,736GS2052,GS,102.89,102.89,101.04,102.44,102.54,1106,1.12,8,1101,99.55,20-Dec-2023
35,737GS2028,GS,102.0,102.0,101.71,101.71,102.44,3400,3.46,12,3400,100.00,20-Dec-2023
36,738GS2027,GS,101.2,101.2,100.87,100.89,100.94,102947,103.9,81,102947,100.00,20-Dec-2023
