,SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
0,20MICRONS,EQ,167.05,182.0,164.65,179.05,167.05,120028,209.96,7709,68732,57.26,07-Dec-2023
1,21STCENMGM,EQ,26.2,26.2,26.2,26.2,25.7,17496,4.58,36,17496,100.00,07-Dec-2023
2,360ONE,EQ,650.0,650.0,637.55,641.0,649.45,719592,4623.15,14905,577595,80.27,07-Dec-2023
3,3IINFOLTD,EQ,46.45,47.8,45.25,45.65,46.2,1340382,615.92,5799,661306,49.34,07-Dec-2023
4,3MINDIA,EQ,31100.0,31648.95,30900.3,31496.1,30843.85,2320,726.2,1195,1238,53.36,07-Dec-2023
5,3PLAND,EQ,27.05,27.8,26.0,26.85,27.15,24625,6.59,373,18366,74.58,07-Dec-2023
6,515GS2025,GS,97.0,97.0,97.0,97.0,97.0,511,0.5,7,511,100.00,07-Dec-2023
7,563GS2026,GS,97.58,100.05,97.58,100.05,100.08,11,0.01,3,11,100.00,07-Dec-2023
8,577GS2030,GS,92.34,92.34,92.34,92.34,93.3,100,0.09,1,100,100.00,07-Dec-2023
9,5PAISA,EQ,505.7,512.0,500.55,506.1,505.7,60153,304.47,5284,25066,41.67,07-Dec-2023
10,618GS2024,GS,102.0,102.0,102.0,102.0,102.0,13,0.01,1,13,100.00,07-Dec-2023
11,63MOONS,EQ,626.6,626.6,626.6,626.6,596.8,174916,1096.02,1040,171779,98.21,07-Dec-2023
12,654GS2032,GS,98.25,98.25,97.05,97.05,97.7,201,0.2,2,200,99.50,07-Dec-2023
13,667GS2035,GS,97.98,98.1,97.98,98.06,100.45,278,0.27,4,139,50.00,07-Dec-2023
14,667GS2050,GS,96.5,97.0,96.5,96.95,96.5,1281,1.24,5,1281,100.00,07-Dec-2023
15,669GS2024,GS,102.8,102.8,102.5,102.75,102.5,62,0.06,5,51,82.26,07-Dec-2023
16,676GS2061,GS,96.79,96.79,96.79,96.79,96.8,1358,1.31,1,1358,100.00,07-Dec-2023
17,68GS2060,GS,99.5,99.5,99.5,99.5,99.5,1,0.0,1,1,100.00,07-Dec-2023
18,695GS2061,GS,99.95,99.95,98.0,98.0,98.0,2200,2.16,6,2200,100.00,07-Dec-2023
19,699GS2026,GS,100.02,100.05,100.0,100.05,100.02,100,0.1,3,100,100.00,07-Dec-2023
20,699GS2051,GS,96.53,96.53,96.53,96.53,99.0,1,0.0,1,1,100.00,07-Dec-2023
21,706GS2028,GS,100.7,101.3,100.45,101.16,100.59,66936,67.52,26,66936,100.00,07-Dec-2023
