,SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
0,20MICRONS,BE,93.4,94.3,93.0,93.35,93.45,24839,23.27,205,-,-,11-Jul-2023
1,21STCENMGM,EQ,20.35,21.1,20.35,20.7,20.75,12507,2.55,67,11871,94.91,11-Jul-2023
2,360ONE,EQ,488.7,491.8,485.0,487.9,485.1,367822,1797.15,10267,317268,86.26,11-Jul-2023
3,3IINFOLTD,EQ,32.8,33.6,32.8,33.05,33.0,435677,144.91,2712,248267,56.98,11-Jul-2023
4,3MINDIA,EQ,27820.4,28306.55,27736.55,27972.4,27820.4,3003,843.12,1628,1065,35.46,11-Jul-2023
5,3PLAND,BE,20.35,20.35,19.5,19.7,20.35,4722,0.93,40,-,-,11-Jul-2023
6,3RDROCK,IT,61.2,61.2,61.2,61.2,61.2,10400,6.36,2,10400,100.00,11-Jul-2023
7,456GS2023,GS,99.05,100.0,99.05,100.0,99.05,1010,1.0,2,1010,100.00,11-Jul-2023
8,4THDIM,BE,15.35,15.35,15.35,15.35,15.65,4425,0.68,81,-,-,11-Jul-2023
9,515GS2025,GS,100.0,100.0,100.0,100.0,96.0,2,0.0,2,2,100.00,11-Jul-2023
10,563GS2026,GS,97.5,98.5,97.0,97.0,97.55,2300,2.23,6,2300,100.00,11-Jul-2023
11,585GS2030,GS,92.9,92.9,92.0,92.0,94.0,800,0.74,3,800,100.00,11-Jul-2023
12,5PAISA,EQ,401.8,415.85,397.2,409.05,394.65,155492,634.57,9046,55827,35.90,11-Jul-2023
13,610GS2031,GS,97.5,97.5,93.0,93.5,97.5,1202,1.13,6,1202,100.00,11-Jul-2023
14,63MOONS,EQ,232.95,250.0,232.9,245.3,230.9,463998,1134.48,7912,157592,33.96,11-Jul-2023
15,654GS2032,GS,99.6,100.0,99.6,99.99,99.2,759,0.76,4,759,100.00,11-Jul-2023
16,664GS2035,GS,95.0,95.0,94.54,95.0,99.5,303,0.29,8,300,99.01,11-Jul-2023
17,667GS2035,GS,95.8,96.0,95.01,95.92,95.8,105899,101.43,35,103095,97.35,11-Jul-2023
18,667GS2050,GS,95.95,96.5,95.0,96.5,95.95,302,0.29,5,302,100.00,11-Jul-2023
19,669GS2024,GS,100.25,100.25,100.1,100.25,100.0,5099,5.11,25,4786,93.86,11-Jul-2023
20,676GS2061,GS,98.0,98.0,98.0,98.0,97.9,2,0.0,1,2,100.00,11-Jul-2023
21,68GS2060,GS,94.8,95.0,94.11,94.14,94.04,5861,5.53,17,5861,100.00,11-Jul-2023
22,699GS2051,GS,100.39,100.39,98.0,98.0,97.95,375,0.37,5,374,99.73,11-Jul-2023
23,710GS2029,GS,110.0,110.0,103.75,103.75,104.95,12,0.01,3,11,91.67,11-Jul-2023
24,717GS2030,GS,102.26,102.26,101.5,102.2,102.24,1208,1.23,4,1200,99.34,11-Jul-2023
25,725GS2063,GS,99.3,100.9,99.0,99.55,99.2,19160,19.1,18,18660,97.39,11-Jul-2023
26,726GS2032,GS,102.5,103.8,102.5,103.08,103.47,11763,12.12,8,10763,91.50,11-Jul-2023
27,726GS2033,GS,104.4,104.4,104.35,104.35,104.85,51,0.05,2,51,100.00,11-Jul-2023
28,732GS2024,GS,104.0,104.0,104.0,104.0,105.1,2,0.0,2,2,100.00,11-Jul-2023
29,736GS2052,GS,103.31,103.31,103.25,103.26,103.0,2500,2.58,5,2500,100.00,11-Jul-2023
30,738GS2027,GS,101.99,102.0,101.55,101.69,101.53,1514936,1540.64,92,913915,60.33,11-Jul-2023
31,741GS2036,GS,102.0,102.37,102.0,102.11,102.4,89839,91.74,29,87237,97.10,11-Jul-2023
32,74GS2062,GS,105.03,105.03,105.0,105.0,104.0,48,0.05,5,48,100.00,11-Jul-2023
33,754GS2036,GS,103.5,103.95,103.5,103.9,103.41,272726,283.24,155,211089,77.40,11-Jul-2023
34,757GS2033,GS,104.5,104.5,104.0,104.4,104.0,2800,2.92,4,2800,100.00,11-Jul-2023
35,759GS2026,GS,103.01,103.01,103.01,103.01,103.01,400,0.41,1,400,100.00,11-Jul-2023
36,768GS2023,GS,101.16,101.16,101.16,101.16,101.16,1,0.0,1,1,100.00,11-Jul-2023
37,795GS2032,GS,109.5,109.5,109.49,109.49,109.5,6,0.01,2,6,100.00,11-Jul-2023
38,897GS2030,GS,115.0,115.0,115.0,115.0,115.0,70,0.08,4,70,100.00,11-Jul-2023
39,A2ZINFRA,BE,7.2,7.2,6.85,7.0,7.15,138893,9.71,197,-,-,11-Jul-2023
40,AAATECH,EQ,53.55,54.95,53.05,53.35,54.1,9491,5.1,363,3144,33.13,11-Jul-2023
41,AAKASH,BE,6.0,6.05,5.95,6.05,6.0,127388,7.65,377,-,-,11-Jul-2023
42,AAREYDRUGS,EQ,32.5,33.45,32.4,32.7,32.85,60290,19.84,562,32538,53.97,11-Jul-2023
43,AARON,BE,222.5,239.55,222.5,235.8,233.95,10734,25.3,455,-,-,11-Jul-2023
44,AARTECH,EQ,120.0,129.1,111.0,129.1,117.4,465791,573.49,1716,181163,38.89,11-Jul-2023
45,AARTIDRUGS,EQ,462.8,472.75,462.8,467.75,465.3,203531,954.37,7613,98241,48.27,11-Jul-2023
46,AARTIIND,EQ,454.0,458.6,447.75,449.2,454.1,2277312,10303.87,52304,1090998,47.91,11-Jul-2023
47,AARTIPHARM,EQ,353.0,358.25,329.2,336.8,356.4,632897,2170.56,24424,442631,69.94,11-Jul-2023
48,AARTIPP,E1,299.95,300.0,299.95,300.0,300.0,21,0.06,10,20,95.24,11-Jul-2023
49,AARTISURF,EQ,625.75,625.75,608.7,609.8,619.6,12651,77.32,1263,8428,66.62,11-Jul-2023
50,AARVEEDEN,EQ,20.75,20.75,20.05,20.15,20.5,3062,0.62,155,2148,70.15,11-Jul-2023
51,AARVI,EQ,137.0,160.0,136.8,142.1,134.8,160483,236.53,3394,66558,41.47,11-Jul-2023
52,AATMAJ,ST,50.75,51.95,50.55,50.7,51.85,60000,30.58,30,60000,100.00,11-Jul-2023
53,AAVAS,EQ,1554.8,1562.9,1533.25,1552.8,1545.5,149281,2311.94,14425,70526,47.24,11-Jul-2023
54,ABAN,EQ,41.0,41.5,40.35,40.75,40.8,84874,34.6,876,51380,60.54,11-Jul-2023
55,ABB,EQ,4381.95,4522.75,4380.2,4499.25,4369.65,300170,13463.96,33547,102351,34.10,11-Jul-2023
56,ABBOTINDIA,EQ,23550.0,23806.95,23307.45,23693.2,23470.45,11542,2724.36,3634,5916,51.26,11-Jul-2023
57,ABCAPITAL,EQ,185.65,187.8,183.25,183.8,185.0,2634199,4876.21,20258,808488,30.69,11-Jul-2023
58,ABFRL,EQ,216.4,221.4,215.55,217.9,215.05,11059108,24267.01,67697,6796723,61.46,11-Jul-2023
59,ABSLAMC,EQ,368.0,377.55,367.75,376.75,367.35,96729,362.04,3283,64817,67.01,11-Jul-2023
60,ABSLBANETF,EQ,46.55,46.55,44.6,45.11,45.19,9754,4.41,461,4732,48.51,11-Jul-2023
61,ABSLLIQUID,EQ,1002.0,1002.0,999.99,1000.0,999.99,11070,110.7,16,10815,97.70,11-Jul-2023
62,ABSLNN50ET,EQ,45.85,45.85,45.09,45.39,44.95,5711,2.59,113,2066,36.18,11-Jul-2023
63,ACC,EQ,1804.9,1804.9,1778.35,1783.25,1794.7,552422,9887.77,49696,352870,63.88,11-Jul-2023
64,ACCELYA,EQ,1290.0,1318.95,1290.0,1307.5,1284.8,14806,193.51,2527,7654,51.70,11-Jul-2023
65,ACCORD,SM,32.75,32.75,30.0,32.75,31.45,6000,1.91,3,4000,66.67,11-Jul-2023
66,ACCURACY,BE,10.6,10.8,10.4,10.5,10.5,178808,18.84,434,-,-,11-Jul-2023
67,ACE,EQ,607.05,624.0,591.5,615.4,606.55,744533,4559.59,30070,194870,26.17,11-Jul-2023
68,ACEINTEG,BE,38.5,39.9,36.6,39.75,38.5,1989,0.74,29,-,-,11-Jul-2023
69,ACI,EQ,537.0,537.9,531.1,534.5,537.9,137610,735.15,13000,87489,63.58,11-Jul-2023
70,ACL,EQ,86.95,87.6,85.0,85.35,86.25,30435,26.27,849,21839,71.76,11-Jul-2023
71,ADANIENT,EQ,2423.75,2444.95,2388.0,2422.9,2410.25,2247776,54477.6,89046,442299,19.68,11-Jul-2023
72,ADANIGREEN,EQ,952.0,973.0,946.0,965.15,959.45,603865,5833.18,28230,355226,58.83,11-Jul-2023
73,ADANIPORTS,EQ,723.95,732.45,719.05,729.9,720.1,2716491,19765.69,55289,863515,31.79,11-Jul-2023
74,ADANIPOWER,EQ,242.05,245.75,241.35,244.2,242.05,2080819,5080.39,40384,1016673,48.86,11-Jul-2023
75,ADANITRANS,EQ,752.0,763.45,749.0,754.05,749.85,810898,6139.0,25200,304103,37.50,11-Jul-2023
76,ADFFOODS,EQ,1027.25,1069.9,1027.25,1055.6,1022.1,27524,288.18,3091,13423,48.77,11-Jul-2023
77,ADL,BE,83.0,83.45,77.25,79.85,79.5,2671,2.16,35,-,-,11-Jul-2023
78,ADORWELD,EQ,1251.0,1290.9,1235.6,1255.35,1251.15,22601,284.69,5228,10579,46.81,11-Jul-2023
79,ADROITINFO,BE,17.95,18.1,17.0,17.45,17.75,28408,4.94,109,-,-,11-Jul-2023
80,ADSL,EQ,106.9,109.0,106.75,108.15,106.65,269381,290.99,2706,157704,58.54,11-Jul-2023
81,ADVANIHOTR,EQ,93.2,95.5,92.6,92.85,92.6,204904,192.49,2759,146111,71.31,11-Jul-2023
82,ADVENZYMES,EQ,284.0,285.6,282.7,283.65,283.75,90836,257.92,3457,55667,61.28,11-Jul-2023
83,AEGISCHEM,EQ,365.0,365.75,354.4,362.85,360.85,2025283,7289.49,27350,879623,43.43,11-Jul-2023
84,AETHER,EQ,1055.0,1069.0,1044.0,1045.9,1050.5,105754,1110.34,12268,70630,66.79,11-Jul-2023
85,AFFLE,EQ,1037.6,1073.1,1027.25,1070.15,1032.1,283057,2994.67,22048,135763,47.96,11-Jul-2023
86,AGARIND,EQ,623.65,623.7,613.9,617.35,616.6,28616,177.08,1591,20269,70.83,11-Jul-2023
87,AGI,EQ,627.7,630.0,611.2,614.45,624.4,148215,921.03,8296,84843,57.24,11-Jul-2023
88,AGNI,SM,22.15,23.2,22.15,23.2,22.15,40000,9.14,8,30000,75.00,11-Jul-2023
89,AGRITECH,EQ,100.0,100.0,99.0,99.35,99.9,19806,19.78,290,15527,78.40,11-Jul-2023
90,AGROPHOS,EQ,34.45,35.1,33.85,34.1,34.55,54750,18.85,543,31203,56.99,11-Jul-2023
91,AGSTRA,EQ,57.6,58.45,57.4,57.65,57.65,100645,58.13,1289,58078,57.71,11-Jul-2023
92,AGUL,SM,34.6,41.5,34.6,41.5,43.0,6000,2.33,3,6000,100.00,11-Jul-2023
93,AHL,EQ,283.1,302.0,282.9,296.75,282.15,546554,1607.2,5885,175423,32.10,11-Jul-2023
94,AHLADA,EQ,112.9,112.9,111.0,111.6,111.95,8187,9.14,77,6852,83.69,11-Jul-2023
95,AHLEAST,EQ,131.35,132.6,125.6,128.2,127.85,8017,10.33,344,4848,60.47,11-Jul-2023
96,AHLUCONT,EQ,680.15,693.05,667.7,673.3,682.85,76001,520.92,7775,45017,59.23,11-Jul-2023
97,AIAENG,EQ,3193.0,3357.55,3191.05,3334.75,3190.55,131810,4346.47,25728,61637,46.76,11-Jul-2023
98,AILIMITED,SM,60.35,60.35,60.35,60.35,57.5,6000,3.62,2,6000,100.00,11-Jul-2023
99,AIRAN,EQ,18.1,18.35,18.0,18.1,17.9,214974,38.99,857,135549,63.05,11-Jul-2023
100,AIROLAM,EQ,88.0,91.0,87.65,90.35,86.85,26958,24.19,314,20218,75.00,11-Jul-2023
101,AIRTELPP,E1,485.25,493.05,485.25,491.1,486.05,130462,639.04,1631,90158,69.11,11-Jul-2023
102,AISL,SM,54.0,56.7,54.0,56.7,54.0,2400,1.33,2,2400,100.00,11-Jul-2023
103,AJANTPHARM,EQ,1413.65,1430.65,1386.6,1400.7,1406.6,115392,1626.63,16858,77795,67.42,11-Jul-2023
104,AJMERA,EQ,382.3,387.8,379.0,381.95,380.55,37711,144.54,2223,16390,43.46,11-Jul-2023
105,AJOONI,BE,4.5,4.65,4.4,4.4,4.6,376843,16.7,441,-,-,11-Jul-2023
106,AKASH,BE,27.5,28.25,26.0,26.5,27.3,14996,4.02,104,-,-,11-Jul-2023
107,AKG,BE,26.7,27.15,26.35,26.75,26.95,22187,5.98,65,-,-,11-Jul-2023
108,AKI,BE,22.45,22.6,21.85,22.5,22.5,242655,54.59,176,-,-,11-Jul-2023
109,AKSHAR,BE,69.0,70.8,69.0,69.95,69.0,13963,9.77,46,-,-,11-Jul-2023
110,AKSHARCHEM,EQ,243.05,247.7,240.8,241.55,242.9,9826,23.97,2278,3119,31.74,11-Jul-2023
111,AKSHOPTFBR,EQ,8.45,8.45,8.2,8.3,8.35,264965,22.03,532,216259,81.62,11-Jul-2023
112,AKZOINDIA,EQ,2685.2,2707.45,2622.25,2699.5,2683.0,34487,926.08,5610,18865,54.70,11-Jul-2023
113,ALANKIT,EQ,12.5,12.7,12.1,12.2,12.45,434173,53.73,1621,310326,71.48,11-Jul-2023
114,ALBERTDAVD,EQ,643.0,689.9,638.0,662.4,636.8,152149,1024.73,9782,62306,40.95,11-Jul-2023
115,ALEMBICLTD,EQ,73.1,75.2,72.8,74.85,72.75,743231,553.92,4455,406080,54.64,11-Jul-2023
116,ALICON,EQ,828.0,860.25,825.55,841.9,831.3,23761,201.62,4459,8371,35.23,11-Jul-2023
117,ALKALI,BE,111.8,113.7,109.0,112.1,111.1,10301,11.44,151,-,-,11-Jul-2023
118,ALKEM,EQ,3488.65,3523.8,3475.0,3514.05,3487.65,33453,1174.72,6099,15529,46.42,11-Jul-2023
119,ALKYLAMINE,EQ,2529.3,2550.0,2500.0,2502.25,2531.3,34821,877.73,8759,17410,50.00,11-Jul-2023
120,ALLCARGO,EQ,289.0,292.0,287.95,289.4,287.65,229190,664.48,8293,140467,61.29,11-Jul-2023
121,ALLETEC,SM,109.9,109.9,108.0,108.0,109.9,9600,10.49,5,9600,100.00,11-Jul-2023
122,ALLSEC,EQ,511.8,528.85,492.3,522.2,510.3,24749,125.18,2875,11794,47.65,11-Jul-2023
123,ALMONDZ,EQ,76.5,77.55,74.75,76.1,76.0,43663,33.24,672,25665,58.78,11-Jul-2023
124,ALOKINDS,EQ,16.3,16.45,15.8,15.9,16.2,9417099,1518.42,12245,4331369,45.99,11-Jul-2023
125,ALPA,EQ,69.85,71.8,69.1,70.2,69.9,68341,48.03,1061,38549,56.41,11-Jul-2023
126,ALPHAGEO,EQ,278.3,281.9,274.85,279.15,276.3,12206,33.98,1344,4946,40.52,11-Jul-2023
127,ALPSINDUS,BE,1.7,1.8,1.7,1.7,1.75,110023,1.9,148,-,-,11-Jul-2023
128,AMARAJABAT,EQ,693.05,695.9,677.0,679.45,693.05,429480,2936.48,21348,247362,57.60,11-Jul-2023
129,AMBER,EQ,2175.05,2241.0,2175.0,2224.9,2188.5,203093,4504.38,16962,113109,55.69,11-Jul-2023
130,AMBICAAGAR,BE,40.9,41.15,39.5,40.45,39.55,118486,47.93,260,-,-,11-Jul-2023
131,AMBIKCO,EQ,1616.0,1621.95,1592.5,1596.65,1610.15,8609,138.05,1831,6102,70.88,11-Jul-2023
132,AMBUJACEM,EQ,421.0,422.25,418.45,419.75,419.5,2512215,10559.83,26571,1470683,58.54,11-Jul-2023
133,AMDIND,BE,72.0,72.0,68.5,70.3,69.2,17811,12.5,154,-,-,11-Jul-2023
134,AMEYA,SM,40.0,40.8,40.0,40.7,39.9,16000,6.49,4,16000,100.00,11-Jul-2023
135,AMIABLE,SM,73.0,74.0,73.0,74.0,76.0,3200,2.35,2,3200,100.00,11-Jul-2023
136,AMIORG,EQ,1224.45,1258.9,1210.15,1220.35,1224.45,81959,1012.45,7868,44224,53.96,11-Jul-2023
137,AMJLAND,EQ,27.5,28.9,26.8,27.75,27.25,211204,59.06,837,83316,39.45,11-Jul-2023
138,AMRUTANJAN,EQ,733.8,734.5,725.65,729.1,729.3,52624,384.01,6277,30192,57.37,11-Jul-2023
139,ANANDRATHI,EQ,938.8,945.65,930.05,938.4,931.15,105923,995.94,8443,58365,55.10,11-Jul-2023
140,ANANTRAJ,EQ,178.0,185.9,177.2,184.5,177.05,1355624,2490.31,7034,978069,72.15,11-Jul-2023
141,ANDHRAPAP,EQ,422.0,425.35,421.05,423.5,421.6,36582,154.77,1603,22456,61.39,11-Jul-2023
142,ANDHRSUGAR,EQ,110.7,111.7,110.0,110.3,110.7,93543,103.51,1596,62221,66.52,11-Jul-2023
143,ANDREWYU,EQ,25.65,25.85,24.8,24.9,25.65,395901,99.65,1345,265717,67.12,11-Jul-2023
144,ANGELONE,EQ,1717.95,1747.0,1704.1,1740.45,1709.9,282231,4882.71,16923,113546,40.23,11-Jul-2023
145,ANIKINDS,EQ,31.6,32.1,31.3,31.9,31.8,22934,7.27,252,16017,69.84,11-Jul-2023
146,ANLON,SM,288.0,300.0,281.6,281.6,277.3,51600,149.76,42,36000,69.77,11-Jul-2023
147,ANMOL,EQ,239.9,239.9,233.5,233.95,237.9,193489,455.64,5444,85310,44.09,11-Jul-2023
148,ANNAPURNA,SM,302.0,312.0,302.0,309.35,299.65,29000,89.62,25,23000,79.31,11-Jul-2023
149,ANSALAPI,BE,8.9,9.15,8.85,8.95,8.9,277838,24.92,139,-,-,11-Jul-2023
150,ANTGRAPHIC,EQ,0.65,0.65,0.6,0.6,0.65,440431,2.77,228,219064,49.74,11-Jul-2023
151,ANUP,EQ,1865.2,1985.0,1865.2,1957.3,1854.8,80148,1560.82,11437,27627,34.47,11-Jul-2023
152,ANURAS,EQ,987.0,1019.0,978.0,986.15,986.95,622022,6130.4,6161,513149,82.50,11-Jul-2023
153,APARINDS,EQ,3382.05,3475.15,3370.05,3398.8,3383.05,103808,3550.28,8652,81328,78.34,11-Jul-2023
154,APCL,EQ,180.0,183.8,179.0,179.35,181.75,7387,13.33,322,4951,67.02,11-Jul-2023
155,APCOTEXIND,EQ,541.1,545.45,532.95,536.1,537.7,35913,193.24,2834,17210,47.92,11-Jul-2023
156,APEX,EQ,208.95,211.5,207.75,209.05,208.05,81328,170.04,2482,48040,59.07,11-Jul-2023
