SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
20MICRONS,EQ,59.95,61.9,59.5,60.7,59.35,374552,226.52,2863,168205,44.91,02-Jun-2021
21STCENMGM,EQ,15.25,15.65,15.25,15.65,15.35,1810,0.28,26,1244,68.73,02-Jun-2021
3IINFOTECH,EQ,8.85,9.3,8.65,9.2,8.9,39107857,3548.07,18106,16480248,42.14,02-Jun-2021
3MINDIA,EQ,25640.0,26000.0,25543.75,25967.2,25484.0,3698,954.53,2373,1785,48.27,02-Jun-2021
3PLAND,EQ,14.05,14.05,13.25,13.5,13.75,3861,0.53,95,2461,63.74,02-Jun-2021
522GS2025,GS,106.0,106.0,106.0,106.0,100.96,2,0.0,1,2,100.00,02-Jun-2021
5PAISA,EQ,354.7,359.0,343.55,352.6,346.55,83657,297.71,1661,43092,51.51,02-Jun-2021
63MOONS,BE,86.0,88.8,85.05,88.0,86.4,33260,28.99,337,-,-,02-Jun-2021
667GS2050,GS,101.5,101.5,100.0,100.39,101.0,550,0.55,8,500,90.91,02-Jun-2021
716GS2050,GS,106.45,108.5,106.4,108.25,112.0,160,0.17,8,160,100.00,02-Jun-2021
A2ZINFRA,BE,5.1,5.1,5.0,5.1,4.9,781849,39.83,746,-,-,02-Jun-2021
AAATECH,SM,46.05,55.5,46.05,55.2,46.5,60000,31.88,20,51000,85.00,02-Jun-2021
AAKASH,EQ,169.8,169.8,161.0,162.7,161.85,67602,109.68,558,28672,42.41,02-Jun-2021
AARON,BE,87.35,91.7,83.05,88.0,87.35,11368,10.04,214,-,-,02-Jun-2021
AARTIDRUGS,EQ,746.0,778.5,742.85,761.1,736.6,2544960,19479.6,78437,526174,20.68,02-Jun-2021
AARTIIND,EQ,1714.95,1725.5,1660.0,1669.6,1710.8,958896,16052.04,60002,413168,43.09,02-Jun-2021
AARTISURF,EQ,1415.0,1445.4,1411.95,1432.4,1414.8,17958,255.69,2291,9541,53.13,02-Jun-2021
AARVEEDEN,BE,23.65,23.75,23.05,23.45,23.15,12116,2.84,78,-,-,02-Jun-2021
AARVI,EQ,67.8,69.55,62.1,67.7,67.85,74540,50.1,936,47315,63.48,02-Jun-2021
AAVAS,EQ,2287.0,2330.05,2270.0,2297.6,2273.75,106432,2456.85,6976,84160,79.07,02-Jun-2021
ABAN,EQ,36.55,37.1,36.0,37.1,35.35,177402,65.63,1078,145940,82.27,02-Jun-2021
ABB,EQ,1698.0,1717.0,1668.0,1700.55,1693.25,314707,5342.42,22639,95665,30.40,02-Jun-2021
ABBOTINDIA,EQ,15950.0,16000.0,15890.0,15988.3,15958.15,27349,4360.63,3336,23487,85.88,02-Jun-2021
ABCAPITAL,EQ,118.65,124.5,118.65,122.9,118.65,3212574,3900.38,36517,1228769,38.25,02-Jun-2021
