,SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
0,21STCENMGM,EQ,20.75,21.0,20.35,20.45,20.75,4862,1.0,78,3585,73.74,03-Aug-2023
1,360ONE,EQ,506.95,510.0,486.55,496.4,503.95,73160,362.93,5059,36324,49.65,03-Aug-2023
2,3IINFOLTD,EQ,34.45,34.55,33.85,34.15,34.35,336080,114.85,2309,181884,54.12,03-Aug-2023
3,3MINDIA,EQ,28345.0,28665.55,28144.1,28509.45,28267.15,1750,497.35,1322,753,43.03,03-Aug-2023
4,3PLAND,BE,19.9,20.0,19.25,20.0,19.8,2735,0.54,23,-,-,03-Aug-2023
5,456GS2023,GS,99.77,99.77,99.77,99.77,99.36,985,0.98,1,985,100.00,03-Aug-2023
6,574GS2026,GS,97.5,97.5,96.8,97.4,96.4,3052,2.97,6,3052,100.00,03-Aug-2023
7,5PAISA,EQ,449.7,466.6,445.05,449.1,445.3,96830,439.33,6600,28793,29.74,03-Aug-2023
8,618GS2024,GS,99.75,99.75,99.75,99.75,99.75,1,0.0,1,1,100.00,03-Aug-2023
9,63MOONS,EQ,229.75,235.0,224.0,228.8,228.0,91726,210.58,2395,47793,52.10,03-Aug-2023
10,667GS2035,GS,96.33,96.33,95.0,96.0,95.5,527,0.51,10,527,100.00,03-Aug-2023
11,667GS2050,GS,95.0,95.0,95.0,95.0,95.4,113,0.11,3,113,100.00,03-Aug-2023
12,669GS2024,GS,100.22,101.0,100.22,101.0,100.22,7,0.01,2,7,100.00,03-Aug-2023
13,68GS2060,GS,95.55,95.55,94.75,95.25,94.5,144,0.14,12,144,100.00,03-Aug-2023
14,699GS2026,GS,100.2,100.2,100.2,100.2,101.25,1000,1.0,1,1000,100.00,03-Aug-2023
15,699GS2051,GS,98.5,98.5,97.01,97.01,98.5,414,0.4,6,414,100.00,03-Aug-2023
16,706GS2028,GS,102.0,102.0,101.79,101.79,102.0,1271,1.29,4,1270,99.92,03-Aug-2023
17,716GS2050,GS,105.0,105.0,105.0,105.0,104.5,1,0.0,1,1,100.00,03-Aug-2023
18,725GS2063,GS,101.8,101.8,101.8,101.8,101.5,20,0.02,1,20,100.00,03-Aug-2023
19,726GS2032,GS,104.0,104.0,103.95,103.95,104.0,5000,5.2,3,5000,100.00,03-Aug-2023
20,738GS2027,GS,101.9,101.9,101.7,101.85,101.95,146999,149.67,96,146999,100.00,03-Aug-2023
21,73GS2053,GS,100.5,100.9,100.3,100.49,100.6,4161,4.18,35,4161,100.00,03-Aug-2023
22,741GS2036,GS,103.0,103.0,102.7,102.7,102.04,12237,12.57,12,12136,99.17,03-Aug-2023
23,74GS2062,GS,104.05,104.39,103.13,104.0,104.05,1021,1.06,17,1021,100.00,03-Aug-2023
24,754GS2036,GS,103.5,103.94,103.5,103.79,103.93,451754,469.12,286,450929,99.82,03-Aug-2023
25,757GS2033,GS,105.0,105.0,105.0,105.0,105.0,10,0.01,1,10,100.00,03-Aug-2023
