Company name,NSE Symbol,Market Cap,Categorization
ADINATH EXIM RESOURCES LTD.,,,Small Cap
"PREMIER SYNTHETICS LTD.,",,,Small Cap
INTEGRA CAPITAL LIMITED,,,Small Cap
BITS LTD,,,Small Cap
SIDDHA VENTURES LIMITED,,,Small Cap
CATVISION LIMITED,,,Small Cap
SIROHIA & SONS LIMITED,,,Small Cap
"SHREE SALASAR INVESTMENT LTD.,",,,Small Cap
SHREE GANESH ELASTOPLAST LTD,,,Small Cap
SHUKRA JEWELLERS LIMITED,,,Small Cap
SUPER BAKERS (INDIA) LTD.,,,Small Cap
SRI AMARNATH FINANCE LIMITED,,,Small Cap
UNIROYAL MARINE EXPORTS LTD.,,,Small Cap
MOONGIPA CAPITAL FINANCE LTD.,,,Small Cap
TRIMURTHI LIMITED,,,Small Cap
ITL Finlease & Securities Limited,,,Small Cap
SHAHI SHIPPING LIMITED,,,Small Cap
AADHAAR VENTURES INDIA LIMITED,,,Small Cap
EASUN REYROLLE LTD.,,,Small Cap
SOUTHERN INFOSYS LIMITED,,,Small Cap
ROYAL INDIA CORPORATION LIMITED,,,Small Cap
RAJPUTANA INVESTMENT AND FINANCE LTD.,,,Small Cap
MINAXI TEXTILES LTD.,,,Small Cap
IGC INDUSTRIES LIMITED,,,Small Cap
Dr. M Induscorp Limited,,,Small Cap
LONGVIEW TEA COMPANY LTD.,,,Small Cap
SEVEN HILL INDUSTRIES LIMITED,,,Small Cap
RIGA SUGAR COMPANY LTD.,,,Small Cap
POLYCON INTERNATIONAL LTD.,,,Small Cap
PACT INDUSTRIES LTD.,,,Small Cap
YAAN ENTERPRISES LIMITED,,,Small Cap
Oswal Minerals Limited,,,Small Cap
SPAN DIVERGENT LIMITED,,,Small Cap
RIDINGS CONSULTING ENGINEERS INDIA LIMITED,,,Small Cap
GOLKONDA ALUMINIUM EXTRUSIONS LTD,,,Small Cap
GOENKA BUSINESS & FINANCE LIMITED,,,Small Cap
STEELCO GUJARAT LTD,,,Small Cap
AGRIMONY COMMODITIES LIMITED,,,Small Cap
QUANTUM BUILD-TECH LIMITED,,,Small Cap
SHESHADRI INDUSTRIES LIMITED,,,Small Cap
RLF LTD.,,,Small Cap
TAHMAR ENTERPRISES LIMITED,,,Small Cap
JAYATMA INDUSTRIES LIMITED,,,Small Cap
KABRA COMMERCIAL LIMITED,,,Small Cap
"HB LEASING & FINANCE CO. LTD.,",,,Small Cap
GALAXY AGRICO EXPORTS LTD.,,,Small Cap
OTCO INTERNATIONAL LTD,,,Small Cap
GAGAN GASES LTD.,,,Small Cap
SAVANI FINANCIALS LTD.,,,Small Cap
SARDA PROTEINS LTD,,,Small Cap
SHRI RAJIVLOCHAN OIL EXTRACTION LTD,,,Small Cap
RAJATH FINANCE LIMITED,,,Small Cap
DJS STOCK & SHARES LTD.,,,Small Cap
VINAYAK POLYCON INTERNATIONAL LIMITED,,,Small Cap
NAVODAY ENTERPRISES LIMITED,,,Small Cap
ARIHANTS SECURITIES LTD.,,,Small Cap
AGARWAL FORTUNE INDIA LIMITED,,,Small Cap
ZICOM ELECTRONIC SECURITY SYSTEMS L,,,Small Cap
SRI NANDAA SPINNERS LIMITED,,,Small Cap
TIAAN CONSUMER LIMITED,,,Small Cap
DION GLOBAL SOLUTIONS LIMITED,,,Small Cap
MEGA FIN (INDIA) LTD.,,,Small Cap
"SHREE RAJASTHAN SYNTEX LTD.,",,,Small Cap
Satya Shyam Trading Limited,,,Small Cap
TECHNOFAB ENGINEERING LIMITED,,,Small Cap
NUTRAPLUS INDIA LIMITED,,,Small Cap
ZR Infra Limited,,,Small Cap
"INDIAN LINK CHAIN MNFRS. LTD.,",,,Small Cap
IND RENEWABLE ENERGY LTD,,,Small Cap
PAOS INDUSTRIES LIMITED,,,Small Cap
GENOMIC VALLEY BIOTECH LIMITED,,,Small Cap
JATTASHANKAR INDUSTRIES LIMITED,,,Small Cap
K.Z.LEASING & FINANCE LTD.,,,Small Cap
Nandini Texcom (India) Limited,,,Small Cap
JAIN MARMO INDUSTRIES LTD.,,,Small Cap
SHRI MAHALAXMI AGRICULTURAL DEVELOPMENT LIMITED,,,Small Cap
MODERN SHARES AND STOCKBROKERS LTD.,,,Small Cap
MUKTA AGRICULTURE LIMITED,,,Small Cap
BAZEL INTERNATIONAL LIMITED,,,Small Cap
UTL INDUSTRIES LIMITED,,,Small Cap
MILGREY FINANCE & INVESTMENT LTD,,,Small Cap
HARIA APPARELS LIMITED,,,Small Cap
Accuvant Advisory Services Limited,,,Small Cap
UNIVERSAL OFFICE AUTOMATION LIMITED,,,Small Cap
PANABYTE TECHNOLOGIES LIMITED,,,Small Cap
V B INDUSTRIES LIMITED,,,Small Cap
ALCHEMIST CORPORATION LTD,,,Small Cap
UNIWORTH TEXTILES LTD.,,,Small Cap
PERFECT-OCTAVE MEDIA PROJECTS LTD,,,Small Cap
GEMSTONE INVESTMENTS LTD.,,,Small Cap
FGP LTD,,,Small Cap
GSB FINANCE LTD.,,,Small Cap
VITESSE AGRO LIMITED,,,Small Cap
UNJHA FORMULATIONS LTD.,,,Small Cap
VIAAN INDUSTRIES LIMITED,,,Small Cap
SHASHWAT FURNISHING SOLUTIONS LIMITED,,,Small Cap
JAIN STUDIOS LTD.,,,Small Cap
ASHISH POLYPLAST LTD.,,,Small Cap
VAGHANI TECHNO-BUILD LIMITED,,,Small Cap
MAFIA TRENDS LIMITED,,,Small Cap
Aggarsain Spinners Limited,,,Small Cap
RCC CEMENTS LTD,,,Small Cap
MOHOTA INDUSTRIES LIMITED,,,Small Cap
KRA Leasing Limited,,,Small Cap
SATIATE AGRI LIMITED,,,Small Cap
HIRA AUTOMOBILES LTD.,,,Small Cap
TRILIANCE POLYMERS LIMITED,,,Small Cap
NEO INFRACON LTD.,,,Small Cap
HASTI FINANCE LTD.,,,Small Cap
SERVOTEACH INDUSTRIES LTD,,,Small Cap
FONE4 COMMUNICATIONS (INDIA) LIMITED,,,Small Cap
STURDY INDUSTRIES LTD.,,,Small Cap
GLOBAL KNITFAB LTD.,,,Small Cap
INDIA GREEN REALITY LIMITED,,,Small Cap
KOBO BIOTECH LIMITED,,,Small Cap
PARKER AGRO CHEM EXPORT LTD.,,,Small Cap
MAHIP INDUSTRIES LIMITED,,,Small Cap
HITTCO TOOLS LTD.,,,Small Cap
GANESH FILMS INDIA LIMITED,,,Small Cap
"EXCEL GLASSES LTD.,",,,Small Cap
SWORD-EDGE COMMERCIALS LIMITED,,,Small Cap
ADVANCE SYNTEX LIMITED,,,Small Cap
INFO-DRIVE SOFTWARE LTD.,,,Small Cap
"GONTERMANN PEIPERS (INDIA) LTD.,",,,Small Cap
KUMBHAT FINANCIAL SERVICES LTD.,,,Small Cap
GARODIA CHEMICALS LTD.,,,Small Cap
"MODELLA WOOLLENS LTD.,",,,Small Cap
TELECANOR GLOBAL LIMITED,,,Small Cap
MINI DIAMONDS (INDIA) LTD.,,,Small Cap
THIRANI PROJECTS LIMITED,,,Small Cap
YOGI SUNG-WON (INDIA) LTD.,,,Small Cap
SOPHIA TRAEXPO LIMITED,,,Small Cap
MFS INTERCORP LIMITED,,,Small Cap
SHRI NIWAS LEASING AND FINANCE LIMITED,,,Small Cap
SPICY ENTERTAINMENT AND MEDIA LIMITED,,,Small Cap
MIPCO SEAMLESS RINGS (GUJARAT) LTD.,,,Small Cap
BIJOY HANS LTD,,,Small Cap
CHEMIESYNTH (VAPI) LIMITED,,,Small Cap
VISION CINEMAS LIMITED,,,Small Cap
RELIC TECHNOLOGIES LTD.,,,Small Cap
B&B REALTY LIMITED,,,Small Cap
NIHAR INFO GLOBAL LTD.,,,Small Cap
UMIYA TUBES LIMITED,,,Small Cap
DEVINE IMPEX LIMITED,,,Small Cap
CHANDNI MACHINES LIMITED,,,Small Cap
SRM ENERGY LIMITED,,,Small Cap
INCON ENGINEERS LTD.,,,Small Cap
SILVER PEARL HOSPITALITY & LUXURY SPACES LIMITED,,,Small Cap
"FIRST CUSTODIAN FUND (INDIA) LTD.,",,,Small Cap
GUJARAT CREDIT CORPORATION LTD.,,,Small Cap
KAARYA FACILITIES AND SERVICES LIMITED,,,Small Cap
"PET PLASTICS LTD.,",,,Small Cap
"MULTIPLUS HOLDINGS LTD.,",,,Small Cap
OMEGA INTERACTIVE TECHNOLOGIES LTD.,,,Small Cap
UNITECH INTERNATIONAL LTD,,,Small Cap
BRAWN BIOTECH LIMITED,,,Small Cap
AMIT INTERNATIONAL LTD.,,,Small Cap
Ankur Marketing Limited,,,Small Cap
SDC TECHMEDIA LIMITED,,,Small Cap
SHANGAR DECOR LIMITED,,,Small Cap
"LYNX MACHINERY & COMMERCIALS LTD.,",,,Small Cap
GOVIND RUBBER LTD,,,Small Cap
RCI INDUSTRIES & TECHNOLOGIES LIMITED,,,Small Cap
AMBITION MICA LIMITED,,,Small Cap
MAFATLAL LUBRICANTS LTD.,,,Small Cap
NCC BLUEWATER PRODUCTS LTD.,,,Small Cap
CAT TECHNOLOGIES LTD,,,Small Cap
SHREE PRECOATED STEELS LIMITED,,,Small Cap
CORPORATE MERCHANT BANKERS LIMITED,,,Small Cap
ENTERPRISE INTERNATIONAL LIMITED,,,Small Cap
ARIS INTERNATIONAL LIMITED,,,Small Cap
C & C CONSTRUCTIONS LTD.,,,Small Cap
FENOPLAST LTD.,,,Small Cap
MARG PROJECTS AND INFRASTRUCTURE LIMITED,,,Small Cap
RAASI REFRACTORIES LIMITED.,,,Small Cap
FABINO LIFE SCIENCES LIMITED,,,Small Cap
SENTHIL INFOTEK LIMITED,,,Small Cap
GOLDEN CARPETS LIMITED.,,,Small Cap
Rampur Fertilizers Limited,,,Small Cap
Asianlakto Industries Limited,,,Small Cap
ESKAY K'N'IT (INDIA) LTD,,,Small Cap
SHARMA EAST INDIA HOSPITALS AND RES,,,Small Cap
KANDAGIRI SPINNING MILLS LTD.,,,Small Cap
SHREE TULSI ONLINE.COM LTD,,,Small Cap
KRISHNA CAPITAL AND SECURITIES LIMITED,,,Small Cap
P.M. TELELINNKS LIMITED,,,Small Cap
ORGANIC COATINGS LTD.,,,Small Cap
JANUS CORPORATION LIMITED,,,Small Cap
USHAKIRAN FINANCE LTD.,,,Small Cap
ANNA INFRASTRUCTURES LTD,,,Small Cap
VAS INFRASTRUCTURE  LTD.,,,Small Cap
Maryada Commercial Enterprises & Investment Co Ltd,,,Small Cap
AGIO PAPER & INDUSTRIES LIMITED,,,Small Cap
NEO CORP INTERNATIONAL LTD,,,Small Cap
NEXUS SURGICAL AND MEDICARE LIMITED,,,Small Cap
FLORA TEXTILES LTD.,,,Small Cap
VARDHMAN CONCRETE LIMITED,,,Small Cap
LIBORD SECURITIES LTD.,,,Small Cap
OSWAL OVERSEAS LTD,,,Small Cap
ASHRAM ONLINE.COM LTD,,,Small Cap
NAKODA LIMITED,,,Small Cap
KMF BUILDERS & DEVELOPERS LTD.,,,Small Cap
ONTIC FINSERVE LIMITED,,,Small Cap
EPIC ENERGY LTD.,,,Small Cap
LOOKS HEALTH SERVICES LIMITED,,,Small Cap
TYPHOON FINANCIAL SERVICES LIMITED,,,Small Cap
"CHEMO PHARMA LABORATORIES LTD.,",,,Small Cap
KIDS MEDICAL SYSTEMS LIMITED,,,Small Cap
SGN TELECOMS LTD.,,,Small Cap
"MANIPAL FINANCE CORPORATION LTD.,",,,Small Cap
UNION QUALITY PLASTICS LTD.,,,Small Cap
FACOR STEELS LIMITED,,,Small Cap
SWAGTAM TRADING & SERVICES LIMITED,,,Small Cap
QUEST FINANCIAL SERVICES LTD.,,,Small Cap
PAE LTD.,,,Small Cap
ARYAN SHARE & STOCK BROKERS LTD.,,,Small Cap
NORTHLINK FISCAL AND CAPITAL SERVICES LTD.,,,Small Cap
"ARAVALI SECURITIES & FINANCE LTD.,",,,Small Cap
"NEYCER INDIA LTD.,",,,Small Cap
STANPACKS (INDIA) LTD.,,,Small Cap
AMBASSADOR INTRA HOLDINGS LIMITED,,,Small Cap
Quality Synthetic Industries Limited,,,Small Cap
SOUTHERN ONLINE BIO TECHNOLOGIES LTD.,,,Small Cap
OMNIPOTENT INDUSTRIES LIMITED,,,Small Cap
OLYMPIC CARDS LIMITED,,,Small Cap
SRI KRISHNA CONSTRUCTIONS (INDIA) LIMITED,,,Small Cap
"N.B. FOOTWEAR LTD.,",,,Small Cap
B.J.DUPLEX BOARDS LTD.,,,Small Cap
HARIA EXPORTS LTD.,,,Small Cap
HEERA ISPAT LTD.,,,Small Cap
FIRST FINTEC LIMITED,,,Small Cap
NUTRICIRCLE LIMITED,,,Small Cap
VISION CORPORATION LTD.,,,Small Cap
MODI HOOVER INTERNATIONAL LTD.,,,Small Cap
WHERRELZ IT SOLUTIONS LIMITED,,,Small Cap
"TAPARIA TOOLS LTD.,",,,Small Cap
N.R.INTERNATIONAL LIMITED,,,Small Cap
MAYUR FLOORINGS LTD.,,,Small Cap
"PANTHER INDUSTRIAL PRODUCTS LTD.,",,,Small Cap
JAYATMA ENTERPRISES LIMITED,,,Small Cap
"OLYMPIC OIL INDUSTRIES LTD.,",,,Small Cap
"SHRICON INDUSTRIES LTD.,",,,Small Cap
GRATEX INDUSTRIES LTD.,,,Small Cap
INTERACTIVE FINANCIAL SERVICES LIMITED,,,Small Cap
NEELKANTH ROCKMINERALS LTD.,,,Small Cap
JINAAM’S DRESS LIMITED,,,Small Cap
WELCURE DRUGS & PHARMACEUTICALS LTD,,,Small Cap
AMANAYA VENTURES LIMITED,,,Small Cap
Lark Trading & Finance Limited,,,Small Cap
CLIO INFOTECH LTD.,,,Small Cap
SYBLY INDUSTRIES LTD.,,,Small Cap
SANTOWIN CORPORATION LIMITED,,,Small Cap
WELTERMAN INTERNATIONAL LTD.,,,Small Cap
AVI POLYMERS LTD.,,,Small Cap
CORAL NEWSPRINTS LTD.,,,Small Cap
GANGA PHARMACEUTICALS LIMITED,,,Small Cap
JCK Infrastructure Development Limited,,,Small Cap
MILESTONE FURNITURE LIMITED,,,Small Cap
ASIS LOGISTICS LIMITED,,,Small Cap
INFRA INDUSTRIES LTD.,,,Small Cap
NEWEVER TRADE WINGS LIMITED,,,Small Cap
CONTAINERWAY INTERNATIONAL LIMITED,,,Small Cap
"GARWARE MARINE INDUSTRIES LTD.,",,,Small Cap
STARLIT POWER SYSTEMS LIMITED,,,Small Cap
DHANVANTRI JEEVAN REKHA LTD.,,,Small Cap
RAGHUNATH INTERNATIONAL LTD.,,,Small Cap
PITHAMPUR POLY PRODUCTS LTD.,,,Small Cap
ASIA CAPITAL LIMITED,,,Small Cap
CHD CHEMICALS LIMITED,,,Small Cap
CITIPORT FINANCIAL SERVICES LTD.,,,Small Cap
DECILLION FINANCE LTD.,,,Small Cap
"KHANDELWAL EXTRACTION LTD.,",,,Small Cap
SUNGOLD CAPITAL LTD.,,,Small Cap
Rich 'N' Rich Finance And Holdings Limited,,,Small Cap
TRIO MERCANTILE & TRADING LIMITED,,,Small Cap
RICHIRICH INVENTURES LIMITED,,,Small Cap
PROMACT IMPEX LIMITED,,,Small Cap
PRIME CAPITAL MARKET LIMITED,,,Small Cap
USS Global Limited,,,Small Cap
"RAINBOW PAPERS LTD.,",,,Small Cap
Sri Narayan Raj Kumar Merchants Limited,,,Small Cap
ADVIK LABORATORIES LTD.,,,Small Cap
QUANTUM DIGITAL VISION (INDIA) LTD.,,,Small Cap
DECOROUS INVESTMENT AND TRADING CO. LTD.,,,Small Cap
SPACE INCUBATRICS TECHNOLOGIES LIMITED,,,Small Cap
Sun Finlease (Gujarat) Limited,,,Small Cap
ADITYA ISPAT LTD.,,,Small Cap
MULTIPURPOSE TRADING & AGENCIES LTD,,,Small Cap
ATCOM TECHNOLOGIES LTD.,,,Small Cap
Indu Engineering And Textiles Limited,,,Small Cap
INTEGRATED HI-TECH LTD.,,,Small Cap
Jotindra Steel & Tubes Limited,,,Small Cap
MAXIMAA SYSTEMS LTD.,,,Small Cap
STRATMONT INDUSTRIES LIMITED,,,Small Cap
CINDRELLA FINANCIAL SERVICES LTD.,,,Small Cap
SAMRUDDHI REALTY LIMITED,,,Small Cap
KIRAN SYNTEX LTD.,,,Small Cap
ISTREET NETWORK LIMITED,,,Small Cap
WORLDWIDE ALUMINIUM LIMITED,,,Small Cap
ACE ENGITECH LIMITED,,,Small Cap
PADMALAYA TELEFILMS LTD.,,,Small Cap
SW INVESTMENTS LIMITED,,,Small Cap
"JALPAC INDIA LTD.,",,,Small Cap
INTEGRATED PROTEINS LTD.,,,Small Cap
UNISHIRE URBAN INFRA LIMITED,,,Small Cap
WINY COMMERCIAL AND FISCAL SERVICES LIMITED,,,Small Cap
ASAHI INFRASTRUCTURE & PROJECTS LTD,,,Small Cap
DATIWARE MARITIME INFRA LIMITED,,,Small Cap
EAST BUILDTECH LIMITED,,,Small Cap
WOODSVILLA LIMITED,,,Small Cap
S.T. SERVICES LIMITED,,,Small Cap
V.B.DESAI FINANCIAL SERVICES LTD,,,Small Cap
"J.J. FINANCE CORPORATION LTD.,",,,Small Cap
MONICA ELECTRONICS LTD.,,,Small Cap
SHANTANU SHEOREY AQUAKULT LTD.,,,Small Cap
RELSTRUCT BUILDCON LIMITED,,,Small Cap
"VOLTAIRE LEASING & FINANCE LTD.,",,,Small Cap
"POLYTEX INDIA LTD.,",,,Small Cap
TREKKINGTOES.COM LIMITED,,,Small Cap
BIO GREEN PAPERS LIMITED,,,Small Cap
FRASER AND COMPANY LIMITED,,,Small Cap
SBL INFRATECH LIMITED,,,Small Cap
ADISHAKTI LOHA AND ISPAT LIMITED,,,Small Cap
METKORE ALLOYS & INDUSTRIES LTD,,,Small Cap
SUPERIOR FINLEASE LIMITED,,,Small Cap
G.K.CONSULTANTS LTD.,,,Small Cap
GUJARAT COTEX LTD,,,Small Cap
MATHEW EASOW RESEARCH SECURITIES LT,,,Small Cap
PRASHANT INDIA LTD,,,Small Cap
LORDS CHEMICALS LTD.,,,Small Cap
ADVENT COMPUTER SERVICES LTD.,,,Small Cap
BACIL PHARMA LTD.,,,Small Cap
EXPLICIT FINANCE LIMITED,,,Small Cap
KIRAN PRINT-PACK LTD.,,,Small Cap
RAINBOW DENIM LTD.,,,Small Cap
INNOCORP LIMITED,,,Small Cap
ATHARV ENTERPRISES LIMITED,,,Small Cap
MACHHAR INDUSTRIES LIMITED,,,Small Cap
GLOBAL INFRATECH & FINANCE LIMITED,,,Small Cap
GUJARAT METALLIC COAL & COKE LTD,,,Small Cap
RAJASTHAN GASES LTD.,,,Small Cap
SURYO FOODS & INDUSTRIES LTD.,,,Small Cap
MARKET CREATORS LTD.,,,Small Cap
TALWALKARS BETTER VALUE FITNESS LIMITED,,,Small Cap
JET INFRAVENTURE LIMITED,,,Small Cap
JMG CORPORATION LTD,,,Small Cap
KONNDOR INDUSTRIES LIMITED,,,Small Cap
NU TEK INDIA LIMITED,,,Small Cap
AVIVA INDUSTRIES LIMITED,,,Small Cap
PANKAJ PIYUSH TRADE & INV. LTD,,,Small Cap
GUJARAT INJECT (KERALA) LTD.,,,Small Cap
CHHABRA SPINNERS LTD.,,,Small Cap
MEGA NIRMAN & INDUSTRIES LIMITED,,,Small Cap
MAJESTIC RESEARCH SERVICES AND SOLUTIONS LIMITED,,,Small Cap
RAMA PETROCHEMICALS LTD,,,Small Cap
ASYA INFOSOFT LIMITED,,,Small Cap
R.B.GUPTA FINANCIALS LTD.,,,Small Cap
SAND PLAST (INDIA) LTD.,,,Small Cap
STANDARD SHOE SOLE AND MOULD (INDIA) LTD,,,Small Cap
SABRIMALA INDUSTRIES INDIA LIMITED,,,Small Cap
IMP POWER LTD.,,,Small Cap
S.M. ENERGY TEKNIK & ELECTRONICS LT,,,Small Cap
SCINTILLA COMMERCIAL & CREDIT  LIMITED,,,Small Cap
NICCO CORPORATION LTD.,,,Small Cap
"M.P. AGRO INDUSTRIES LTD.,",,,Small Cap
"VENTURA GUARANTY LTD.,",,,Small Cap
PRECISION CONTAINEURS LIMITED.,,,Small Cap
VIRTUALSOFT SYSTEMS LTD.,,,Small Cap
MAHALAXMI SEAMLESS LTD.,,,Small Cap
WILLIAMSON FINANCIAL SERVICES LTD.,,,Small Cap
AMERISE BIOSCIENCES LIMITED,,,Small Cap
CLASSIC LEASING & FINANCE LTD.,,,Small Cap
SURYA FUN CITY LTD.,,,Small Cap
STARLITE COMPONENTS LTD.,,,Small Cap
ASHIANA AGRO INDUSTRIES LTD,,,Small Cap
SIKOZY REALTORS LIMITED,,,Small Cap
CELESTIAL BIOLABS LIMITED,,,Small Cap
RAMCHANDRA LEASING & FINANCE LIMITED,,,Small Cap
CAPRICORN SYSTEMS GLOBAL SOLUTIONS LTD.,,,Small Cap
NARMADA MACPLAST DRIP IRRIGATION SY,,,Small Cap
UNITED TEXTILES LTD.,,,Small Cap
KARNIMATA COLD STORAGE LIMITED,,,Small Cap
Sidh Management Corporate Services Limited,,,Small Cap
"SHIVA SUITINGS LTD.,",,,Small Cap
LEAD FINANCIAL SERVICES  LTD,,,Small Cap
SYSTEMATIX SECURITIES LTD.,,,Small Cap
FUTURISTIC OFFSHORE SERVICES AND CHEMICAL LTD.,,,Small Cap
ALCHEMIST LIMITED,,,Small Cap
RAHUL MERCHANDISING LTD.,,,Small Cap
RAJKOT INVESTMENT TRUST LIMITED,,,Small Cap
FUTURISTIC SECURITIES LTD,,,Small Cap
SUNCITY SYNTHETICS LTD.,,,Small Cap
PATIDAR BUILDCON LIMITED,,,Small Cap
MAHAVEER INFOWAY LIMITED,,,Small Cap
NEW LIGHT APPARELS LIMTED,,,Small Cap
R J BIO-TECH LIMITED,,,Small Cap
SUNRAJ DIAMOND EXPORTS LTD.,,,Small Cap
RICHFIELD FINANCIAL SERVICES LTD.,,,Small Cap
MODEX INTERNATIONAL SECURITIES LTD.,,,Small Cap
INCEPTUM ENTERPRISES LIMITED,,,Small Cap
ACTION FINANCIAL SERVICES (INDIA) L,,,Small Cap
I POWER SOLUTIONS INDIA LTD.,,,Small Cap
CRIMSON METAL ENGINEERING COMPANY LTD,,,Small Cap
JAINCO PROJECTS (INDIA) LTD.,,,Small Cap
PRIYA LIMITED.,,,Small Cap
BRIDGE SECURITIES LTD.,,,Small Cap
JIK INDUSTRIES LTD,,,Small Cap
SHANTAI INDUSTRIES LIMITED,,,Small Cap
SEA TV NETWORK LIMITED,,,Small Cap
EDYNAMICS SOLUTIONS LIMITED,,,Small Cap
HYPERSOFT TECHNOLOGIES LIMITED,,,Small Cap
Kamini Finance & Investment Company Limited,,,Small Cap
MAHESH DEVELOPERS LIMITED,,,Small Cap
KUBERAN GLOBAL EDU SOLUTIONS LIMITED,,,Small Cap
COMMEX TECHNOLOGY LIMITED,,,Small Cap
BHARAT TEXTILES & PROOFING INDUSTRI,,,Small Cap
EPSOM PROPERTIES LIMITED,,,Small Cap
ALPS MOTOR FINANCE LIMITED,,,Small Cap
KINETIC TRUST LTD.,,,Small Cap
GOPAL IRON & STEELS CO.(GUJARAT) LT,,,Small Cap
VINTAGE SECURITIES LTD.,,,Small Cap
SHUKRA BULLIONS LIMITED,,,Small Cap
SIDDHESWARI GARMENTS LTD.,,,Small Cap
SCAN PROJECTS LTD,,,Small Cap
DEVHARI EXPORTS (INDIA) LIMITED,,,Small Cap
INERTIA STEEL LIMITED,,,Small Cap
Ace Exports Limited,,,Small Cap
CINERAD COMMUNICATIONS LTD.,,,Small Cap
NETRIPPLES SOFTWARE LIMITED,,,Small Cap
EURO CEREMICS LTD,,,Small Cap
Sophia Exports Limited,,,Small Cap
WINSOME DIAMONDS AND JEWELLERY LIMITED,,,Small Cap
TIRTH PLASTIC LTD.,,,Small Cap
VIKALP SECURITIES LTD.,,,Small Cap
GRAVITY (INDIA) LTD.,,,Small Cap
SIDH AUTOMOBILES LIMITED,,,Small Cap
AANANDA LAKSHMI SPINNING MILLS LIMITED,,,Small Cap
OMNI AXS SOFTWARE LTD.,,,Small Cap
SASHWAT TECHNOCRATS LIMITED,,,Small Cap
KARAN WOO-SIN LTD.,,,Small Cap
GCCL CONSTRUCTION AND REALITIES LTD,,,Small Cap
PRO CLB GLOBAL LIMITED,,,Small Cap
MARUTI SECURITIES LTD.,,,Small Cap
SHYAMA INFOSYS LTD.,,,Small Cap
OMEGA AG-SEEDS (PUNJAB) LTD.,,,Small Cap
GALADA FINANCE LIMITED,,,Small Cap
Skyline India Limited,,,Small Cap
Zel Jewellers Limited,,,Small Cap
DEVIKA PROTEINS LTD.,,,Small Cap
INDRA INDUSTRIES LTD.,,,Small Cap
SVAM SOFTWARE LTD,,,Small Cap
XO INFOTECH LTD.,,,Small Cap
PUROHIT CONSTRUCTION LIMITED,,,Small Cap
SPECTRA INDUSTRIES LTD.,,,Small Cap
BANSISONS TEA INDUSTRIES LTD.,,,Small Cap
Roadways India Limited,,,Small Cap
Hindustan Auto Finance Limited,,,Small Cap
BEEYU OVERSEAS LTD.,,,Small Cap
PACHELI INDUSTRIAL FINANCE LIMITED,,,Small Cap
AADI INDUSTRIES LTD,,,Small Cap
GHUSHINE FINTRRADE OCEAN LIMITED,,,Small Cap
HI-KLASS TRADING AND INVESTMENT LIMITED,,,Small Cap
N2N TECHNOLOGIES LIMITED,,,Small Cap
EKAM LEASING & FINANCE CO. LTD.,,,Small Cap
WAGEND INFRA VENTURE LIMITED,,,Small Cap
WISEC GLOBAL LTD.,,,Small Cap
PANKAJ POLYMERS LTD.,,,Small Cap
B.P.CAPITAL LTD.,,,Small Cap
RUBY CABLES LIMITED,,,Small Cap
"J.R. FOODS LIMITED,",,,Small Cap
BIOPAC INDIA CORPORATION LTD,,,Small Cap
IND-AGIV COMMERCE LTD.,,,Small Cap
PROGREX VENTURES LIMITED,,,Small Cap
STEWARTS & LLOYDS OF INDIA LTD.,,,Small Cap
KEN FINANCIAL SERVICES LTD.,,,Small Cap
SARTHAK GLOBAL LTD.,,,Small Cap
KHATOR FIBRE & FABRICS LTD.,,,Small Cap
EURO MULTIVISION LIMITED,,,Small Cap
ASHAPURA INTIMATES FASHION LIMITED,,,Small Cap
GCM COMMODITY & DERIVATIVES LIMITED,,,Small Cap
SOURCE INDUSTRIES (INDIA) LTD,,,Small Cap
SIMPLEX PAPERS LTD.,,,Small Cap
DYNAMIC MICROSTEPPERS LTD.,,,Small Cap
RICHA INDUSTRIES LIMITED,,,Small Cap
SKYLINE VENTURES INDIA  LIMITED,,,Small Cap
VALLABH STEELS LTD,,,Small Cap
Jain Farms Palm Oil Limited,,,Small Cap
J.J.EXPORTERS LTD.,,,Small Cap
DHENU BUILDCON INFRA LIMITED,,,Small Cap
PIONEER AGRO EXTRACTS LTD.,,,Small Cap
INTEGRATED THERMOPLASTICS LTD.,,,Small Cap
ELANGO INDUSTRIES LTD,,,Small Cap
SHELTER INFRA PROJECTS LIMITED,,,Small Cap
BLUEBLOOD VENTURES LIMITED,,,Small Cap
OSCAR GLOBAL LTD,,,Small Cap
SOFTRAK VENTURE INVESTMENTS LTD.,,,Small Cap
Parijat Paper Mills Limited,,,Small Cap
CHAMBAL BREWERIES & DISTILLERIES LI,,,Small Cap
INTEGRA SWITCHGEAR LTD.,,,Small Cap
New Era Alkaloids & Export Limited,,,Small Cap
EUREKA INDUSTRIES LTD.,,,Small Cap
ARCEE INDUSRTRIES LTD.,,,Small Cap
DECCAN POLYPACKS LTD,,,Small Cap
OCEANAA BIOTEK INDUSTRIES LIMITED,,,Small Cap
GB GLOBAL LIMITED,,,Small Cap
KOME-ON COMMUNICATION LIMITED,,,Small Cap
CONTINENTAL CONTROLS LTD.,,,Small Cap
City Gold Credit Capital Limited,,,Small Cap
CENTERAC TECHNOLOGIES LIMITED,,,Small Cap
ENNORE COKE LIMITED,,,Small Cap
Technical Associates Infrapower Limited,,,Small Cap
