SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
20MICRONS,EQ,64.0,64.0,61.55,62.3,63.2,46660,29.16,975,26566,56.94,14-Dec-2021
21STCENMGM,EQ,52.15,54.25,52.15,54.15,53.2,47458,25.24,450,28823,60.73,14-Dec-2021
3IINFOLTD,EQ,107.5,111.1,106.4,111.1,105.85,4540259,4966.47,25894,2803680,61.75,14-Dec-2021
3MINDIA,EQ,25070.65,25229.45,24700.05,24777.5,25104.05,1153,286.61,692,677,58.72,14-Dec-2021
3PLAND,EQ,14.95,14.95,13.1,14.4,14.25,11066,1.57,154,6195,55.98,14-Dec-2021
5PAISA,EQ,430.0,438.4,421.0,429.25,431.75,11434,49.39,642,7493,65.53,14-Dec-2021
63MOONS,EQ,196.75,196.75,187.4,196.75,187.4,699387,1369.42,2072,422061,60.35,14-Dec-2021
676GS2061,GS,101.0,101.0,100.0,100.0,101.0,5600,5.61,3,5600,100.00,14-Dec-2021
719GS2060,GS,105.95,105.95,105.95,105.95,111.5,94,0.1,2,94,100.00,14-Dec-2021
772GS2055,GS,110.0,110.0,110.0,110.0,110.0,1,0.0,1,1,100.00,14-Dec-2021
A2ZINFRA,BE,6.95,7.15,6.9,7.15,6.85,847238,60.23,1213,-,-,14-Dec-2021
AAATECH,SM,62.0,62.0,62.0,62.0,63.0,3000,1.86,1,3000,100.00,14-Dec-2021
AAKASH,EQ,232.5,252.5,222.5,239.55,232.4,108410,260.76,1540,69049,63.69,14-Dec-2021
AAREYDRUGS,EQ,38.95,40.7,38.5,39.9,38.75,163875,65.37,1754,109430,66.78,14-Dec-2021
AARON,EQ,113.55,118.25,111.65,114.45,113.55,2584,2.95,192,1128,43.65,14-Dec-2021
AARTIDRUGS,EQ,588.0,589.8,558.2,565.1,580.45,256449,1471.28,12131,89381,34.85,14-Dec-2021
AARTIIND,EQ,1008.0,1014.8,985.15,988.45,1008.0,695765,6932.13,26092,222692,32.01,14-Dec-2021
AARTISURF,EQ,1124.0,1142.95,1088.05,1108.75,1109.6,12125,134.84,2067,6808,56.15,14-Dec-2021
AARVEEDEN,EQ,25.0,26.45,24.25,24.9,25.55,39772,9.96,472,28388,71.38,14-Dec-2021
AARVI,EQ,85.75,86.8,79.5,80.9,85.75,209313,172.44,4503,138304,66.08,14-Dec-2021
AAVAS,EQ,2635.0,2635.1,2530.0,2555.4,2626.05,124985,3190.85,17260,83029,66.43,14-Dec-2021
ABAN,BE,52.9,52.9,50.05,50.5,52.05,46805,23.73,650,-,-,14-Dec-2021
ABB,EQ,2305.0,2319.7,2260.05,2272.55,2307.6,71628,1641.31,7677,30413,42.46,14-Dec-2021
ABBOTINDIA,EQ,18325.05,18470.5,18065.0,18273.75,18343.95,18730,3410.39,5632,8890,47.46,14-Dec-2021
ABCAPITAL,EQ,124.9,124.9,120.9,121.9,125.1,4621461,5653.74,33336,1798373,38.91,14-Dec-2021
ABFRL,EQ,265.7,290.9,264.4,283.35,266.15,18237309,51342.9,153864,2056440,11.28,14-Dec-2021
ABINFRA,SM,6.1,6.1,6.1,6.1,6.4,4000,0.24,1,4000,100.00,14-Dec-2021
ABMINTLLTD,EQ,108.65,114.0,98.35,105.4,108.7,5457,5.92,218,1893,34.69,14-Dec-2021
ABSLAMC,EQ,585.0,587.65,579.5,580.65,585.6,76250,443.69,5714,38290,50.22,14-Dec-2021
ABSLBANETF,EQ,37.0,37.0,36.1,36.79,36.82,2122,0.78,87,1239,58.39,14-Dec-2021
ABSLNN50ET,EQ,43.75,43.75,43.02,43.44,43.68,2414,1.05,80,1622,67.19,14-Dec-2021
ACC,EQ,2280.0,2326.3,2272.45,2320.15,2296.05,408050,9421.76,26002,233906,57.32,14-Dec-2021
ACCELYA,EQ,1103.0,1130.0,1085.0,1088.45,1103.25,17087,188.76,2279,8424,49.30,14-Dec-2021
ACCURACY,EQ,206.0,214.8,203.2,206.7,205.4,78654,164.65,1729,40854,51.94,14-Dec-2021
ACE,EQ,223.1,231.65,222.9,228.5,225.6,364937,830.55,8140,109170,29.91,14-Dec-2021
ACRYSIL,EQ,901.0,901.95,881.0,884.2,898.05,57214,509.5,4178,29787,52.06,14-Dec-2021
ADANIENT,EQ,1712.0,1727.9,1683.0,1720.1,1719.55,1198653,20466.59,38080,182584,15.23,14-Dec-2021
ADANIGREEN,EQ,1388.0,1454.85,1388.0,1436.35,1385.95,949575,13581.14,46186,530060,55.82,14-Dec-2021
ADANIPORTS,EQ,755.9,766.0,750.5,763.7,758.45,2919015,22136.59,48510,629875,21.58,14-Dec-2021
ADANIPOWER,EQ,103.4,104.85,102.5,103.35,103.75,2603876,2695.26,24511,1210758,46.50,14-Dec-2021
ADANITRANS,BE,1848.8,1885.0,1820.0,1872.7,1812.6,410771,7697.83,7095,-,-,14-Dec-2021
ADFFOODS,EQ,848.1,856.5,829.4,831.4,842.1,10699,89.36,1461,5012,46.85,14-Dec-2021
ADL,BE,49.6,49.7,47.75,47.8,49.4,2470,1.22,22,-,-,14-Dec-2021
ADORWELD,EQ,725.0,726.0,700.1,716.95,715.15,10574,75.5,951,6832,64.61,14-Dec-2021
ADROITINFO,BE,13.6,13.6,13.6,13.6,14.3,241,0.03,11,-,-,14-Dec-2021
ADSL,EQ,114.0,119.4,113.4,117.7,115.8,162994,191.97,2975,100373,61.58,14-Dec-2021
ADVANIHOTR,EQ,77.0,78.9,76.8,77.4,78.9,11027,8.54,172,8314,75.40,14-Dec-2021
ADVENZYMES,EQ,348.0,350.95,342.6,343.85,350.45,57075,197.46,2871,26369,46.20,14-Dec-2021
AEGISCHEM,EQ,234.0,234.0,225.25,226.3,234.55,670176,1526.72,10545,383145,57.17,14-Dec-2021
AFFLE,EQ,1082.0,1109.7,1082.0,1100.85,1078.25,413427,4518.21,30052,221845,53.66,14-Dec-2021
AGARIND,EQ,418.0,435.0,417.95,425.35,417.95,48360,206.29,2974,21123,43.68,14-Dec-2021
AGRITECH,BE,61.9,61.95,60.1,61.3,60.8,1257,0.77,39,-,-,14-Dec-2021
AGROPHOS,EQ,27.05,27.05,25.55,27.05,24.6,389846,104.89,1023,281692,72.26,14-Dec-2021
AHLADA,EQ,138.4,140.0,137.0,138.25,139.15,9678,13.4,238,7251,74.92,14-Dec-2021
AHLEAST,EQ,198.9,198.9,192.1,193.45,196.45,7370,14.33,238,4084,55.41,14-Dec-2021
AHLUCONT,EQ,405.15,413.0,405.15,410.35,404.6,11535,47.24,782,6897,59.79,14-Dec-2021
AIAENG,EQ,1857.05,1861.2,1823.7,1831.0,1864.0,41816,768.76,6004,34355,82.16,14-Dec-2021
AIRAN,EQ,24.6,24.85,23.5,23.7,24.65,147023,35.23,1121,98681,67.12,14-Dec-2021
AIROLAM,EQ,63.85,64.55,61.2,63.5,63.1,9634,6.08,105,7341,76.20,14-Dec-2021
AIRTELPP,E1,368.0,376.05,340.0,355.9,372.75,2070308,7321.45,12534,1266015,61.15,14-Dec-2021
AISL,SM,51.55,51.55,48.05,48.05,49.1,2400,1.2,2,2400,100.00,14-Dec-2021
AJANTPHARM,EQ,2105.05,2159.2,2105.05,2136.55,2149.5,19033,405.94,5049,7633,40.10,14-Dec-2021
AJMERA,EQ,304.9,304.9,290.65,291.7,297.3,14410,42.35,407,10906,75.68,14-Dec-2021
AJOONI,EQ,59.65,60.5,57.85,59.75,59.75,48762,29.02,199,30118,61.77,14-Dec-2021
AJRINFRA,EQ,1.75,1.75,1.75,1.75,1.7,305341,5.34,129,305341,100.00,14-Dec-2021
AKASH,EQ,208.5,209.0,203.0,204.45,207.5,31697,65.37,475,25489,80.41,14-Dec-2021
AKG,EQ,39.1,42.0,37.85,39.3,38.3,131788,53.33,974,49517,37.57,14-Dec-2021
AKSHARCHEM,EQ,452.95,480.0,449.15,476.95,457.3,63988,301.82,2478,39874,62.31,14-Dec-2021
AKSHOPTFBR,EQ,10.8,11.8,10.05,11.8,10.75,3283266,363.47,3962,1754747,53.45,14-Dec-2021
AKZOINDIA,EQ,2063.25,2068.45,2031.0,2039.75,2052.95,104861,2141.37,1114,102854,98.09,14-Dec-2021
ALANKIT,EQ,15.5,15.75,15.4,15.6,15.55,1000103,155.85,1323,408851,40.88,14-Dec-2021
ALBERTDAVD,EQ,601.3,607.9,587.4,595.95,600.05,6376,37.82,486,4094,64.21,14-Dec-2021
ALEMBICLTD,EQ,102.5,102.95,101.6,102.05,102.5,116697,119.46,2925,62067,53.19,14-Dec-2021
ALICON,EQ,973.15,980.0,902.2,912.8,976.55,49019,455.9,4507,29445,60.07,14-Dec-2021
ALKALI,EQ,92.9,92.9,88.9,89.5,92.1,30169,27.25,763,19135,63.43,14-Dec-2021
ALKEM,EQ,3440.0,3485.0,3429.4,3466.45,3440.0,84853,2934.29,7946,53040,62.51,14-Dec-2021
ALKYLAMINE,EQ,3218.0,3239.0,3181.4,3214.75,3218.4,20510,657.46,4889,11365,55.41,14-Dec-2021
ALLCARGO,EQ,357.0,369.0,355.0,364.7,359.75,356333,1302.24,12102,207282,58.17,14-Dec-2021
ALLSEC,EQ,513.15,526.4,513.0,523.75,522.75,10548,55.08,757,6378,60.47,14-Dec-2021
ALMONDZ,EQ,133.7,133.7,121.2,122.35,126.25,19794,24.4,398,13674,69.08,14-Dec-2021
ALOKINDS,EQ,24.9,27.3,24.6,27.0,24.95,66837917,17559.98,67096,21882698,32.74,14-Dec-2021
ALPA,EQ,63.95,65.5,62.7,63.5,63.0,121806,78.11,2601,54861,45.04,14-Dec-2021
ALPHAGEO,EQ,341.0,348.0,336.8,340.95,344.4,6367,21.86,498,4054,63.67,14-Dec-2021
ALPSINDUS,BE,4.0,4.05,3.75,4.05,3.9,359432,14.3,484,-,-,14-Dec-2021
AMARAJABAT,EQ,637.5,640.05,632.0,638.55,637.15,437440,2787.08,16030,192303,43.96,14-Dec-2021
AMBANIORG,SM,94.3,103.95,94.3,95.0,99.1,6000,5.87,3,4000,66.67,14-Dec-2021
AMBER,EQ,3225.0,3305.0,3139.1,3231.3,3234.5,70731,2261.52,12592,25589,36.18,14-Dec-2021
AMBICAAGAR,EQ,20.85,22.9,19.75,20.15,20.85,289118,60.75,1190,138337,47.85,14-Dec-2021
AMBIKCO,EQ,2017.0,2099.85,2004.0,2088.8,2006.75,26347,546.89,4575,13440,51.01,14-Dec-2021
AMBUJACEM,EQ,377.9,380.85,374.0,378.55,379.85,1789446,6754.11,40770,952569,53.23,14-Dec-2021
AMDIND,EQ,34.6,35.9,33.0,34.75,34.6,66010,22.93,368,31452,47.65,14-Dec-2021
AMIORG,EQ,975.0,977.3,948.8,961.55,971.05,141378,1357.21,7034,47115,33.33,14-Dec-2021
AMJLAND,EQ,33.9,33.9,32.8,33.3,33.65,24274,8.09,275,13876,57.16,14-Dec-2021
