SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
20MICRONS,EQ,93.05,94.4,88.7,89.85,93.05,202644,184.61,4756,112301,55.42,21-Nov-2022
21STCENMGM,EQ,22.3,22.5,21.8,22.0,22.2,7111,1.57,61,4435,62.37,21-Nov-2022
3IINFOLTD,EQ,43.55,44.0,42.35,42.5,41.95,947146,407.29,5529,477431,50.41,21-Nov-2022
3MINDIA,EQ,23970.0,23970.0,23311.0,23738.55,24316.05,4007,950.53,2031,1740,43.42,21-Nov-2022
3PLAND,EQ,17.0,17.45,16.55,16.85,17.05,1166,0.2,31,683,58.58,21-Nov-2022
4THDIM,EQ,87.5,89.3,86.1,88.5,87.55,3860,3.41,89,2841,73.60,21-Nov-2022
5PAISA,EQ,318.0,318.0,303.35,307.5,314.55,35617,110.89,1439,24389,68.48,21-Nov-2022
63MOONS,EQ,148.65,150.3,140.55,142.15,148.65,87686,126.42,2764,56238,64.14,21-Nov-2022
667GS2050,GS,96.5,96.5,96.5,96.5,96.75,1,0.0,1,1,100.00,21-Nov-2022
669GS2024,GS,102.3,102.3,102.0,102.0,102.3,200,0.2,2,200,100.00,21-Nov-2022
676GS2061,GS,97.86,97.86,97.86,97.86,93.2,10,0.01,1,10,100.00,21-Nov-2022
699GS2051,GS,98.1,98.1,98.0,98.0,98.5,26,0.03,2,26,100.00,21-Nov-2022
710GS2029,GS,100.85,100.85,99.95,100.76,100.9,290,0.29,6,230,79.31,21-Nov-2022
719GS2060,GS,99.0,100.0,98.5,98.5,103.4,857,0.85,8,857,100.00,21-Nov-2022
726GS2032,GS,102.0,102.0,102.0,102.0,101.65,1000,1.02,1,1000,100.00,21-Nov-2022
736GS2052,GS,100.1,100.1,100.1,100.1,100.25,1000,1.0,1,1000,100.00,21-Nov-2022
738GS2027,GS,104.3,104.3,104.3,104.3,104.37,100,0.1,1,100,100.00,21-Nov-2022
74GS2062,GS,102.0,102.0,101.74,101.74,101.09,6,0.01,4,3,50.00,21-Nov-2022
754GS2036,GS,105.4,105.54,101.8,101.97,105.49,56077,57.37,128,49027,87.43,21-Nov-2022
795GS2032,GS,107.37,107.37,107.37,107.37,107.0,55000,59.05,28,55000,100.00,21-Nov-2022
A2ZINFRA,EQ,10.2,10.7,10.2,10.4,10.35,138684,14.47,401,91643,66.08,21-Nov-2022
AAATECH,SM,72.0,72.0,72.0,72.0,71.25,4500,3.24,1,4500,100.00,21-Nov-2022
AAKASH,EQ,8.6,8.6,8.1,8.1,8.5,678302,55.29,1440,432294,63.73,21-Nov-2022
AAREYDRUGS,EQ,36.35,36.9,35.7,35.9,36.75,24647,8.9,376,18853,76.49,21-Nov-2022
AARON,BE,160.0,160.0,157.0,158.3,159.4,2651,4.21,108,-,-,21-Nov-2022
AARTIDRUGS,EQ,456.0,468.0,456.0,463.95,463.85,65848,305.4,4173,29906,45.42,21-Nov-2022
AARTIIND,EQ,656.7,679.9,655.4,669.35,653.4,1667630,11193.33,42292,237454,14.24,21-Nov-2022
AARTISURF,EQ,717.3,719.45,696.3,699.0,714.3,12654,88.86,1118,9079,71.75,21-Nov-2022
AARVEEDEN,EQ,25.6,25.6,24.5,24.55,24.95,11284,2.79,122,6768,59.98,21-Nov-2022
AARVI,EQ,158.9,159.85,148.1,150.35,156.3,18756,28.48,527,10999,58.64,21-Nov-2022
AAVAS,EQ,1895.85,1940.0,1895.85,1921.9,1895.8,100036,1918.81,25302,59996,59.97,21-Nov-2022
ABAN,EQ,47.4,48.15,45.3,46.75,47.3,115252,53.99,2004,60315,52.33,21-Nov-2022
ABB,EQ,3098.0,3120.0,3055.0,3082.95,3092.65,374330,11548.16,37186,152885,40.84,21-Nov-2022
ABBOTINDIA,EQ,19840.0,19950.0,19362.15,19592.5,19741.25,13838,2713.56,4396,3063,22.13,21-Nov-2022
ABCAPITAL,EQ,124.0,126.75,123.6,126.35,125.0,2093279,2621.03,13124,853198,40.76,21-Nov-2022
ABCOTS,SM,46.5,46.5,45.55,45.55,46.5,8000,3.68,2,8000,100.00,21-Nov-2022
ABFRL,EQ,304.95,312.45,301.7,311.1,305.5,1786529,5486.82,16472,643632,36.03,21-Nov-2022
ABMINTLLTD,BE,67.0,67.0,67.0,67.0,66.9,163,0.11,3,-,-,21-Nov-2022
ABSLAMC,EQ,427.4,429.45,421.0,421.6,427.4,163489,693.82,2207,144389,88.32,21-Nov-2022
ABSLBANETF,EQ,49.99,49.99,42.0,42.31,42.58,6836,2.91,155,3777,55.25,21-Nov-2022
ABSLNN50ET,EQ,44.6,44.6,43.2,43.44,43.71,3283,1.43,108,1437,43.77,21-Nov-2022
ACC,EQ,2452.7,2463.5,2418.95,2456.75,2460.7,433180,10585.54,20421,118305,27.31,21-Nov-2022
ACCELYA,EQ,1526.0,1565.0,1502.35,1537.05,1525.75,34396,527.64,4538,13943,40.54,21-Nov-2022
ACCORD,SM,31.5,32.0,30.0,32.0,30.5,14000,4.38,7,14000,100.00,21-Nov-2022
ACCURACY,EQ,193.7,193.7,188.05,189.75,189.9,33290,63.29,438,29310,88.04,21-Nov-2022
ACE,EQ,324.2,324.4,305.0,311.0,324.2,521971,1642.54,15386,282308,54.08,21-Nov-2022
ACEINTEG,EQ,70.7,70.7,69.95,70.7,67.35,24895,17.6,204,23556,94.62,21-Nov-2022
ACI,EQ,450.0,476.0,440.2,458.15,407.0,22187351,101383.34,333110,12774210,57.57,21-Nov-2022
ADANIENT,EQ,4019.95,4019.95,3921.95,4001.85,4019.8,1492003,59364.9,63301,146294,9.81,21-Nov-2022
ADANIGREEN,EQ,2084.9,2084.9,1993.3,2003.3,2085.4,718527,14559.13,43231,289971,40.36,21-Nov-2022
ADANIPORTS,EQ,885.0,888.0,869.0,871.6,888.9,6108453,53506.44,83301,1869740,30.61,21-Nov-2022
ADANIPOWER,BE,338.0,338.0,330.0,331.2,336.5,854114,2836.21,25583,-,-,21-Nov-2022
ADANITRANS,EQ,3075.0,3109.95,3001.65,3018.7,3116.25,976477,29675.46,39524,493707,50.56,21-Nov-2022
ADFFOODS,EQ,708.3,725.0,702.7,714.4,705.8,12677,90.28,889,8070,63.66,21-Nov-2022
ADL,BE,61.55,62.6,58.75,59.9,61.55,817,0.49,27,-,-,21-Nov-2022
ADORWELD,EQ,840.0,880.6,840.0,864.2,839.8,16481,142.68,2076,10176,61.74,21-Nov-2022
ADROITINFO,EQ,20.65,20.65,19.65,19.8,20.65,23096,4.65,261,17789,77.02,21-Nov-2022
ADSL,EQ,103.25,111.0,101.55,105.8,102.75,278758,298.0,5580,94977,34.07,21-Nov-2022
ADVANIHOTR,EQ,80.05,82.0,78.45,79.35,80.05,34530,27.67,697,20693,59.93,21-Nov-2022
ADVENZYMES,EQ,279.0,280.5,271.0,272.8,279.15,61508,168.01,3250,41336,67.20,21-Nov-2022
AEGISCHEM,EQ,313.0,320.7,312.8,318.65,314.85,279356,886.72,12087,130730,46.80,21-Nov-2022
AETHER,EQ,976.0,995.0,902.0,921.2,978.4,166484,1552.46,10987,101757,61.12,21-Nov-2022
AFFLE,EQ,1293.4,1300.0,1253.25,1260.35,1286.95,211875,2694.31,14184,76020,35.88,21-Nov-2022
AGARIND,EQ,616.3,645.0,610.3,638.5,616.3,79901,504.81,7816,30894,38.67,21-Nov-2022
AGI,EQ,303.2,304.95,285.1,286.95,303.2,222644,650.08,9895,103997,46.71,21-Nov-2022
AGNI,SM,24.6,25.85,24.6,24.6,25.85,60000,15.03,5,40000,66.67,21-Nov-2022
AGRITECH,EQ,95.85,95.85,92.2,93.55,95.85,2368,2.22,131,1531,64.65,21-Nov-2022
AGROPHOS,EQ,38.0,39.5,37.55,37.9,37.35,61512,23.44,547,31607,51.38,21-Nov-2022
AGSTRA,EQ,75.4,76.75,74.55,74.7,75.4,119488,89.94,1820,71930,60.20,21-Nov-2022
AHLADA,BE,103.0,105.0,99.85,103.5,103.75,4356,4.41,49,-,-,21-Nov-2022
AHLEAST,BE,117.0,118.7,113.05,113.55,115.85,5357,6.12,95,-,-,21-Nov-2022
AHLUCONT,EQ,439.9,452.0,430.0,443.45,432.35,133529,590.11,4928,34094,25.53,21-Nov-2022
AIAENG,EQ,2676.3,2790.0,2662.55,2703.8,2659.05,86486,2352.82,17853,28469,32.92,21-Nov-2022
AILIMITED,SM,31.3,31.4,28.5,28.5,29.95,30000,8.84,10,24000,80.00,21-Nov-2022
AIRAN,EQ,17.05,17.25,16.85,16.95,17.2,105089,17.87,682,73988,70.41,21-Nov-2022
AIROLAM,EQ,85.15,87.0,79.65,80.05,87.3,66645,54.58,1529,38074,57.13,21-Nov-2022
AIRTELPP,E1,462.0,475.05,457.4,474.7,462.0,85401,401.52,1340,57923,67.82,21-Nov-2022
AJANTPHARM,EQ,1246.95,1247.95,1224.0,1229.25,1246.95,132108,1631.17,5306,119301,90.31,21-Nov-2022
