,SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
0,20MICRONS,EQ,64.0,67.15,64.0,65.35,66.95,40963,26.71,873,24707,60.32,20-Mar-2023
1,21STCENMGM,EQ,17.55,17.9,17.35,17.9,17.55,2524,0.45,38,2514,99.60,20-Mar-2023
2,360ONE,EQ,425.0,440.0,415.0,417.95,424.4,118805,497.68,7937,74726,62.90,20-Mar-2023
3,3IINFOLTD,EQ,30.5,30.6,30.1,30.35,30.5,458391,138.66,2965,327083,71.35,20-Mar-2023
4,3MINDIA,EQ,23198.0,23198.0,22125.0,22916.4,22936.35,7292,1672.29,3242,3145,43.13,20-Mar-2023
5,3PLAND,EQ,20.55,22.1,20.25,20.45,21.1,20292,4.32,455,10448,51.49,20-Mar-2023
6,426GS2023,GS,100.9,100.9,100.65,100.65,100.85,98,0.1,4,98,100.00,20-Mar-2023
7,4THDIM,BE,40.95,40.95,40.95,40.95,41.75,3362,1.38,65,-,-,20-Mar-2023
8,515GS2025,GS,95.5,95.5,95.5,95.5,94.46,6,0.01,1,6,100.00,20-Mar-2023
9,574GS2026,GS,96.5,96.5,96.1,96.1,96.85,600,0.58,2,600,100.00,20-Mar-2023
10,5PAISA,EQ,291.55,294.95,280.0,283.6,291.5,19494,55.75,1062,10410,53.40,20-Mar-2023
11,618GS2024,GS,100.25,101.25,100.25,101.0,99.75,961,0.97,4,641,66.70,20-Mar-2023
12,63MOONS,EQ,168.8,168.8,163.85,166.9,168.85,119670,198.53,5157,24577,20.54,20-Mar-2023
13,667GS2050,GS,91.1,94.49,91.1,94.49,93.9,15,0.01,5,11,73.33,20-Mar-2023
14,676GS2061,GS,94.0,94.0,94.0,94.0,95.75,693,0.65,3,693,100.00,20-Mar-2023
15,695GS2061,GS,97.45,97.45,96.25,96.48,97.5,26000,25.06,10,26000,100.00,20-Mar-2023
16,699GS2051,GS,99.76,99.76,99.76,99.76,95.01,2,0.0,2,1,50.00,20-Mar-2023
17,716GS2050,GS,100.0,100.0,100.0,100.0,101.0,320,0.32,2,320,100.00,20-Mar-2023
18,726GS2032,GS,100.25,100.45,100.2,100.2,100.41,6740,6.76,13,6540,97.03,20-Mar-2023
19,726GS2033,GS,100.6,100.6,100.6,100.6,100.0,3768,3.79,1,3768,100.00,20-Mar-2023
20,736GS2052,GS,101.75,101.75,101.75,101.75,101.85,400,0.41,1,400,100.00,20-Mar-2023
21,738GS2027,GS,103.0,103.0,102.61,102.84,102.61,20775,21.36,27,20775,100.00,20-Mar-2023
22,741GS2036,GS,102.0,102.0,102.0,102.0,101.9,5000,5.1,1,5000,100.00,20-Mar-2023
23,74GS2062,GS,100.6,101.99,100.6,101.3,102.0,897,0.91,5,893,99.55,20-Mar-2023
24,754GS2036,GS,103.79,103.94,103.75,103.79,103.65,88786,92.2,71,82786,93.24,20-Mar-2023
25,757GS2033,GS,105.0,105.0,105.0,105.0,100.05,300,0.32,1,300,100.00,20-Mar-2023
26,768GS2023,GS,102.5,102.5,102.1,102.1,102.01,201,0.21,3,101,50.25,20-Mar-2023
27,824GS2027,GS,106.0,106.5,106.0,106.5,109.89,112,0.12,2,112,100.00,20-Mar-2023
28,A2ZINFRA,EQ,6.9,6.9,6.35,6.55,6.65,719505,46.98,413,672749,93.50,20-Mar-2023
29,AAATECH,EQ,52.3,52.95,50.1,50.65,52.0,16918,8.7,284,14357,84.86,20-Mar-2023
30,AAKASH,EQ,6.6,6.85,6.6,6.65,6.65,130469,8.68,463,82720,63.40,20-Mar-2023
31,AAREYDRUGS,EQ,26.2,26.5,24.65,24.8,26.25,83853,21.33,697,49084,58.54,20-Mar-2023
32,AARON,EQ,180.9,183.5,178.2,179.6,183.05,7853,14.15,560,4951,63.05,20-Mar-2023
