,SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
0,20MICRONS,EQ,66.55,68.6,66.05,68.1,66.2,114520,77.27,1390,92266,80.57,22-Mar-2023
1,21STCENMGM,EQ,18.6,18.6,18.6,18.6,18.25,1625,0.3,11,1625,100.00,22-Mar-2023
2,360ONE,EQ,401.0,435.0,398.05,428.7,401.45,402438,1705.22,13329,155009,38.52,22-Mar-2023
3,3IINFOLTD,EQ,30.7,31.05,29.8,30.1,30.35,548076,165.51,2987,339026,61.86,22-Mar-2023
4,3MINDIA,EQ,22890.0,22899.85,22200.0,22350.75,22733.0,1807,406.72,1204,728,40.29,22-Mar-2023
5,3PLAND,EQ,20.0,20.55,19.65,20.45,20.0,3720,0.75,228,2377,63.90,22-Mar-2023
6,4THDIM,BE,39.35,39.35,39.35,39.35,40.15,1481,0.58,43,-,-,22-Mar-2023
7,563GS2026,GS,99.0,99.0,99.0,99.0,96.8,6,0.01,1,6,100.00,22-Mar-2023
8,5PAISA,EQ,290.95,290.95,281.15,284.9,286.75,22414,64.18,1012,13167,58.74,22-Mar-2023
9,63MOONS,EQ,166.0,172.8,165.65,166.55,165.6,121918,206.33,3967,34474,28.28,22-Mar-2023
10,664GS2035,GS,96.0,96.0,96.0,96.0,97.0,200,0.19,1,200,100.00,22-Mar-2023
11,667GS2050,GS,94.55,94.55,94.55,94.55,94.44,484,0.46,6,484,100.00,22-Mar-2023
12,669GS2024,GS,100.5,101.0,100.0,101.0,100.5,3650,3.67,9,2700,73.97,22-Mar-2023
13,676GS2061,GS,94.0,94.5,94.0,94.5,94.0,1153,1.08,2,1153,100.00,22-Mar-2023
14,68GS2060,GS,95.0,95.1,95.0,95.1,95.0,201100,191.05,90,201100,100.00,22-Mar-2023
15,695GS2061,GS,96.99,96.99,96.69,96.69,96.25,1200,1.16,2,1200,100.00,22-Mar-2023
16,699GS2051,GS,97.6,99.0,97.6,99.0,97.0,2,0.0,2,1,50.00,22-Mar-2023
17,710GS2029,GS,102.14,102.14,102.14,102.14,102.14,5,0.01,1,5,100.00,22-Mar-2023
18,719GS2060,GS,102.55,102.55,102.55,102.55,105.55,200,0.21,1,200,100.00,22-Mar-2023
19,726GS2032,GS,101.0,101.15,100.8,101.09,100.2,22745,22.97,29,22745,100.00,22-Mar-2023
