,SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
0,20MICRONS,BE,174.0,178.85,170.05,178.7,170.35,126035,222.63,712,-,-,23-Nov-2023
1,21STCENMGM,EQ,22.1,22.1,21.75,22.1,21.7,33346,7.35,117,26148,78.41,23-Nov-2023
2,360ONE,EQ,541.95,547.35,534.3,540.3,540.0,232403,1255.54,16817,138581,59.63,23-Nov-2023
3,3IINFOLTD,EQ,42.45,49.8,42.05,48.45,42.0,28420390,13417.14,62767,6971992,24.53,23-Nov-2023
4,3MINDIA,EQ,30900.0,31101.0,30573.0,30721.55,30728.25,1250,385.13,722,506,40.48,23-Nov-2023
5,3PLAND,EQ,29.05,30.45,28.6,29.5,29.3,40665,11.97,1563,15409,37.89,23-Nov-2023
6,456GS2023,GS,100.32,100.35,100.32,100.35,99.99,2500,2.51,4,2000,80.00,23-Nov-2023
7,515GS2025,GS,96.13,96.13,96.0,96.0,96.0,101,0.1,3,101,100.00,23-Nov-2023
8,574GS2026,GS,97.0,97.0,97.0,97.0,96.3,1252,1.21,6,1252,100.00,23-Nov-2023
9,5PAISA,EQ,462.7,462.7,453.05,454.6,451.4,59877,273.28,4973,22840,38.14,23-Nov-2023
10,618GS2024,GS,99.34,102.0,99.34,102.0,102.0,3,0.0,3,3,100.00,23-Nov-2023
11,63MOONS,EQ,423.25,423.25,393.0,423.25,403.1,734568,3065.03,12455,343318,46.74,23-Nov-2023
12,654GS2032,GS,97.4,97.4,97.4,97.4,97.4,4,0.0,2,4,100.00,23-Nov-2023
13,667GS2035,GS,96.33,97.78,96.33,97.78,98.8,4,0.0,2,2,50.00,23-Nov-2023
14,669GS2024,GS,102.22,102.8,102.22,102.8,102.34,6423,6.6,8,6423,100.00,23-Nov-2023
15,676GS2061,GS,96.78,96.78,96.78,96.78,94.0,420,0.41,2,420,100.00,23-Nov-2023
16,68GS2060,GS,95.52,95.52,95.52,95.52,96.0,261,0.25,1,261,100.00,23-Nov-2023
17,695GS2061,GS,98.75,99.1,98.75,99.1,98.7,1104,1.09,6,1104,100.00,23-Nov-2023
18,699GS2051,GS,98.0,98.0,98.0,98.0,98.0,494,0.48,3,494,100.00,23-Nov-2023
19,706GS2028,GS,100.0,100.25,100.0,100.2,100.19,21279,21.32,11,21278,100.00,23-Nov-2023
20,706GS2046,GS,96.0,96.8,96.0,96.1,100.0,400,0.38,3,200,50.00,23-Nov-2023
21,710GS2029,GS,99.73,100.47,99.73,100.41,100.34,5101,5.1,12,4600,90.18,23-Nov-2023
22,717GS2030,GS,102.5,102.5,100.01,100.01,102.5,41,0.04,2,41,100.00,23-Nov-2023
23,718GS2037,GS,101.74,101.75,101.74,101.75,101.75,2,0.0,2,1,50.00,23-Nov-2023
24,725GS2063,GS,101.77,102.5,101.77,101.9,101.74,329300,335.63,23,129300,39.27,23-Nov-2023
25,726GS2032,GS,101.3,101.6,101.3,101.6,101.93,2974,3.02,16,2974,100.00,23-Nov-2023
26,732GS2030,GS,100.7,100.7,100.5,100.7,100.7,3495,3.52,9,3495,100.00,23-Nov-2023
27,736GS2052,GS,101.7,101.7,100.3,101.14,101.59,59893,60.8,19,59862,99.95,23-Nov-2023
28,737GS2028,GS,101.0,102.0,101.0,102.0,101.0,900,0.92,6,900,100.00,23-Nov-2023
29,738GS2027,GS,103.41,103.65,103.41,103.65,103.6,27343,28.34,18,26693,97.62,23-Nov-2023
30,73GS2053,GS,101.65,101.8,101.25,101.8,102.0,12220,12.42,19,12220,100.00,23-Nov-2023
