,SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
0,1018GS2026,GS,114.4,114.4,114.4,114.4,110.0,1,0.0,1,1,100.00,28-Apr-2023
1,20MICRONS,EQ,83.6,84.6,82.6,83.55,82.75,55895,46.73,1263,30016,53.70,28-Apr-2023
2,21STCENMGM,EQ,18.6,18.6,18.3,18.6,18.6,1854,0.34,35,1849,99.73,28-Apr-2023
3,360ONE,EQ,417.0,420.9,412.0,419.85,415.45,323783,1349.21,4714,290443,89.70,28-Apr-2023
4,3IINFOLTD,EQ,32.9,33.25,32.65,32.85,32.75,337783,111.17,2231,240627,71.24,28-Apr-2023
5,3MINDIA,EQ,22600.1,22679.95,22296.2,22548.2,22611.75,2270,510.91,1098,820,36.12,28-Apr-2023
6,3PLAND,EQ,23.8,24.3,23.5,23.9,23.85,5559,1.34,137,3986,71.70,28-Apr-2023
7,4THDIM,BE,25.0,25.0,25.0,25.0,25.5,5346,1.34,37,-,-,28-Apr-2023
8,522GS2025,GS,100.0,100.0,100.0,100.0,100.0,20,0.02,2,20,100.00,28-Apr-2023
9,5PAISA,EQ,301.0,312.9,301.0,307.95,298.35,64418,197.82,2628,36035,55.94,28-Apr-2023
10,618GS2024,GS,101.65,101.65,101.65,101.65,101.6,100,0.1,1,100,100.00,28-Apr-2023
11,63MOONS,EQ,169.95,171.45,168.0,170.4,168.65,56280,95.71,2150,27159,48.26,28-Apr-2023
12,667GS2035,GS,97.25,97.5,97.25,97.5,97.89,3603,3.51,5,3603,100.00,28-Apr-2023
13,667GS2050,GS,95.45,95.6,95.3,95.6,95.49,5300,5.06,8,5300,100.00,28-Apr-2023
14,669GS2024,GS,101.43,101.65,101.43,101.65,102.18,200,0.2,2,200,100.00,28-Apr-2023
15,68GS2060,GS,96.84,96.85,96.8,96.8,96.0,1810,1.75,4,1810,100.00,28-Apr-2023
16,699GS2026,GS,100.0,100.25,100.0,100.25,100.03,1000,1.0,2,1000,100.00,28-Apr-2023
17,699GS2051,GS,99.5,99.5,99.5,99.5,99.42,1,0.0,1,1,100.00,28-Apr-2023
18,706GS2028,GS,100.45,100.65,100.3,100.65,100.5,18300,18.39,12,18300,100.00,28-Apr-2023
19,710GS2029,GS,100.9,100.9,100.85,100.85,100.83,9039,9.12,10,9039,100.00,28-Apr-2023
20,717GS2030,GS,100.5,100.5,100.43,100.43,101.0,200,0.2,2,200,100.00,28-Apr-2023
21,726GS2032,GS,102.48,102.48,102.26,102.27,102.07,11900,12.19,7,11000,92.44,28-Apr-2023
22,726GS2033,GS,102.85,102.85,102.85,102.85,102.25,2000,2.06,1,2000,100.00,28-Apr-2023
23,732GS2024,GS,101.08,101.09,101.08,101.09,101.84,200,0.2,3,200,100.00,28-Apr-2023
24,736GS2052,GS,102.47,102.47,102.0,102.01,102.42,2393,2.45,7,2380,99.46,28-Apr-2023
25,738GS2027,GS,104.25,104.39,104.2,104.3,104.29,48834,50.95,23,48834,100.00,28-Apr-2023
26,741GS2036,GS,104.0,105.0,104.0,104.75,104.8,22350,23.44,15,22350,100.00,28-Apr-2023
27,74GS2062,GS,101.5,102.75,101.5,102.75,101.76,2620,2.67,7,2595,99.05,28-Apr-2023
28,754GS2036,GS,106.0,106.25,105.9,106.15,105.98,323987,343.89,235,317887,98.12,28-Apr-2023
29,824GS2027,GS,105.01,105.01,105.01,105.01,105.0,100,0.11,1,100,100.00,28-Apr-2023
30,883GS2041,GS,120.0,120.0,120.0,120.0,116.75,10000,12.0,1,10000,100.00,28-Apr-2023
31,92GS2030,GS,112.5,112.5,112.5,112.5,114.99,11000,12.38,18,11000,100.00,28-Apr-2023
32,A2ZINFRA,EQ,6.7,6.7,6.35,6.5,6.55,258646,16.74,422,173544,67.10,28-Apr-2023
33,AAATECH,EQ,56.8,59.9,56.75,58.25,56.15,29160,16.95,465,21755,74.61,28-Apr-2023
34,AAKASH,EQ,6.65,6.65,6.3,6.4,6.5,302611,19.45,558,209570,69.25,28-Apr-2023
35,AAREYDRUGS,EQ,27.9,27.9,27.1,27.35,27.55,30728,8.43,279,16448,53.53,28-Apr-2023
