,SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
0,20MICRONS,EQ,70.2,71.0,67.6,68.55,70.2,117807,80.9,2641,73867,62.70,22-Feb-2023
1,21STCENMGM,EQ,17.75,18.1,17.4,17.4,17.75,2871,0.5,40,2871,100.00,22-Feb-2023
2,360ONE,EQ,1805.0,1810.0,1770.0,1785.25,1812.95,92217,1657.33,6645,66642,72.27,22-Feb-2023
3,3IINFOLTD,EQ,35.65,35.65,35.15,35.25,35.65,353827,124.85,1871,270058,76.32,22-Feb-2023
4,3MINDIA,EQ,22348.0,22348.0,21700.0,21809.0,22212.35,2414,530.25,1407,959,39.73,22-Feb-2023
5,3PLAND,EQ,21.45,21.6,20.3,20.35,21.35,13066,2.7,199,10611,81.21,22-Feb-2023
6,3RDROCK,IT,61.2,61.2,61.2,61.2,64.6,5200,3.18,1,5200,100.00,22-Feb-2023
7,4THDIM,BE,35.0,35.45,34.95,35.05,34.8,402091,141.97,1118,-,-,22-Feb-2023
8,574GS2026,GS,95.0,96.2,95.0,96.01,96.49,20100,19.22,7,15100,75.12,22-Feb-2023
9,579GS2030,GS,92.75,92.75,92.75,92.75,92.75,100,0.09,1,100,100.00,22-Feb-2023
10,5PAISA,EQ,286.1,289.6,284.55,286.2,285.6,11135,31.9,404,6950,62.42,22-Feb-2023
11,63MOONS,EQ,196.35,205.9,192.2,193.55,197.05,475367,945.29,10216,86476,18.19,22-Feb-2023
12,667GS2050,GS,93.0,94.5,93.0,94.5,95.0,2551,2.37,7,2551,100.00,22-Feb-2023
13,689GS2025,GS,100.25,100.25,100.25,100.25,100.3,21255,21.31,2,21255,100.00,22-Feb-2023
14,699GS2051,GS,97.0,97.0,97.0,97.0,97.0,304,0.29,4,304,100.00,22-Feb-2023
15,710GS2029,GS,100.55,101.05,100.55,101.02,101.71,7325,7.4,5,7325,100.00,22-Feb-2023
16,726GS2032,GS,100.0,100.0,99.2,99.6,102.9,5285,5.27,28,5285,100.00,22-Feb-2023
17,726GS2033,GS,99.74,99.74,99.74,99.74,99.59,55,0.05,2,55,100.00,22-Feb-2023
18,736GS2052,GS,102.15,102.15,102.15,102.15,102.8,20,0.02,1,20,100.00,22-Feb-2023
19,738GS2027,GS,101.69,101.69,101.1,101.54,101.45,25580,25.95,35,25100,98.12,22-Feb-2023
20,741GS2036,GS,101.35,101.5,101.3,101.3,101.35,29050,29.47,8,29050,100.00,22-Feb-2023
21,74GS2062,GS,102.5,103.39,102.05,103.39,102.05,4600,4.7,9,4549,98.89,22-Feb-2023
22,754GS2036,GS,102.92,102.94,102.74,102.76,102.96,368550,379.07,162,368448,99.97,22-Feb-2023
23,795GS2032,GS,109.0,109.1,109.0,109.1,108.4,2,0.0,2,0,0.00,22-Feb-2023
24,82GS2025,GS,106.1,106.2,106.1,106.2,106.2,2,0.0,2,0,0.00,22-Feb-2023
25,92GS2030,GS,114.25,114.25,113.9,113.9,114.25,2000,2.28,4,2000,100.00,22-Feb-2023
26,A2ZINFRA,EQ,8.05,8.05,7.55,7.6,7.9,145545,11.14,575,112850,77.54,22-Feb-2023
27,AAATECH,EQ,58.0,58.65,56.25,57.3,58.0,13766,7.89,247,11799,85.71,22-Feb-2023
28,AAKASH,EQ,6.65,7.15,6.6,6.75,6.85,577394,39.11,1039,376083,65.13,22-Feb-2023
29,AAREYDRUGS,EQ,29.75,30.0,28.25,29.15,30.15,52231,15.25,578,37700,72.18,22-Feb-2023
30,AARON,EQ,203.95,208.3,196.55,207.85,189.4,155725,319.19,5024,42870,27.53,22-Feb-2023
31,AARTIDRUGS,EQ,362.55,373.5,361.2,364.2,362.9,125537,460.63,8176,41723,33.24,22-Feb-2023
32,AARTIIND,EQ,530.0,531.05,516.0,525.85,534.8,736580,3852.12,23391,245581,33.34,22-Feb-2023
33,AARTIPHARM,EQ,311.85,313.0,302.7,305.5,310.8,211511,648.52,9543,130462,61.68,22-Feb-2023
34,AARTISURF,EQ,525.25,529.8,520.0,521.15,530.2,4286,22.45,549,2466,57.54,22-Feb-2023
35,AARTISURF,P1,167.7,167.9,167.7,167.7,167.7,251,0.42,4,250,99.60,22-Feb-2023
36,AARVEEDEN,EQ,23.05,23.6,21.35,21.95,22.8,8702,1.93,292,6782,77.94,22-Feb-2023
37,AARVI,EQ,122.65,122.65,119.0,120.1,119.8,22107,26.72,467,13615,61.59,22-Feb-2023
38,AAVAS,EQ,1902.0,1915.0,1848.9,1905.85,1900.8,103898,1948.73,21023,51116,49.20,22-Feb-2023
39,ABAN,EQ,41.25,41.7,40.65,41.05,41.65,64407,26.45,1164,37117,57.63,22-Feb-2023
40,ABB,EQ,3169.95,3188.9,3129.3,3172.8,3169.4,218407,6902.14,20954,85932,39.34,22-Feb-2023
41,ABBOTINDIA,EQ,20005.1,20298.95,19968.1,20216.2,20029.15,9198,1859.33,3866,3495,38.00,22-Feb-2023
42,ABCAPITAL,EQ,142.5,143.15,138.65,139.1,143.05,1617711,2269.7,14278,585806,36.21,22-Feb-2023
43,ABFRL,EQ,245.0,246.9,233.05,234.4,246.6,4905914,11628.85,58804,1690028,34.45,22-Feb-2023
44,ABMINTLLTD,BE,36.25,38.0,34.5,34.5,36.25,391,0.15,17,-,-,22-Feb-2023
45,ABSLAMC,EQ,399.85,399.85,395.35,395.75,399.85,24128,95.76,2009,17517,72.60,22-Feb-2023
46,ABSLBANETF,EQ,41.09,41.09,40.02,40.12,40.78,9752,3.93,370,5833,59.81,22-Feb-2023
47,ABSLNN50ET,EQ,39.95,40.49,38.73,39.74,39.51,6010,2.35,249,4135,68.80,22-Feb-2023
48,ACC,EQ,1825.0,1827.0,1719.8,1752.2,1828.4,1237245,21727.34,58209,294905,23.84,22-Feb-2023
49,ACCELYA,EQ,1160.0,1185.0,1151.0,1159.2,1175.75,29344,344.16,3351,14148,48.21,22-Feb-2023
50,ACCURACY,EQ,17.25,17.9,15.25,16.9,17.15,119624,19.75,933,63951,53.46,22-Feb-2023
51,ACE,EQ,368.95,380.75,365.0,366.95,373.1,406652,1513.56,12890,136452,33.55,22-Feb-2023
52,ACEINTEG,EQ,51.85,63.5,51.85,60.6,53.2,137470,82.71,2373,32961,23.98,22-Feb-2023
53,ACI,EQ,611.1,632.95,611.1,624.8,621.4,408904,2559.31,13550,276024,67.50,22-Feb-2023
54,ADANIENT,EQ,1535.0,1560.0,1381.2,1404.85,1571.1,10606476,152661.86,509088,2007644,18.93,22-Feb-2023
55,ADANIGREEN,EQ,545.0,548.0,539.05,539.05,567.4,861922,4655.29,19093,363125,42.13,22-Feb-2023
56,ADANIPORTS,EQ,583.5,583.55,540.0,547.1,583.2,10994235,61442.7,193991,2368962,21.55,22-Feb-2023
