,SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
0,20MICRONS,EQ,69.5,70.05,67.55,68.3,69.15,64177,44.17,1711,39267,61.19,24-Feb-2023
1,21STCENMGM,EQ,17.1,17.35,16.7,17.35,17.05,4460,0.76,70,2853,63.97,24-Feb-2023
2,360ONE,EQ,1800.0,1800.0,1763.55,1776.7,1785.55,70704,1263.59,4887,56041,79.26,24-Feb-2023
3,3IINFOLTD,EQ,34.85,35.1,34.05,34.2,34.65,245263,84.22,1934,143326,58.44,24-Feb-2023
4,3MINDIA,EQ,22290.0,22550.0,21700.05,21853.65,22091.15,4986,1102.75,2610,1844,36.98,24-Feb-2023
5,3PLAND,EQ,20.7,21.05,20.45,21.05,20.05,5269,1.11,62,4445,84.36,24-Feb-2023
6,4THDIM,BE,36.0,36.4,35.8,36.35,35.7,299892,108.97,907,-,-,24-Feb-2023
7,5PAISA,EQ,281.85,286.95,281.0,282.2,285.9,12791,36.28,746,7406,57.90,24-Feb-2023
8,63MOONS,EQ,196.0,201.25,188.4,190.4,194.7,1221732,2384.02,24219,89345,7.31,24-Feb-2023
9,667GS2050,GS,94.5,94.5,94.0,94.0,94.0,12,0.01,2,12,100.00,24-Feb-2023
10,669GS2024,GS,100.75,100.75,100.2,100.2,99.0,5001,5.01,2,5001,100.00,24-Feb-2023
11,689GS2025,GS,100.0,100.0,100.0,100.0,100.35,300,0.3,1,300,100.00,24-Feb-2023
12,695GS2061,GS,96.5,96.5,95.0,95.0,95.0,6100,5.81,20,5100,83.61,24-Feb-2023
13,699GS2051,GS,97.0,101.85,97.0,100.0,97.0,102,0.1,3,101,99.02,24-Feb-2023
14,710GS2029,GS,101.51,101.51,100.82,101.02,101.02,5840,5.9,11,5160,88.36,24-Feb-2023
15,726GS2032,GS,100.0,100.0,100.0,100.0,100.0,1400,1.4,2,1400,100.00,24-Feb-2023
16,726GS2033,GS,99.69,99.69,99.44,99.69,99.5,12133,12.09,13,12083,99.59,24-Feb-2023
17,736GS2052,GS,102.2,102.9,102.2,102.9,102.6,1100,1.13,2,1100,100.00,24-Feb-2023
18,738GS2027,GS,101.52,101.82,101.5,101.79,101.4,72372,73.64,35,72368,99.99,24-Feb-2023
