,SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
0,20MICRONS,EQ,98.8,101.45,92.15,93.4,97.85,459444,441.46,6454,186436,40.58,26-May-2023
1,21STCENMGM,EQ,18.1,18.7,18.1,18.45,18.45,15147,2.74,50,14846,98.01,26-May-2023
2,360ONE,EQ,415.8,419.3,413.2,416.2,415.75,141289,587.7,6015,88812,62.86,26-May-2023
3,3IINFOLTD,EQ,31.25,31.75,31.15,31.45,31.2,265161,83.32,1979,162968,61.46,26-May-2023
4,3MINDIA,EQ,23962.0,24600.0,23823.85,24216.55,23962.05,3086,749.59,1693,1534,49.71,26-May-2023
5,3PLAND,EQ,22.3,22.75,21.3,22.4,21.85,16828,3.72,178,10812,64.25,26-May-2023
6,4THDIM,BE,21.2,21.2,21.2,21.2,21.6,5500,1.17,61,-,-,26-May-2023
7,515GS2025,GS,98.16,98.16,98.16,98.16,97.98,100,0.1,1,100,100.00,26-May-2023
8,5PAISA,EQ,320.0,363.9,319.95,342.8,310.7,1561438,5427.72,36807,248003,15.88,26-May-2023
9,619GS2034,GS,96.6,96.6,96.6,96.6,96.6,5,0.0,1,5,100.00,26-May-2023
10,63MOONS,EQ,164.85,168.7,162.35,163.05,163.95,189924,313.2,5079,98381,51.80,26-May-2023
11,667GS2035,GS,97.93,99.0,97.92,98.75,99.0,4601,4.54,5,4600,99.98,26-May-2023
12,667GS2050,GS,97.0,97.0,96.8,97.0,97.0,1200,1.16,10,1200,100.00,26-May-2023
13,669GS2024,GS,102.8,102.8,102.8,102.8,102.8,4,0.0,1,4,100.00,26-May-2023
14,676GS2061,GS,97.5,98.95,97.5,98.95,98.0,601,0.59,4,601,100.00,26-May-2023
15,68GS2060,GS,99.99,99.99,99.0,99.0,99.95,2165,2.16,3,2165,100.00,26-May-2023
16,695GS2061,GS,100.0,101.99,100.0,101.99,101.99,5705,5.76,10,5705,100.00,26-May-2023
17,699GS2026,GS,100.5,100.5,100.5,100.5,100.6,1000,1.01,1,1000,100.00,26-May-2023
18,699GS2051,GS,101.01,101.39,101.01,101.09,101.4,11840,11.97,14,10248,86.55,26-May-2023
19,706GS2028,GS,101.6,101.75,101.5,101.74,101.36,7915,8.05,4,7915,100.00,26-May-2023
20,710GS2029,GS,101.55,101.7,101.5,101.54,101.38,34800,35.35,16,32800,94.25,26-May-2023
21,716GS2050,GS,101.0,101.0,100.8,100.8,100.8,287,0.29,2,287,100.00,26-May-2023
