,SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
0,1018GS2026,GS,121.0,121.0,121.0,121.0,121.0,500,0.61,1,500,100.00,14-Feb-2023
1,20MICRONS,EQ,76.5,76.9,74.5,75.25,76.55,68154,51.26,1544,40006,58.70,14-Feb-2023
2,21STCENMGM,EQ,20.3,20.3,19.55,19.55,19.95,1781,0.35,44,1781,100.00,14-Feb-2023
3,360ONE,EQ,1869.0,1869.0,1805.6,1837.1,1852.7,20161,372.67,3462,10837,53.75,14-Feb-2023
4,3IINFOLTD,EQ,36.3,36.3,35.45,35.55,36.1,276306,98.87,2443,179312,64.90,14-Feb-2023
5,3MINDIA,EQ,22999.0,22999.0,22251.0,22376.35,22956.95,3087,695.42,1446,1675,54.26,14-Feb-2023
6,3PLAND,EQ,22.15,22.15,21.2,22.15,21.1,45838,10.09,330,39316,85.77,14-Feb-2023
7,4THDIM,BE,31.9,31.95,31.4,31.95,31.35,332816,106.22,757,-,-,14-Feb-2023
8,515GS2025,GS,97.0,97.0,97.0,97.0,97.0,7800,7.57,1,7800,100.00,14-Feb-2023
9,563GS2026,GS,96.0,96.0,96.0,96.0,97.0,26000,24.96,3,26000,100.00,14-Feb-2023
10,574GS2026,GS,96.49,96.49,96.49,96.49,96.49,300,0.29,1,300,100.00,14-Feb-2023
11,5PAISA,EQ,293.0,296.85,283.0,285.8,292.4,19102,55.01,916,10450,54.71,14-Feb-2023
12,63MOONS,EQ,208.0,219.9,207.6,213.1,207.5,742375,1594.25,12270,220245,29.67,14-Feb-2023
13,654GS2032,GS,95.5,95.5,95.5,95.5,95.83,100,0.1,1,100,100.00,14-Feb-2023
14,667GS2035,GS,96.5,96.5,96.35,96.35,96.5,327,0.32,5,327,100.00,14-Feb-2023
15,667GS2050,GS,93.49,93.49,92.3,92.94,95.0,2256,2.09,16,2131,94.46,14-Feb-2023
16,669GS2024,GS,100.0,100.0,99.95,99.95,100.0,300,0.3,2,300,100.00,14-Feb-2023
17,676GS2061,GS,95.0,95.0,95.0,95.0,95.0,94,0.09,3,94,100.00,14-Feb-2023
18,689GS2025,GS,100.39,100.39,100.39,100.39,100.2,100,0.1,1,100,100.00,14-Feb-2023
19,695GS2061,GS,95.6,95.6,95.0,95.0,95.0,2000,1.91,5,2000,100.00,14-Feb-2023
20,699GS2051,GS,97.25,97.25,97.25,97.25,97.31,1,0.0,1,1,100.00,14-Feb-2023
21,710GS2029,GS,101.0,101.3,99.5,101.29,101.0,42000,42.51,13,41000,97.62,14-Feb-2023
22,716GS2050,GS,101.0,101.0,101.0,101.0,101.0,101,0.1,1,101,100.00,14-Feb-2023
23,726GS2032,GS,102.75,102.75,102.75,102.75,102.87,2000,2.06,1,2000,100.00,14-Feb-2023
24,726GS2033,GS,100.1,100.1,100.0,100.0,100.0,20,0.02,2,20,100.00,14-Feb-2023
25,732GS2024,GS,101.25,101.25,101.25,101.25,106.0,3419,3.46,1,3419,100.00,14-Feb-2023
26,736GS2052,GS,102.0,102.4,101.55,101.55,102.5,13125,13.38,7,13125,100.00,14-Feb-2023
27,738GS2027,GS,101.71,101.75,101.59,101.64,101.7,28899,29.37,42,28889,99.97,14-Feb-2023
28,741GS2036,GS,101.34,101.34,100.05,101.05,101.34,11955,12.09,10,11565,96.74,14-Feb-2023
29,74GS2062,GS,103.0,103.0,102.01,102.01,103.0,501,0.51,2,501,100.00,14-Feb-2023
30,754GS2036,GS,103.0,103.0,102.65,102.72,102.97,231424,237.87,243,230124,99.44,14-Feb-2023
31,768GS2023,GS,102.25,102.25,102.25,102.25,102.25,1,0.0,1,1,100.00,14-Feb-2023
32,795GS2032,GS,108.6,108.6,108.4,108.4,108.4,2,0.0,2,0,0.00,14-Feb-2023
33,817GS2044,GS,116.87,116.95,116.87,116.95,116.75,44,0.05,4,44,100.00,14-Feb-2023
34,82GS2025,GS,106.1,106.2,106.1,106.2,105.7,2,0.0,2,0,0.00,14-Feb-2023
35,883GS2041,GS,116.0,116.0,116.0,116.0,115.5,3400,3.94,2,3400,100.00,14-Feb-2023
36,A2ZINFRA,EQ,8.5,8.5,8.05,8.1,8.45,277643,22.72,554,159462,57.43,14-Feb-2023
37,AAATECH,EQ,62.15,64.05,62.0,62.1,63.0,8329,5.22,118,6737,80.89,14-Feb-2023
38,AAKASH,EQ,7.05,7.6,7.05,7.6,6.95,1924311,143.52,2631,1537373,79.89,14-Feb-2023
39,AAREYDRUGS,EQ,32.45,32.8,31.25,31.6,32.5,25352,8.09,333,19884,78.43,14-Feb-2023
40,AARON,EQ,180.0,180.0,176.3,178.1,176.3,2609,4.65,208,1685,64.58,14-Feb-2023
41,AARTIDRUGS,EQ,384.9,385.0,377.6,378.85,383.0,41618,158.02,3317,18281,43.93,14-Feb-2023
42,AARTIIND,EQ,559.75,559.75,531.1,538.15,539.8,909712,4883.75,28291,252786,27.79,14-Feb-2023
