SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
1018GS2026,GS,100.05,100.05,100.05,100.05,100.0,3,0.0,3,3,100.00,21-Sep-2021
20MICRONS,EQ,57.1,57.35,55.2,56.6,56.6,85691,48.41,1942,39746,46.38,21-Sep-2021
21STCENMGM,EQ,42.2,42.2,40.6,42.2,41.4,46536,19.48,352,31892,68.53,21-Sep-2021
3MINDIA,EQ,25088.7,25300.0,24870.0,25088.35,25128.0,9008,2266.21,1626,7932,88.06,21-Sep-2021
3PLAND,BE,14.5,14.5,13.25,13.5,13.9,1880,0.26,20,-,-,21-Sep-2021
5PAISA,EQ,452.0,461.4,438.05,454.2,451.3,37575,167.96,1531,14715,39.16,21-Sep-2021
610GS2031,GS,100.0,100.5,99.4,100.5,99.5,500,0.5,4,400,80.00,21-Sep-2021
63MOONS,EQ,93.5,94.2,91.5,92.3,92.9,32137,29.69,866,20307,63.19,21-Sep-2021
667GS2035,GS,100.0,100.0,100.0,100.0,100.0,100,0.1,1,100,100.00,21-Sep-2021
667GS2050,GS,96.5,98.5,96.5,98.0,97.5,143,0.14,8,121,84.62,21-Sep-2021
676GS2061,GS,97.91,98.99,97.91,98.48,97.91,10005,9.85,7,10005,100.00,21-Sep-2021
719GS2060,GS,112.0,112.0,112.0,112.0,111.0,34,0.04,5,34,100.00,21-Sep-2021
759GS2026,GS,107.5,107.5,107.5,107.5,107.2,1000,1.08,1,1000,100.00,21-Sep-2021
762GS2039,GS,110.6,110.61,110.6,110.61,110.7,624,0.69,4,624,100.00,21-Sep-2021
772GS2055,GS,116.0,116.0,116.0,116.0,115.0,200,0.23,1,200,100.00,21-Sep-2021
A2ZINFRA,EQ,4.4,4.45,4.3,4.3,4.4,298676,12.99,264,186234,62.35,21-Sep-2021
AAATECH,SM,50.0,50.0,48.0,48.0,49.5,6000,2.94,2,0,0.00,21-Sep-2021
AAKASH,EQ,271.95,275.0,259.0,267.35,270.95,181814,481.68,1084,112713,61.99,21-Sep-2021
AAREYDRUGS,EQ,37.0,37.0,35.2,35.85,36.25,36159,13.04,433,24601,68.04,21-Sep-2021
AARON,EQ,97.8,103.05,95.2,101.05,98.15,8307,8.31,295,4393,52.88,21-Sep-2021
AARTIDRUGS,EQ,633.4,633.4,613.3,619.45,630.75,188130,1168.54,8752,63987,34.01,21-Sep-2021
AARTIIND,EQ,897.0,908.0,880.5,905.95,901.0,774193,6930.34,43929,335342,43.32,21-Sep-2021
AARTISURF,EQ,1445.0,1488.0,1427.0,1439.95,1457.6,22684,327.7,3712,12394,54.64,21-Sep-2021
AARVEEDEN,EQ,17.75,18.5,17.5,17.75,17.85,11940,2.12,167,8271,69.27,21-Sep-2021
AARVI,EQ,56.7,58.25,54.35,57.9,56.7,21101,11.96,338,12757,60.46,21-Sep-2021
AAVAS,EQ,2455.0,2499.55,2427.8,2475.8,2449.05,29946,739.44,7725,12139,40.54,21-Sep-2021
ABAN,EQ,42.15,43.8,41.7,42.45,42.15,136210,58.08,1633,77229,56.70,21-Sep-2021
ABB,EQ,1871.0,1905.0,1854.15,1875.0,1875.15,118562,2243.91,14836,69337,58.48,21-Sep-2021
ABBOTINDIA,EQ,20486.5,20850.0,20300.0,20786.45,20559.3,6756,1396.58,3337,2378,35.20,21-Sep-2021
ABCAPITAL,EQ,107.5,109.0,106.1,108.25,107.35,1643924,1770.05,11759,556403,33.85,21-Sep-2021
ABFRL,EQ,202.0,203.2,198.0,201.55,201.45,2230529,4475.02,22603,661313,29.65,21-Sep-2021
ABMINTLLTD,BE,90.25,90.25,90.25,90.25,95.0,504,0.45,20,-,-,21-Sep-2021
ABSLBANETF,EQ,375.0,375.0,364.0,370.76,370.11,60889,223.0,97,60186,98.85,21-Sep-2021
ABSLNN50ET,EQ,434.0,435.99,428.01,434.04,435.56,772,3.33,30,530,68.65,21-Sep-2021
ACC,EQ,2325.95,2339.9,2284.0,2332.3,2325.95,567297,13120.3,24749,241874,42.64,21-Sep-2021
ACCELYA,EQ,1256.15,1329.75,1242.35,1319.3,1256.15,72154,935.31,7030,34225,47.43,21-Sep-2021
ACCORD,SM,19.0,19.0,19.0,19.0,18.1,2000,0.38,1,2000,100.00,21-Sep-2021
ACCURACY,EQ,125.25,134.55,120.45,129.95,126.55,120435,152.02,5468,39796,33.04,21-Sep-2021
ACE,EQ,248.0,254.7,242.6,252.2,248.0,1289580,3216.68,22973,312782,24.25,21-Sep-2021
ACRYSIL,EQ,610.2,659.7,603.05,644.4,619.45,120629,767.42,7057,49768,41.26,21-Sep-2021
ADANIENT,EQ,1420.0,1446.95,1381.35,1441.45,1418.85,2682157,38252.04,54416,390245,14.55,21-Sep-2021
ADANIGREEN,EQ,1115.0,1127.0,1097.25,1120.7,1131.15,1798120,20088.98,21168,1228772,68.34,21-Sep-2021
ADANIPORTS,EQ,754.0,758.8,734.05,749.6,748.9,7766479,57964.25,82405,2611503,33.63,21-Sep-2021
ADANIPOWER,EQ,93.6,96.4,91.05,94.55,95.45,3703371,3457.98,43222,1938229,52.34,21-Sep-2021
ADANITRANS,BE,1642.9,1642.9,1642.9,1642.9,1729.35,319006,5240.95,5031,-,-,21-Sep-2021
ADFFOODS,EQ,903.8,930.1,882.0,919.2,908.0,26224,236.93,2008,14366,54.78,21-Sep-2021
ADL,BE,39.3,40.0,39.3,40.0,41.0,1014,0.4,5,-,-,21-Sep-2021
ADORWELD,EQ,656.2,674.9,632.0,666.85,663.3,17261,111.88,1078,11818,68.47,21-Sep-2021
ADROITINFO,BE,10.0,10.25,9.5,9.5,10.0,8506,0.83,57,-,-,21-Sep-2021
ADSL,EQ,67.05,69.2,66.6,68.4,68.45,140332,95.49,1729,72371,51.57,21-Sep-2021
ADVANIHOTR,EQ,79.5,81.95,77.0,79.0,78.15,100985,80.5,1449,53012,52.49,21-Sep-2021
ADVENZYMES,EQ,392.7,392.7,380.3,384.8,390.9,375378,1447.44,10623,208590,55.57,21-Sep-2021
AEGISCHEM,EQ,240.1,246.0,234.65,244.55,239.6,690298,1667.36,13835,308900,44.75,21-Sep-2021
AFFLE,EQ,4705.0,4950.8,4681.0,4950.8,4715.05,78905,3792.06,14290,52879,67.02,21-Sep-2021
AGARIND,EQ,289.0,298.35,282.1,292.6,293.8,19524,56.35,510,15564,79.72,21-Sep-2021
AGCNET,BE,1079.2,1138.0,1079.2,1079.2,1136.0,11980,129.81,252,-,-,21-Sep-2021
AGRITECH,EQ,70.75,72.2,69.45,70.05,73.1,39874,27.95,717,25769,64.63,21-Sep-2021
AGROPHOS,EQ,15.1,16.2,14.55,16.2,14.75,223395,35.6,780,129108,57.79,21-Sep-2021
AHLADA,EQ,131.0,142.0,129.15,138.7,135.9,39518,52.76,1572,26903,68.08,21-Sep-2021
AHLEAST,EQ,189.8,189.8,180.65,182.0,184.0,27301,50.19,270,18650,68.31,21-Sep-2021
AHLUCONT,EQ,370.1,386.6,370.0,378.0,375.9,16257,61.22,1076,8770,53.95,21-Sep-2021
AHLWEST,EQ,278.7,278.7,270.1,271.1,277.65,1158,3.14,99,662,57.17,21-Sep-2021
AIAENG,EQ,2079.0,2088.95,2039.0,2049.15,2061.7,15353,315.4,3576,8751,57.00,21-Sep-2021
AILIMITED,SM,28.35,28.35,28.35,28.35,29.8,9000,2.55,3,9000,100.00,21-Sep-2021
AIRAN,BE,22.0,22.95,21.75,22.3,22.8,63684,14.1,429,-,-,21-Sep-2021
AIROLAM,SM,45.35,47.0,45.3,46.55,49.9,42000,19.33,13,27000,64.29,21-Sep-2021
AISL,SM,43.9,43.9,43.9,43.9,42.9,1200,0.53,1,1200,100.00,21-Sep-2021
AJANTPHARM,EQ,2228.0,2258.0,2161.1,2178.8,2219.95,96302,2115.84,13220,45538,47.29,21-Sep-2021
AJMERA,BE,322.0,338.75,306.75,336.85,322.65,47785,153.73,857,-,-,21-Sep-2021
AJOONI,EQ,52.85,52.9,51.0,51.65,52.4,6212,3.22,114,4738,76.27,21-Sep-2021
AJRINFRA,BE,1.6,1.6,1.55,1.55,1.6,743463,11.54,363,-,-,21-Sep-2021
AKASH,EQ,175.0,184.8,171.25,184.05,175.35,103010,182.96,1011,53300,51.74,21-Sep-2021
AKG,EQ,23.5,25.4,23.0,24.3,23.85,12673,3.07,110,9636,76.04,21-Sep-2021
AKSHARCHEM,EQ,405.35,409.9,399.1,405.15,407.7,14460,58.4,1420,5552,38.40,21-Sep-2021
AKSHOPTFBR,BE,8.5,8.5,8.2,8.35,8.5,175889,14.61,429,-,-,21-Sep-2021
AKZOINDIA,EQ,2196.0,2229.0,2178.95,2218.6,2200.7,12887,284.65,2165,7352,57.05,21-Sep-2021
ALANKIT,EQ,15.7,15.7,14.8,15.2,15.5,343347,51.9,1362,209810,61.11,21-Sep-2021
ALBERTDAVD,EQ,580.55,592.9,578.3,588.25,585.05,14322,83.83,1794,6603,46.10,21-Sep-2021
ALEMBICLTD,EQ,116.5,116.85,113.35,114.65,116.5,203394,232.57,5863,68288,33.57,21-Sep-2021
ALICON,EQ,785.0,794.9,775.0,791.6,790.0,19349,152.02,2185,11488,59.37,21-Sep-2021
ALKALI,EQ,70.0,70.15,69.4,69.95,70.1,11915,8.32,183,8545,71.72,21-Sep-2021
ALKEM,EQ,3784.7,3869.0,3758.45,3858.8,3787.7,83455,3195.71,10908,26421,31.66,21-Sep-2021
ALKYLAMINE,EQ,3723.75,3994.0,3650.0,3971.0,3777.8,313716,11931.04,52374,111941,35.68,21-Sep-2021
ALLCARGO,EQ,247.0,257.0,239.75,255.2,244.3,2028426,5047.01,23889,635782,31.34,21-Sep-2021
ALLSEC,EQ,449.0,449.0,431.05,444.45,449.3,10490,46.08,692,5303,50.55,21-Sep-2021
ALMONDZ,EQ,85.15,90.5,85.15,88.7,86.25,55540,49.29,1210,27825,50.10,21-Sep-2021
ALOKINDS,EQ,23.1,23.2,22.6,22.95,23.0,4742229,1086.23,8338,1911412,40.31,21-Sep-2021
ALPA,EQ,52.2,53.0,50.6,52.8,52.15,39479,20.47,652,21072,53.38,21-Sep-2021
ALPHAGEO,EQ,396.9,414.7,385.1,407.3,403.2,107788,430.44,7837,34794,32.28,21-Sep-2021
ALPSINDUS,BE,2.35,2.35,2.15,2.35,2.25,45187,1.01,63,-,-,21-Sep-2021
AMARAJABAT,EQ,729.2,729.2,710.95,727.55,729.2,885247,6370.49,27079,240013,27.11,21-Sep-2021
AMBANIORG,SM,79.35,79.35,79.35,79.35,75.6,2000,1.59,1,2000,100.00,21-Sep-2021
AMBER,EQ,3113.3,3141.85,3040.9,3093.7,3155.7,69452,2139.39,11376,38366,55.24,21-Sep-2021
AMBICAAGAR,EQ,15.55,16.15,15.4,15.8,15.95,24711,3.85,99,20920,84.66,21-Sep-2021
AMBIKCO,EQ,1585.0,1594.65,1555.45,1567.5,1599.95,17534,275.19,2455,10270,58.57,21-Sep-2021
AMBUJACEM,EQ,407.75,414.0,402.4,413.2,409.8,4386443,17902.66,55405,2136494,48.71,21-Sep-2021
AMDIND,EQ,27.65,27.65,26.6,27.15,27.1,4555,1.23,80,3081,67.64,21-Sep-2021
AMIORG,EQ,1200.0,1224.8,1172.5,1210.3,1187.65,720368,8660.71,35975,178790,24.82,21-Sep-2021
AMJLAND,EQ,33.9,36.95,32.7,36.35,32.95,347510,123.29,3009,165925,47.75,21-Sep-2021
AMRUTANJAN,EQ,785.5,883.0,770.3,849.85,772.95,1637420,13887.26,90880,188658,11.52,21-Sep-2021
ANANTRAJ,EQ,63.3,65.7,60.75,65.65,62.6,959465,618.21,3625,449073,46.80,21-Sep-2021
ANDHRACEMT,BE,19.9,19.9,19.9,19.9,20.9,201456,40.09,722,-,-,21-Sep-2021
ANDHRAPAP,EQ,225.1,227.5,217.2,225.8,223.1,35464,78.84,1217,13605,38.36,21-Sep-2021
ANDHRSUGAR,EQ,536.2,562.4,536.2,559.0,543.65,52577,288.8,2240,28184,53.61,21-Sep-2021
ANDREWYU,EQ,23.8,25.3,23.75,24.95,23.9,149719,36.82,916,110106,73.54,21-Sep-2021
ANGELBRKG,EQ,1240.0,1240.0,1188.0,1215.35,1226.2,275607,3342.92,21263,91255,33.11,21-Sep-2021
ANIKINDS,EQ,18.45,18.45,17.7,18.15,17.85,9140,1.65,171,6993,76.51,21-Sep-2021
ANKITMETAL,BE,2.1,2.1,1.9,1.9,2.0,154477,3.01,185,-,-,21-Sep-2021
ANMOL,EQ,173.6,181.4,168.05,175.45,172.4,283301,496.76,5664,28038,9.90,21-Sep-2021
ANSALAPI,EQ,8.95,9.0,8.85,8.9,8.95,32186,2.87,153,23060,71.65,21-Sep-2021
ANSALHSG,EQ,6.45,6.55,6.35,6.4,6.45,42602,2.73,115,33076,77.64,21-Sep-2021
ANTGRAPHIC,BE,1.1,1.1,1.05,1.1,1.05,876483,9.63,488,-,-,21-Sep-2021
ANUP,EQ,964.25,984.95,927.2,970.25,964.25,37836,361.33,4433,17118,45.24,21-Sep-2021
ANURAS,EQ,754.9,766.05,740.1,756.6,754.85,78060,588.61,4234,34804,44.59,21-Sep-2021
APARINDS,EQ,638.7,644.9,615.0,633.25,641.15,69622,435.88,5882,25309,36.35,21-Sep-2021
APCL,EQ,393.45,395.75,378.05,388.6,393.45,40331,155.98,2170,26801,66.45,21-Sep-2021
APCOTEXIND,EQ,387.0,418.35,375.0,413.35,388.95,343626,1380.57,17349,109144,31.76,21-Sep-2021
APEX,EQ,291.5,305.0,284.0,297.95,294.95,168159,489.58,6440,66106,39.31,21-Sep-2021
APLAPOLLO,EQ,924.0,924.0,869.1,882.6,918.55,431413,3808.46,24089,285110,66.09,21-Sep-2021
APLLTD,EQ,782.5,791.9,768.05,781.4,781.7,219767,1712.07,8829,46719,21.26,21-Sep-2021
APOLLO,EQ,114.1,116.1,112.05,114.7,114.1,108023,123.62,3054,47189,43.68,21-Sep-2021
APOLLOHOSP,EQ,4858.0,4918.95,4790.15,4891.6,4878.1,462221,22539.87,37220,243537,52.69,21-Sep-2021
APOLLOPIPE,EQ,1664.95,1709.95,1622.95,1666.9,1655.55,118194,1972.45,9024,52002,44.00,21-Sep-2021
APOLLOTYRE,EQ,218.0,220.5,214.25,219.55,218.0,3012522,6543.34,25638,880506,29.23,21-Sep-2021
APOLSINHOT,EQ,819.95,819.95,761.35,771.4,799.25,8371,65.87,719,4897,58.50,21-Sep-2021
APTECHT,EQ,277.45,278.85,269.2,274.45,279.65,304607,836.32,8408,93479,30.69,21-Sep-2021
APTUS,EQ,334.0,348.4,319.25,344.75,336.8,761629,2540.34,31886,419956,55.14,21-Sep-2021
ARCHIDPLY,EQ,31.0,31.65,30.55,30.65,31.7,11993,3.69,123,8432,70.31,21-Sep-2021
ARCHIES,BE,17.3,17.45,16.6,17.3,16.95,31185,5.3,135,-,-,21-Sep-2021
ARENTERP,EQ,34.15,34.15,30.95,30.95,32.55,34732,11.02,356,21551,62.05,21-Sep-2021
ARIES,EQ,144.8,148.5,141.55,144.15,144.8,31843,45.96,999,16150,50.72,21-Sep-2021
ARIHANT,EQ,26.85,27.5,25.15,26.3,26.3,123093,32.4,2830,1518,1.23,21-Sep-2021
ARIHANTCAP,EQ,138.0,140.0,135.05,139.55,138.1,29044,40.09,690,16909,58.22,21-Sep-2021
ARIHANTSUP,EQ,136.0,139.4,135.25,138.35,136.15,104777,144.04,2365,46866,44.73,21-Sep-2021
ARMANFIN,EQ,864.8,864.8,791.5,822.75,855.6,41586,341.0,3936,14280,34.34,21-Sep-2021
AROGRANITE,EQ,65.2,67.4,65.1,65.95,65.2,32225,21.23,666,16980,52.69,21-Sep-2021
ARROWGREEN,EQ,125.95,125.95,116.0,118.25,121.65,7840,9.28,304,4201,53.58,21-Sep-2021
ARSHIYA,EQ,29.45,29.45,27.25,28.55,27.65,32011,9.04,244,17046,53.25,21-Sep-2021
ARSSINFRA,EQ,27.85,28.45,27.8,28.3,28.15,10233,2.87,141,6180,60.39,21-Sep-2021
ARTEMISMED,EQ,393.75,395.1,387.4,393.15,390.15,33106,129.61,945,25124,75.89,21-Sep-2021
ARVEE,BE,89.45,89.45,84.15,84.45,88.55,1470,1.24,32,-,-,21-Sep-2021
ARVIND,EQ,94.2,98.0,92.75,95.2,94.6,1524040,1452.83,11716,612911,40.22,21-Sep-2021
ARVINDFASN,EQ,258.7,259.45,250.0,253.4,257.0,319951,810.34,7090,106898,33.41,21-Sep-2021
ARVSMART,EQ,135.0,143.95,135.0,141.95,135.05,241986,336.52,4529,118851,49.11,21-Sep-2021
ASAHIINDIA,EQ,360.0,362.3,355.3,357.3,358.7,29924,107.15,1621,13296,44.43,21-Sep-2021
ASAHISONG,EQ,349.0,357.85,340.1,354.1,348.3,16913,58.82,1200,8293,49.03,21-Sep-2021
ASAL,BE,56.1,60.8,56.1,58.7,58.6,5772,3.41,91,-,-,21-Sep-2021
ASALCBR,EQ,426.5,427.0,416.3,423.45,428.45,45075,190.21,3995,20878,46.32,21-Sep-2021
ASHAPURMIN,EQ,124.8,128.3,116.1,125.25,122.7,212749,257.24,3127,150230,70.61,21-Sep-2021
ASHIANA,EQ,187.7,190.2,180.05,188.05,187.4,192141,357.63,3907,77560,40.37,21-Sep-2021
ASHIMASYN,EQ,17.7,17.7,16.5,16.85,16.9,24912,4.2,154,17359,69.68,21-Sep-2021
ASHOKA,EQ,97.8,97.85,95.5,96.05,97.15,931648,895.82,11303,533794,57.30,21-Sep-2021
ASHOKLEY,EQ,125.0,127.25,123.7,126.9,125.1,10341959,13006.35,93880,3345127,32.35,21-Sep-2021
ASIANHOTNR,EQ,92.1,92.9,88.45,90.35,90.9,52016,47.06,2378,19543,37.57,21-Sep-2021
ASIANPAINT,EQ,3271.55,3335.0,3271.0,3309.2,3271.55,922057,30512.04,58167,386413,41.91,21-Sep-2021
ASIANTILES,EQ,152.0,161.25,145.65,157.6,149.95,1766642,2740.98,17642,628825,35.59,21-Sep-2021
ASPINWALL,EQ,178.0,184.7,176.0,178.95,180.05,5920,10.58,205,4127,69.71,21-Sep-2021
ASTEC,EQ,1316.7,1343.3,1302.05,1323.55,1316.7,9750,128.74,1585,4417,45.30,21-Sep-2021
ASTERDM,EQ,214.0,218.95,211.95,217.75,214.1,1303781,2826.84,21951,371331,28.48,21-Sep-2021
ASTRAL,EQ,2050.0,2090.0,1913.0,2073.8,2064.0,390343,7883.1,41248,161459,41.36,21-Sep-2021
ASTRAMICRO,EQ,171.0,178.45,170.7,175.0,172.6,473410,825.31,7280,170933,36.11,21-Sep-2021
ASTRAZEN,EQ,3133.0,3185.0,3085.05,3098.3,3117.4,20429,636.55,5060,8863,43.38,21-Sep-2021
ASTRON,EQ,57.0,58.0,55.65,56.65,57.0,151844,85.52,1285,114172,75.19,21-Sep-2021
ATALREAL,SM,126.95,127.0,117.05,125.7,121.0,43200,53.59,26,22400,51.85,21-Sep-2021
ATFL,EQ,1012.35,1031.4,1001.1,1012.55,1012.4,7770,78.8,1697,2754,35.44,21-Sep-2021
ATGL,BE,1365.0,1422.0,1361.4,1407.55,1392.8,396437,5612.02,5491,-,-,21-Sep-2021
ATLANTA,BE,13.9,13.9,12.95,13.0,13.55,34962,4.58,101,-,-,21-Sep-2021
ATUL,EQ,9580.1,9664.4,9246.0,9410.65,9575.65,34627,3244.99,7866,21353,61.67,21-Sep-2021
ATULAUTO,EQ,193.0,197.05,191.0,194.55,194.0,60024,116.27,2564,25796,42.98,21-Sep-2021
AUBANK,EQ,1105.0,1120.0,1071.85,1084.85,1103.25,1930133,20917.44,42923,1108258,57.42,21-Sep-2021
AURDIS,SM,73.45,73.45,70.3,73.2,73.95,10000,7.15,5,6000,60.00,21-Sep-2021
AURIONPRO,BE,188.95,195.0,185.85,190.3,192.45,15241,28.75,284,-,-,21-Sep-2021
AUROPHARMA,EQ,713.0,729.6,707.1,726.4,712.4,2664801,19185.01,82943,802251,30.11,21-Sep-2021
AUSOMENT,BE,73.0,73.0,68.6,70.6,71.85,2965,2.07,32,-,-,21-Sep-2021
AUTOAXLES,EQ,1206.0,1216.4,1170.2,1205.25,1210.4,10108,120.33,1799,5209,51.53,21-Sep-2021
AUTOIND,EQ,54.05,57.7,54.05,56.1,56.1,21147,11.73,436,12130,57.36,21-Sep-2021
AVADHSUGAR,EQ,405.0,413.2,400.8,409.9,407.55,41099,167.1,2039,17016,41.40,21-Sep-2021
AVANTIFEED,EQ,555.0,558.0,548.0,555.4,555.1,212851,1180.54,12713,111216,52.25,21-Sep-2021
AVG,SM,60.0,60.0,58.8,58.8,61.8,2400,1.43,2,2400,100.00,21-Sep-2021
AVTNPL,EQ,80.0,80.75,77.4,80.1,79.75,219773,173.26,4090,100280,45.63,21-Sep-2021
AWHCL,EQ,390.5,398.0,381.5,391.15,393.5,179030,696.4,9169,54900,30.67,21-Sep-2021
AXISBANK,EQ,795.25,799.0,772.3,795.35,795.85,7833561,61525.48,174973,3018650,38.53,21-Sep-2021
AXISBNKETF,EQ,373.37,374.35,369.4,373.78,378.39,6405,23.8,69,2785,43.48,21-Sep-2021
AXISBPSETF,EQ,10.36,10.37,10.33,10.34,10.35,1161632,120.12,147,1159458,99.81,21-Sep-2021
AXISCADES,EQ,72.05,72.05,69.05,70.9,70.35,40201,28.32,533,26661,66.32,21-Sep-2021
AXISGOLD,EQ,40.11,40.35,40.11,40.26,40.16,57479,23.14,3353,42851,74.55,21-Sep-2021
