SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
20MICRONS,EQ,54.7,54.7,53.1,53.95,53.85,51111,27.48,1307,28822,56.39,01-Sep-2021
21STCENMGM,EQ,34.2,34.2,34.2,34.2,33.55,518,0.18,13,518,100.00,01-Sep-2021
3MINDIA,EQ,24391.45,25304.0,24164.1,25060.1,24391.45,7005,1740.98,3687,2722,38.86,01-Sep-2021
3PLAND,BE,14.95,14.95,13.75,14.2,14.35,4293,0.6,42,-,-,01-Sep-2021
5PAISA,EQ,465.6,472.0,461.0,466.05,462.15,18699,87.04,689,8306,44.42,01-Sep-2021
622GS2035,GS,93.63,93.63,93.63,93.63,93.63,300,0.28,1,300,100.00,01-Sep-2021
63MOONS,EQ,95.15,95.15,92.25,93.15,92.7,43628,40.81,827,25347,58.10,01-Sep-2021
664GS2035,GS,101.75,101.95,101.73,101.95,101.0,299,0.3,3,299,100.00,01-Sep-2021
667GS2050,GS,96.2,96.2,95.78,95.78,96.05,2511,2.41,8,2510,99.96,01-Sep-2021
676GS2061,GS,97.0,97.0,96.4,96.47,99.6,15290,14.82,21,15290,100.00,01-Sep-2021
A2ZINFRA,EQ,4.65,4.65,4.4,4.45,4.6,612033,27.21,453,293750,48.00,01-Sep-2021
AAATECH,SM,45.0,45.5,45.0,45.5,45.05,9000,4.07,2,9000,100.00,01-Sep-2021
AAKASH,EQ,269.5,270.0,261.0,264.0,265.75,143096,377.15,612,76514,53.47,01-Sep-2021
AAREYDRUGS,EQ,38.25,38.25,36.95,37.2,37.5,27923,10.45,357,20581,73.71,01-Sep-2021
AARON,EQ,100.1,105.0,98.75,101.25,103.2,10217,10.37,294,6734,65.91,01-Sep-2021
AARTIDRUGS,EQ,617.95,622.0,611.0,612.5,616.15,120713,741.55,6714,61866,51.25,01-Sep-2021
AARTIIND,EQ,942.7,946.2,919.0,921.3,938.1,570829,5320.1,24768,244394,42.81,01-Sep-2021
AARTISURF,EQ,1408.45,1440.85,1391.7,1421.05,1408.45,13898,197.95,2329,6879,49.50,01-Sep-2021
AARVEEDEN,EQ,18.4,18.85,18.25,18.4,18.3,12796,2.37,79,8633,67.47,01-Sep-2021
AARVI,EQ,53.55,56.45,53.5,55.85,54.15,33451,18.5,327,21244,63.51,01-Sep-2021
AAVAS,EQ,2430.0,2457.15,2385.0,2446.55,2409.75,103563,2510.08,10799,62300,60.16,01-Sep-2021
ABAN,EQ,40.0,40.3,38.8,39.05,39.25,63807,25.08,1039,33226,52.07,01-Sep-2021
ABB,EQ,1910.0,1911.25,1857.5,1883.2,1895.75,130632,2455.48,14437,58086,44.47,01-Sep-2021
ABBOTINDIA,EQ,19400.0,20198.0,19345.65,20028.8,19272.1,39643,7887.54,13540,13022,32.85,01-Sep-2021
ABCAPITAL,EQ,108.6,110.5,107.35,107.65,107.85,1611028,1744.06,13093,582574,36.16,01-Sep-2021
ABFRL,EQ,208.45,210.65,206.1,208.0,208.1,1791236,3730.56,22256,789888,44.10,01-Sep-2021
ABSLBANETF,EQ,367.0,368.29,364.53,365.67,363.11,176,0.65,16,136,77.27,01-Sep-2021
ABSLNN50ET,EQ,420.0,426.15,420.0,424.25,418.5,188,0.8,22,177,94.15,01-Sep-2021
ABSLRIF6RG,MF,10.12,10.14,10.12,10.14,10.13,3001,0.3,3,3001,100.00,01-Sep-2021
ACC,EQ,2420.0,2437.4,2393.05,2424.05,2413.2,418473,10098.96,25335,193513,46.24,01-Sep-2021
ACCELYA,EQ,1256.0,1268.55,1222.7,1241.0,1249.8,31289,388.94,3905,15437,49.34,01-Sep-2021
ACCURACY,EQ,116.65,124.7,113.0,121.15,114.6,274186,332.74,5125,110654,40.36,01-Sep-2021
ACE,EQ,240.5,242.55,232.0,240.35,238.35,1221424,2905.36,22073,373003,30.54,01-Sep-2021
ACRYSIL,EQ,643.3,671.5,628.0,641.7,643.3,213117,1382.4,12022,110474,51.84,01-Sep-2021
ADANIENT,EQ,1594.9,1600.85,1561.5,1565.2,1587.6,3056760,48237.5,54717,615139,20.12,01-Sep-2021
ADANIGREEN,BE,1075.0,1098.8,1065.1,1079.8,1068.35,1520928,16570.91,24855,-,-,01-Sep-2021
ADANIPORTS,EQ,750.05,751.85,737.6,744.75,748.3,5320381,39603.87,83876,1397825,26.27,01-Sep-2021
ADANIPOWER,BE,102.0,103.4,101.05,103.4,98.5,3851699,3965.93,17262,-,-,01-Sep-2021
ADANITRANS,BE,1659.6,1659.6,1659.6,1659.6,1580.6,792279,13148.66,11754,-,-,01-Sep-2021
ADFFOODS,EQ,814.9,827.2,800.0,823.25,801.9,19343,158.55,1941,13147,67.97,01-Sep-2021
ADL,BE,38.3,42.15,38.3,41.9,40.15,3415,1.41,33,-,-,01-Sep-2021
ADORWELD,EQ,695.0,695.0,681.0,686.2,681.05,6477,44.45,356,4719,72.86,01-Sep-2021
ADROITINFO,BE,9.4,9.95,9.1,9.7,9.55,4555,0.44,36,-,-,01-Sep-2021
ADSL,EQ,74.0,74.25,68.75,69.95,73.65,334545,238.32,3300,210628,62.96,01-Sep-2021
ADVANIHOTR,EQ,67.55,70.2,67.05,67.75,67.4,25704,17.52,527,13763,53.54,01-Sep-2021
ADVENZYMES,EQ,383.1,390.0,381.35,384.45,381.35,232718,897.94,9170,96642,41.53,01-Sep-2021
AEGISCHEM,EQ,268.0,269.5,261.25,262.6,266.25,403697,1070.82,7266,222542,55.13,01-Sep-2021
AFFLE,BE,4729.4,4729.4,4606.9,4668.95,4759.4,47656,2224.71,10156,-,-,01-Sep-2021
AGARIND,EQ,321.85,321.85,311.0,312.05,318.7,15695,49.3,604,12388,78.93,01-Sep-2021
