,SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
0,20MICRONS,BE,126.0,133.75,126.0,133.45,127.4,61110,80.71,440,-,-,29-Sep-2023
1,21STCENMGM,EQ,19.4,19.8,19.15,19.65,19.45,2579,0.5,37,2219,86.04,29-Sep-2023
2,360ONE,EQ,512.1,514.05,497.75,502.1,510.5,1145096,5738.47,33929,814849,71.16,29-Sep-2023
3,3IINFOLTD,EQ,41.0,41.15,40.1,40.45,40.75,549672,222.32,4156,224825,40.90,29-Sep-2023
4,3MINDIA,EQ,31000.0,32885.0,30839.25,31805.85,30864.75,7504,2395.97,3882,1504,20.04,29-Sep-2023
5,3PLAND,EQ,23.15,24.5,23.15,23.95,23.25,30165,7.23,268,24187,80.18,29-Sep-2023
6,574GS2026,GS,99.0,99.0,98.0,98.0,97.98,33,0.03,3,33,100.00,29-Sep-2023
7,5PAISA,EQ,438.7,444.1,436.55,440.9,438.7,11870,52.34,1763,6819,57.45,29-Sep-2023
8,610GS2031,GS,94.77,94.77,93.5,93.5,94.75,101,0.09,2,100,99.01,29-Sep-2023
9,618GS2024,GS,102.0,102.0,102.0,102.0,102.0,4,0.0,3,4,100.00,29-Sep-2023
10,63MOONS,EQ,280.9,288.45,278.0,280.3,274.75,320679,920.12,4432,118825,37.05,29-Sep-2023
11,654GS2032,GS,98.0,98.0,97.5,97.5,98.0,16,0.02,3,16,100.00,29-Sep-2023
12,664GS2035,GS,95.72,95.72,95.72,95.72,94.41,150,0.14,1,150,100.00,29-Sep-2023
13,667GS2035,GS,97.5,97.5,96.01,97.43,97.2,23,0.02,9,13,56.52,29-Sep-2023
14,667GS2050,GS,94.8,95.0,94.65,94.99,95.0,10976,10.41,22,10976,100.00,29-Sep-2023
15,669GS2024,GS,101.65,101.7,101.65,101.67,101.05,5010,5.09,4,5010,100.00,29-Sep-2023
