SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
20MICRONS,EQ,92.25,92.25,89.2,89.65,91.55,101692,92.36,2429,53728,52.83,25-Oct-2022
21STCENMGM,EQ,22.95,22.95,22.05,22.1,22.5,12815,2.85,88,7280,56.81,25-Oct-2022
3IINFOLTD,EQ,42.95,46.35,41.8,44.95,42.7,1429981,639.25,8243,554606,38.78,25-Oct-2022
3MINDIA,EQ,23196.0,23323.0,22811.0,22922.1,23168.2,1041,240.59,684,394,37.85,25-Oct-2022
3PLAND,EQ,17.7,18.95,16.6,17.45,18.4,32759,5.63,454,20903,63.81,25-Oct-2022
456GS2023,GS,98.0,98.5,98.0,98.5,99.0,5100,5.02,3,5100,100.00,25-Oct-2022
4THDIM,EQ,87.2,89.85,86.8,86.8,88.55,13964,12.19,232,4898,35.08,25-Oct-2022
5PAISA,EQ,340.4,344.1,329.7,333.45,340.4,25387,84.78,1319,11996,47.25,25-Oct-2022
63MOONS,EQ,164.05,169.0,162.7,166.6,164.85,56743,94.28,2085,17658,31.12,25-Oct-2022
667GS2050,GS,95.45,95.45,95.39,95.39,92.19,101,0.1,2,101,100.00,25-Oct-2022
669GS2024,GS,101.7,101.7,100.15,100.15,101.7,1800,1.83,2,1800,100.00,25-Oct-2022
676GS2061,GS,94.4,94.4,94.0,94.0,92.1,205,0.19,3,205,100.00,25-Oct-2022
699GS2051,GS,96.6,97.24,96.6,97.14,98.4,10001,9.69,5,10001,100.00,25-Oct-2022
710GS2029,GS,99.9,100.2,99.9,100.15,99.9,6101,6.1,7,6101,100.00,25-Oct-2022
736GS2052,GS,100.0,100.0,100.0,100.0,99.75,300,0.3,1,300,100.00,25-Oct-2022
754GS2036,GS,104.5,105.99,104.5,105.78,104.0,31428,32.98,24,31428,100.00,25-Oct-2022
82GS2025,GS,103.8,103.9,103.8,103.85,103.6,2,0.0,2,0,0.00,25-Oct-2022
92GS2030,GS,114.0,114.0,114.0,114.0,113.99,212,0.24,5,212,100.00,25-Oct-2022
A2ZINFRA,EQ,10.6,10.75,10.25,10.35,10.65,233045,24.42,366,189258,81.21,25-Oct-2022
AAATECH,SM,70.2,70.2,70.2,70.2,70.65,4500,3.16,1,4500,100.00,25-Oct-2022
AAKASH,EQ,13.0,13.25,12.0,12.3,13.1,525259,66.36,1118,334467,63.68,25-Oct-2022
AAREYDRUGS,EQ,38.15,38.15,37.2,37.65,38.1,18308,6.87,283,11586,63.28,25-Oct-2022
AARON,BE,157.95,158.0,153.0,156.3,157.95,1465,2.29,89,-,-,25-Oct-2022
AARTIDRUGS,EQ,457.5,466.3,456.5,460.05,457.35,74125,342.07,5134,35056,47.29,25-Oct-2022
AARTIIND,EQ,690.0,692.0,684.0,687.15,687.05,390032,2682.97,16886,166907,42.79,25-Oct-2022
AARTISURF,EQ,759.25,765.0,745.0,748.3,753.9,6744,50.85,764,3616,53.62,25-Oct-2022
AARVEEDEN,EQ,26.65,26.65,25.25,25.85,26.15,14026,3.59,126,8526,60.79,25-Oct-2022
AARVI,EQ,161.6,161.65,155.0,156.1,157.1,13665,21.6,367,7246,53.03,25-Oct-2022
AAVAS,EQ,2004.3,2009.95,1965.1,1971.9,2010.95,171548,3421.3,12777,141894,82.71,25-Oct-2022
ABAN,EQ,50.2,50.4,49.05,49.7,50.1,75365,37.61,915,41208,54.68,25-Oct-2022
ABB,EQ,3074.95,3086.25,3020.6,3055.25,3052.8,263091,8026.05,36958,133628,50.79,25-Oct-2022
ABBOTINDIA,EQ,18355.75,18782.35,18261.65,18478.6,18355.75,12937,2390.66,4596,4671,36.11,25-Oct-2022
ABCAPITAL,EQ,114.65,116.8,112.9,115.9,114.35,3139193,3617.08,18388,1156409,36.84,25-Oct-2022
ABFRL,EQ,336.65,340.65,331.8,338.45,336.05,1389735,4670.98,18724,708536,50.98,25-Oct-2022
ABMINTLLTD,BE,70.1,70.1,70.0,70.1,70.1,166,0.12,9,-,-,25-Oct-2022
ABSLAMC,EQ,435.0,435.35,425.0,427.6,435.2,47876,205.93,3310,29542,61.71,25-Oct-2022
ABSLBANETF,EQ,41.95,41.95,40.97,41.02,41.38,11418,4.71,136,9225,80.79,25-Oct-2022
ABSLNN50ET,EQ,43.95,43.95,42.8,42.86,43.61,11273,4.85,154,8081,71.68,25-Oct-2022
ACC,EQ,2260.05,2278.9,2242.8,2247.5,2257.1,383657,8684.95,18641,155896,40.63,25-Oct-2022
ACCELYA,EQ,1190.0,1203.2,1176.05,1180.2,1191.15,28772,340.48,2486,17818,61.93,25-Oct-2022
ACCURACY,EQ,256.25,262.9,244.0,246.2,264.7,75365,187.44,2685,35214,46.72,25-Oct-2022
ACE,EQ,294.9,294.9,280.7,287.15,293.4,311582,899.12,8469,140964,45.24,25-Oct-2022
ACRYSIL,EQ,552.8,552.8,534.3,539.4,549.1,61485,332.39,4038,39109,63.61,25-Oct-2022
ADANIENT,EQ,3321.95,3345.0,3294.0,3300.5,3309.8,879424,29136.08,35025,151719,17.25,25-Oct-2022
ADANIGREEN,EQ,2129.9,2141.25,2071.2,2079.9,2121.25,960922,20064.52,48659,477217,49.66,25-Oct-2022
ADANIPORTS,EQ,806.7,812.75,797.1,800.35,805.5,4485050,36052.76,62219,1278059,28.50,25-Oct-2022
ADANIPOWER,BE,336.0,338.65,330.0,332.35,335.55,974407,3242.48,23586,-,-,25-Oct-2022
ADANITRANS,EQ,3320.0,3324.95,3150.0,3188.45,3283.95,541744,17504.9,38487,261219,48.22,25-Oct-2022
ADFFOODS,EQ,719.8,721.7,710.1,714.9,713.4,3588,25.64,321,2156,60.09,25-Oct-2022
ADL,BE,67.45,67.45,64.05,66.3,66.4,472,0.31,9,-,-,25-Oct-2022
ADORWELD,EQ,886.25,891.1,854.0,856.25,881.95,15997,138.17,1991,8266,51.67,25-Oct-2022
ADROITINFO,EQ,16.1,17.3,15.55,17.3,15.75,146204,25.1,306,102140,69.86,25-Oct-2022
ADSL,EQ,99.65,100.95,98.55,100.1,99.15,47416,47.3,1257,24094,50.81,25-Oct-2022
ADVANIHOTR,EQ,84.45,84.45,81.7,82.2,83.15,11048,9.1,304,7406,67.03,25-Oct-2022
ADVENZYMES,EQ,287.35,287.4,281.2,282.3,286.4,38500,109.49,2413,22678,58.90,25-Oct-2022
AEGISCHEM,EQ,300.2,303.5,293.15,299.4,299.35,707904,2119.97,18348,179269,25.32,25-Oct-2022
AETHER,EQ,989.0,1030.0,981.2,1004.2,995.1,154092,1559.19,11443,65546,42.54,25-Oct-2022
AFFLE,EQ,1196.0,1199.0,1175.0,1181.65,1190.4,94963,1128.92,8836,45734,48.16,25-Oct-2022
AGARIND,EQ,688.0,703.05,679.0,690.7,680.0,78727,545.43,5307,35729,45.38,25-Oct-2022
AGI,EQ,325.0,328.9,321.1,323.45,324.3,91823,298.53,3135,46717,50.88,25-Oct-2022
