SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
20MICRONS,EQ,37.75,38.5,36.5,37.65,36.9,124062,46.85,1048,62462,50.35,19-Jan-2021
21STCENMGM,EQ,10.7,11.05,10.7,11.05,10.85,1287,0.14,8,1287,100.00,19-Jan-2021
3IINFOTECH,EQ,8.5,8.7,8.05,8.4,8.4,18025104,1511.7,15398,8735047,48.46,19-Jan-2021
3MINDIA,EQ,21500.0,21634.2,21206.3,21464.2,21238.7,5281,1134.72,2948,2883,54.59,19-Jan-2021
3PLAND,EQ,10.65,10.65,9.7,10.0,10.2,3007,0.3,57,2455,81.64,19-Jan-2021
509GS2022,GS,87.45,87.45,87.45,87.45,92.0,1,0.0,1,1,100.00,19-Jan-2021
5PAISA,EQ,296.0,307.8,295.45,305.75,288.7,50936,154.38,1835,25337,49.74,19-Jan-2021
63MOONS,BE,80.0,80.9,78.3,79.9,80.6,50836,40.22,313,-,-,19-Jan-2021
726GS2029,GS,105.0,105.0,103.7,103.7,101.0,100,0.1,2,100,100.00,19-Jan-2021
757GS2033,GS,110.0,110.0,110.0,110.0,111.25,1,0.0,1,1,100.00,19-Jan-2021
763GS2059,GS,113.5,113.5,113.5,113.5,113.5,300,0.34,7,300,100.00,19-Jan-2021
772GS2055,GS,111.0,116.0,111.0,116.0,116.0,10,0.01,3,9,90.00,19-Jan-2021
8KMILES,BE,81.5,85.0,81.5,84.15,81.5,70463,58.77,486,-,-,19-Jan-2021
A2ZINFRA,EQ,5.05,5.15,4.9,4.95,5.0,511269,25.67,422,293239,57.36,19-Jan-2021
AAKASH,EQ,89.9,92.65,88.15,92.3,87.1,53191,48.97,657,22129,41.60,19-Jan-2021
AARON,EQ,51.4,51.8,50.1,51.0,51.4,634,0.32,18,320,50.47,19-Jan-2021
AARTIDRUGS,EQ,700.0,708.8,700.0,702.2,697.4,145031,1020.93,6650,67426,46.49,19-Jan-2021
AARTIIND,EQ,1225.0,1242.0,1220.45,1235.2,1226.25,283539,3498.77,10382,202834,71.54,19-Jan-2021
AARTISURF,EQ,960.0,990.0,940.5,946.45,943.3,9551,91.11,967,5656,59.22,19-Jan-2021
AARVEEDEN,BE,20.9,21.5,20.25,21.5,20.5,112671,24.11,177,-,-,19-Jan-2021
AARVI,EQ,45.75,48.45,45.2,47.15,45.75,9438,4.41,132,3548,37.59,19-Jan-2021
