,SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
0,20MICRONS,EQ,74.7,76.65,74.7,75.55,75.25,83127,62.81,1618,43598,52.45,15-Feb-2023
1,21STCENMGM,EQ,19.15,19.15,19.15,19.15,19.55,1307,0.25,33,1307,100.00,15-Feb-2023
2,360ONE,EQ,1850.0,1859.95,1833.9,1839.0,1837.1,13728,252.6,3079,9019,65.70,15-Feb-2023
3,3IINFOLTD,EQ,35.45,36.0,35.45,35.7,35.55,199188,71.15,1880,141875,71.23,15-Feb-2023
4,3MINDIA,EQ,22302.0,22579.95,21500.0,21554.0,22376.35,48590,10506.6,4008,43973,90.50,15-Feb-2023
5,3PLAND,EQ,23.2,23.25,22.5,23.25,22.15,14676,3.4,75,13366,91.07,15-Feb-2023
6,4THDIM,BE,32.35,32.55,32.35,32.55,31.95,238409,77.51,709,-,-,15-Feb-2023
7,563GS2026,GS,96.0,96.6,96.0,96.6,96.0,600,0.58,2,300,50.00,15-Feb-2023
8,5PAISA,EQ,286.0,286.65,281.6,284.85,285.8,13497,38.39,822,6905,51.16,15-Feb-2023
9,63MOONS,EQ,213.1,215.6,207.3,212.7,213.1,290614,614.24,7412,92908,31.97,15-Feb-2023
10,654GS2032,GS,95.5,95.5,95.5,95.5,95.5,100,0.1,1,100,100.00,15-Feb-2023
11,667GS2035,GS,96.01,96.05,96.0,96.0,96.35,16,0.02,3,16,100.00,15-Feb-2023
12,667GS2050,GS,92.94,93.02,92.4,92.46,92.94,24247,22.42,59,24247,100.00,15-Feb-2023
13,669GS2024,GS,100.0,100.2,100.0,100.15,99.95,6300,6.31,15,6300,100.00,15-Feb-2023
14,689GS2025,GS,100.4,100.4,100.4,100.4,100.39,11,0.01,1,11,100.00,15-Feb-2023
15,695GS2061,GS,95.21,95.21,95.21,95.21,95.0,500,0.48,2,500,100.00,15-Feb-2023
16,699GS2051,GS,96.5,96.5,95.5,96.49,97.25,1402,1.34,6,1301,92.80,15-Feb-2023
17,710GS2029,GS,101.3,101.75,101.0,101.5,101.29,10810,10.99,10,10810,100.00,15-Feb-2023
18,716GS2050,GS,106.0,106.0,105.0,105.0,101.0,2,0.0,2,1,50.00,15-Feb-2023
19,726GS2032,GS,102.7,102.7,102.7,102.7,102.75,1000,1.03,2,1000,100.00,15-Feb-2023
20,726GS2033,GS,100.0,100.0,100.0,100.0,100.0,10,0.01,2,10,100.00,15-Feb-2023
21,738GS2027,GS,101.7,101.75,101.5,101.53,101.64,24431,24.81,34,24431,100.00,15-Feb-2023
22,741GS2036,GS,101.05,101.5,101.05,101.5,101.05,400,0.41,2,400,100.00,15-Feb-2023
23,74GS2062,GS,103.0,103.0,102.0,102.0,102.01,6800,6.94,7,6800,100.00,15-Feb-2023
24,754GS2036,GS,102.84,102.95,102.8,102.92,102.72,131117,134.85,199,131117,100.00,15-Feb-2023
25,768GS2023,GS,102.25,102.25,102.25,102.25,102.25,500,0.51,1,500,100.00,15-Feb-2023
26,824GS2027,GS,113.03,113.03,106.0,106.0,107.65,96,0.1,2,96,100.00,15-Feb-2023
27,883GS2041,GS,116.0,116.0,115.11,115.37,116.0,11599,13.45,6,11599,100.00,15-Feb-2023
28,A2ZINFRA,EQ,8.1,8.15,7.85,7.9,8.1,1019754,81.15,499,949204,93.08,15-Feb-2023
29,AAATECH,EQ,62.15,64.75,60.0,60.35,62.1,9385,5.73,212,7205,76.77,15-Feb-2023
30,AAKASH,EQ,7.8,8.35,7.8,8.35,7.6,1417827,117.43,2063,1082814,76.37,15-Feb-2023
31,AAREYDRUGS,EQ,31.05,31.9,29.75,29.95,31.6,64421,19.69,831,42061,65.29,15-Feb-2023
32,AARON,EQ,181.0,181.05,176.05,176.8,178.1,5192,9.27,359,3131,60.30,15-Feb-2023
33,AARTIDRUGS,EQ,378.85,383.05,377.85,378.5,378.85,41590,157.79,2444,18345,44.11,15-Feb-2023
34,AARTIIND,EQ,535.0,545.0,534.05,538.35,538.15,465550,2508.18,14721,201525,43.29,15-Feb-2023
35,AARTIPHARM,EQ,302.95,310.1,287.95,294.55,298.45,198992,595.0,8150,135482,68.08,15-Feb-2023
