,SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
0,1018GS2026,GS,121.0,121.0,121.0,121.0,120.5,499,0.6,1,499,100.00,13-Feb-2023
1,20MICRONS,EQ,77.5,77.5,75.6,76.55,76.55,45846,35.05,1450,25579,55.79,13-Feb-2023
2,21STCENMGM,EQ,19.95,20.65,19.95,19.95,20.35,4286,0.86,109,3321,77.48,13-Feb-2023
3,360ONE,EQ,1856.95,1860.0,1840.05,1852.7,1856.95,6354,117.63,1177,4372,68.81,13-Feb-2023
4,3IINFOLTD,EQ,36.85,37.0,35.95,36.1,36.7,260952,94.58,2499,167273,64.10,13-Feb-2023
5,3MINDIA,EQ,23310.0,23420.3,22813.05,22956.95,23420.35,1279,295.59,756,608,47.54,13-Feb-2023
6,3PLAND,EQ,21.1,21.1,21.1,21.1,20.1,7441,1.57,31,7441,100.00,13-Feb-2023
7,4THDIM,BE,31.0,31.35,30.85,31.35,30.8,245797,76.96,770,-,-,13-Feb-2023
8,515GS2025,GS,97.0,97.0,97.0,97.0,95.05,300,0.29,1,300,100.00,13-Feb-2023
9,522GS2025,GS,95.95,97.25,95.95,97.25,95.95,449,0.43,2,249,55.46,13-Feb-2023
10,574GS2026,GS,96.0,96.6,96.0,96.49,96.65,3206,3.09,6,3181,99.22,13-Feb-2023
11,5PAISA,EQ,300.0,300.0,292.0,292.4,294.9,9090,26.78,504,4484,49.33,13-Feb-2023
12,610GS2031,GS,93.0,93.0,93.0,93.0,93.5,300,0.28,1,300,100.00,13-Feb-2023
13,63MOONS,EQ,199.9,216.7,195.85,207.5,198.7,1300428,2726.76,24779,281693,21.66,13-Feb-2023
14,664GS2035,GS,95.0,95.0,95.0,95.0,96.0,400,0.38,2,400,100.00,13-Feb-2023
15,667GS2035,GS,96.5,96.5,96.5,96.5,96.2,467,0.45,5,467,100.00,13-Feb-2023
