,SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
0,1018GS2026,GS,121.02,121.02,121.02,121.02,121.0,700,0.85,1,700,100.00,27-Feb-2023
1,20MICRONS,EQ,68.3,69.15,66.8,67.15,68.3,48886,33.23,1416,28430,58.16,27-Feb-2023
2,21STCENMGM,EQ,17.0,17.65,17.0,17.55,17.35,4465,0.77,119,4184,93.71,27-Feb-2023
3,360ONE,EQ,1785.0,1793.95,1756.1,1779.75,1776.7,54243,965.93,5570,34531,63.66,27-Feb-2023
4,3IINFOLTD,EQ,34.1,34.5,32.5,32.7,34.2,443737,147.2,3050,279482,62.98,27-Feb-2023
5,3MINDIA,EQ,22000.0,22265.0,21650.0,21944.5,21853.65,4044,885.68,2582,1465,36.23,27-Feb-2023
6,3PLAND,EQ,21.85,22.1,21.5,22.1,21.05,11682,2.57,176,9844,84.27,27-Feb-2023
7,4THDIM,BE,36.75,37.05,35.65,37.0,36.35,775461,282.17,1290,-,-,27-Feb-2023
8,563GS2026,GS,97.25,97.25,97.25,97.25,96.6,5800,5.64,3,5800,100.00,27-Feb-2023
9,574GS2026,GS,96.5,96.5,96.5,96.5,96.01,500,0.48,1,500,100.00,27-Feb-2023
10,5PAISA,EQ,281.0,284.95,271.0,272.25,282.2,26790,73.61,1112,18904,70.56,27-Feb-2023
11,610GS2031,GS,97.6,97.65,97.6,97.65,93.0,100,0.1,2,100,100.00,27-Feb-2023
12,63MOONS,EQ,189.0,201.0,188.65,197.0,190.4,912130,1748.59,18154,85513,9.38,27-Feb-2023
13,664GS2035,GS,94.75,94.75,94.75,94.75,94.75,100,0.09,1,100,100.00,27-Feb-2023
14,667GS2035,GS,96.15,96.15,96.15,96.15,96.25,510,0.49,2,510,100.00,27-Feb-2023
15,667GS2050,GS,94.2,94.5,94.2,94.5,94.0,1501,1.42,4,1501,100.00,27-Feb-2023
16,669GS2024,GS,99.01,100.75,99.01,100.75,100.2,300,0.3,2,300,100.00,27-Feb-2023
17,676GS2061,GS,94.05,95.15,94.05,95.15,95.25,100,0.09,2,100,100.00,27-Feb-2023
18,689GS2025,GS,100.25,100.25,100.25,100.25,100.0,14500,14.54,2,14500,100.00,27-Feb-2023
19,699GS2051,GS,97.0,99.0,96.9,98.99,100.0,1502,1.46,4,1501,99.93,27-Feb-2023
20,710GS2029,GS,101.0,101.0,101.0,101.0,101.02,4000,4.04,5,4000,100.00,27-Feb-2023
21,726GS2032,GS,99.53,99.99,99.5,99.63,100.0,18169,18.12,26,17669,97.25,27-Feb-2023
22,726GS2033,GS,99.9,99.9,99.44,99.77,99.69,1312,1.31,8,1302,99.24,27-Feb-2023
23,736GS2052,GS,103.0,103.0,102.1,102.1,102.9,6091,6.27,3,6091,100.00,27-Feb-2023
24,738GS2027,GS,101.75,102.49,101.45,101.52,101.79,30753,31.23,28,30753,100.00,27-Feb-2023
25,741GS2036,GS,102.99,102.99,101.01,101.01,102.4,3,0.0,3,1,33.33,27-Feb-2023
26,754GS2036,GS,103.0,103.0,102.77,102.81,102.91,98269,101.01,87,98269,100.00,27-Feb-2023
27,757GS2033,GS,101.5,101.5,100.05,100.05,102.5,5149,5.22,2,5149,100.00,27-Feb-2023
28,768GS2023,GS,102.25,102.25,102.25,102.25,101.0,1000,1.02,1,1000,100.00,27-Feb-2023
29,772GS2025,GS,100.69,100.69,100.69,100.69,95.9,1,0.0,1,1,100.00,27-Feb-2023
30,824GS2027,GS,107.78,119.07,107.73,110.95,113.4,7269,7.83,16,7258,99.85,27-Feb-2023
31,883GS2041,GS,116.05,116.05,116.05,116.05,116.0,100,0.12,1,100,100.00,27-Feb-2023
32,897GS2030,GS,115.0,115.0,115.0,115.0,111.5,500,0.58,1,500,100.00,27-Feb-2023
33,92GS2030,GS,114.25,114.25,114.25,114.25,114.1,7000,8.0,2,7000,100.00,27-Feb-2023
34,A2ZINFRA,EQ,7.5,7.5,6.65,6.95,7.3,478251,32.72,879,297536,62.21,27-Feb-2023
35,AAATECH,EQ,57.05,57.5,55.1,55.35,56.95,17647,9.9,602,10691,60.58,27-Feb-2023
36,AAKASH,EQ,7.2,7.4,7.05,7.1,7.05,494651,35.65,1130,301954,61.04,27-Feb-2023
37,AAREYDRUGS,EQ,29.35,29.7,27.4,27.8,29.35,23762,6.69,388,15865,66.77,27-Feb-2023
