SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
20MICRONS,EQ,112.0,113.6,106.7,108.15,110.15,433857,478.1,5941,175899,40.54,13-Sep-2022
21STCENMGM,EQ,27.2,27.2,26.2,26.4,26.7,11004,2.93,209,5645,51.30,13-Sep-2022
3IINFOLTD,EQ,53.25,53.3,51.2,51.5,52.55,671598,348.7,5292,369462,55.01,13-Sep-2022
3MINDIA,EQ,22949.95,22949.95,22650.0,22802.15,22806.15,2061,469.35,1191,1402,68.03,13-Sep-2022
3PLAND,EQ,17.85,18.25,17.3,17.7,17.5,5531,0.98,83,2883,52.12,13-Sep-2022
3RDROCK,IT,64.6,64.6,64.6,64.6,64.6,5200,3.36,1,5200,100.00,13-Sep-2022
4THDIM,BE,25.2,25.2,25.2,25.2,24.0,200,0.05,3,-,-,13-Sep-2022
515GS2025,GS,93.77,93.77,93.77,93.77,89.31,100,0.09,1,100,100.00,13-Sep-2022
522GS2025,GS,94.51,94.51,94.51,94.51,94.5,100,0.09,1,100,100.00,13-Sep-2022
574GS2026,GS,98.7,98.7,98.7,98.7,94.0,100,0.1,1,100,100.00,13-Sep-2022
585GS2030,GS,90.0,90.0,90.0,90.0,89.79,100,0.09,1,100,100.00,13-Sep-2022
5PAISA,EQ,360.0,360.0,353.05,356.85,352.4,29750,106.28,1151,18842,63.33,13-Sep-2022
622GS2035,GS,91.25,92.5,91.25,92.5,91.9,200,0.18,2,100,50.00,13-Sep-2022
63MOONS,EQ,178.5,196.2,178.5,193.85,178.4,958105,1866.24,8327,270496,28.23,13-Sep-2022
654GS2032,GS,97.2,97.2,97.2,97.2,96.7,2,0.0,1,2,100.00,13-Sep-2022
664GS2035,GS,90.25,90.25,90.25,90.25,91.07,100,0.09,1,100,100.00,13-Sep-2022
667GS2035,GS,96.98,96.98,96.0,96.5,96.98,1810,1.75,6,1810,100.00,13-Sep-2022
667GS2050,GS,92.5,93.3,92.5,92.8,92.68,5483,5.09,16,5483,100.00,13-Sep-2022
669GS2024,GS,101.0,101.25,101.0,101.0,103.3,1710,1.73,6,1710,100.00,13-Sep-2022
676GS2061,GS,89.1,92.25,89.1,92.25,92.0,701,0.62,2,701,100.00,13-Sep-2022
695GS2061,GS,97.49,97.49,96.0,96.0,96.0,306,0.29,3,298,97.39,13-Sep-2022
699GS2051,GS,97.24,97.24,96.74,96.99,96.0,2351,2.28,7,2326,98.94,13-Sep-2022
710GS2029,GS,101.02,102.5,100.9,100.9,101.02,2600,2.62,5,2600,100.00,13-Sep-2022
726GS2032,GS,98.0,98.0,98.0,98.0,100.11,100,0.1,1,100,100.00,13-Sep-2022
727GS2026,GS,96.44,100.0,96.44,98.87,101.45,2000,1.97,10,2000,100.00,13-Sep-2022
738GS2027,GS,104.0,104.0,103.2,103.25,103.89,4400,4.57,7,4400,100.00,13-Sep-2022
754GS2036,GS,104.7,109.0,104.6,109.0,104.7,9300,9.74,8,9300,100.00,13-Sep-2022
795GS2032,GS,107.0,107.0,107.0,107.0,106.42,100,0.11,1,100,100.00,13-Sep-2022
824GS2027,GS,105.55,105.55,101.11,101.11,105.5,2240,2.29,6,2240,100.00,13-Sep-2022
828GS2032,GS,109.0,109.0,109.0,109.0,107.95,2700,2.94,2,2700,100.00,13-Sep-2022
A2ZINFRA,EQ,12.75,12.75,12.3,12.35,12.55,328247,41.19,499,284081,86.54,13-Sep-2022
AAATECH,SM,130.0,130.0,126.0,126.0,132.95,6000,7.68,2,6000,100.00,13-Sep-2022
AAKASH,EQ,15.3,15.3,15.3,15.3,14.6,91737,14.04,152,91717,99.98,13-Sep-2022
AAREYDRUGS,EQ,41.65,42.0,40.35,40.7,41.05,65142,26.88,477,43900,67.39,13-Sep-2022
AARON,BE,186.0,188.5,176.6,177.0,185.85,17514,31.63,678,-,-,13-Sep-2022
AARTIDRUGS,EQ,464.85,467.95,461.8,462.9,464.85,70707,328.27,3419,34023,48.12,13-Sep-2022
AARTIIND,EQ,893.1,905.9,890.0,894.5,888.65,935968,8417.48,32194,333344,35.61,13-Sep-2022
AARTISURF,EQ,829.45,922.75,827.0,867.75,825.7,117781,1041.47,7300,38228,32.46,13-Sep-2022
