SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
1018GS2026,GS,101.81,101.81,101.81,101.81,101.8,1,0.0,1,1,100.00,03-Aug-2021
20MICRONS,EQ,67.5,69.9,65.55,67.45,66.6,581423,397.87,5536,333911,57.43,03-Aug-2021
21STCENMGM,EQ,23.45,23.45,23.45,23.45,23.0,695,0.16,5,695,100.00,03-Aug-2021
3IINFOTECH,BE,9.4,9.6,9.2,9.35,9.25,5249997,492.5,6676,-,-,03-Aug-2021
3MINDIA,EQ,24800.0,24812.85,24352.0,24665.65,24672.55,2134,524.53,1225,1206,56.51,03-Aug-2021
3PLAND,BE,16.3,16.7,15.6,15.85,16.0,9885,1.61,64,-,-,03-Aug-2021
5PAISA,EQ,520.6,528.7,516.15,519.25,514.85,56765,296.56,2481,17855,31.45,03-Aug-2021
622GS2035,GS,97.5,98.5,97.5,98.5,97.5,400,0.39,3,400,100.00,03-Aug-2021
63MOONS,EQ,104.4,108.75,102.95,108.75,103.6,345373,371.67,2551,198632,57.51,03-Aug-2021
664GS2035,GS,99.5,99.5,99.5,99.5,99.0,100,0.1,1,100,100.00,03-Aug-2021
667GS2050,GS,96.5,96.5,95.0,95.0,96.0,8008,7.69,18,8008,100.00,03-Aug-2021
676GS2061,GS,99.01,99.25,98.8,99.19,99.0,7090,7.03,14,6790,95.77,03-Aug-2021
68GS2060,GS,100.0,100.0,100.0,100.0,102.0,100,0.1,2,100,100.00,03-Aug-2021
772GS2055,GS,112.0,115.6,112.0,115.6,114.25,269,0.31,2,269,100.00,03-Aug-2021
813GS2045,GS,116.0,116.0,116.0,116.0,110.63,100,0.12,1,100,100.00,03-Aug-2021
A2ZINFRA,EQ,5.2,5.25,5.05,5.1,5.25,445721,22.9,558,313521,70.34,03-Aug-2021
AAATECH,SM,50.0,51.0,49.5,49.5,49.5,9000,4.52,3,6000,66.67,03-Aug-2021
AAKASH,EQ,260.0,260.0,248.0,256.05,259.25,135894,347.89,1050,65845,48.45,03-Aug-2021
AARON,EQ,115.15,119.0,111.7,116.05,116.9,34427,39.59,598,17836,51.81,03-Aug-2021
AARTIDRUGS,EQ,670.0,687.8,668.3,681.25,669.45,423050,2870.95,15579,135328,31.99,03-Aug-2021
AARTIIND,EQ,954.0,987.0,950.8,975.25,948.15,1776400,17315.13,57663,528553,29.75,03-Aug-2021
AARTISURF,EQ,1527.0,1585.0,1526.35,1557.8,1514.45,28286,440.3,3578,17912,63.32,03-Aug-2021
AARVEEDEN,EQ,28.55,29.95,28.5,28.75,28.55,250541,73.77,824,164831,65.79,03-Aug-2021
AARVI,EQ,71.6,71.6,70.1,70.2,70.1,40777,28.72,257,34926,85.65,03-Aug-2021
AAVAS,EQ,2490.0,2508.15,2440.0,2449.4,2469.7,73326,1801.81,12826,49703,67.78,03-Aug-2021
ABAN,EQ,48.5,50.25,47.6,47.9,48.35,401314,196.44,3791,216986,54.07,03-Aug-2021
ABB,EQ,1684.9,1697.75,1664.9,1670.7,1683.45,127132,2142.95,7645,93046,73.19,03-Aug-2021
ABBOTINDIA,EQ,19750.7,19750.7,19200.0,19266.75,19750.7,17240,3335.53,6193,7952,46.13,03-Aug-2021
ABCAPITAL,EQ,119.45,121.3,118.0,118.35,118.95,3375957,4031.36,25859,1383557,40.98,03-Aug-2021
ABFRL,EQ,224.5,227.45,219.7,221.7,224.5,3734855,8297.25,23685,1527989,40.91,03-Aug-2021
ABINFRA,SM,7.8,7.8,7.8,7.8,7.45,4000,0.31,1,4000,100.00,03-Aug-2021
ABSLBANETF,EQ,345.73,350.32,345.73,350.13,345.53,660,2.31,16,39,5.91,03-Aug-2021
