,SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
0,1018GS2026,GS,136.0,136.0,124.5,130.25,131.0,2,0.0,2,1,50.00,09-Aug-2023
1,21STCENMGM,EQ,20.8,20.8,20.4,20.65,20.4,2614,0.54,24,1785,68.29,09-Aug-2023
2,360ONE,EQ,515.0,515.0,501.95,506.4,511.3,89701,454.9,7189,46124,51.42,09-Aug-2023
3,3IINFOLTD,EQ,33.85,34.0,33.1,33.35,33.85,466221,155.85,3054,330739,70.94,09-Aug-2023
4,3MINDIA,EQ,27504.45,27696.05,26628.0,26828.15,27493.6,5135,1383.8,2723,2704,52.66,09-Aug-2023
5,3PLAND,BE,20.35,20.35,19.8,19.8,19.95,2502,0.5,21,-,-,09-Aug-2023
6,448GS2023,GS,101.0,101.0,101.0,101.0,101.75,3,0.0,3,3,100.00,09-Aug-2023
7,563GS2026,GS,98.2,98.2,98.2,98.2,98.2,27,0.03,4,27,100.00,09-Aug-2023
8,574GS2026,GS,98.5,98.5,97.5,97.5,96.1,18,0.02,4,18,100.00,09-Aug-2023
9,5PAISA,EQ,459.8,468.45,453.9,458.75,454.9,78317,360.23,6647,29856,38.12,09-Aug-2023
10,613GS2028,GS,97.42,97.42,95.81,95.81,95.57,1680,1.62,2,840,50.00,09-Aug-2023
11,619GS2034,GS,94.3,94.3,94.3,94.3,94.15,5,0.0,1,5,100.00,09-Aug-2023
12,622GS2035,GS,94.3,94.3,94.3,94.3,94.0,7,0.01,2,7,100.00,09-Aug-2023
13,63MOONS,EQ,269.0,278.95,260.25,278.95,253.6,983482,2719.26,6978,284906,28.97,09-Aug-2023
14,654GS2032,GS,96.25,97.0,96.25,97.0,96.25,6001,5.78,4,6001,100.00,09-Aug-2023
15,664GS2035,GS,93.83,93.83,93.83,93.83,98.75,1,0.0,1,1,100.00,09-Aug-2023
16,667GS2035,GS,92.85,96.8,92.85,96.55,96.35,13295,12.46,15,11156,83.91,09-Aug-2023
17,667GS2050,GS,93.05,93.05,93.0,93.0,94.0,1100,1.02,2,1100,100.00,09-Aug-2023
18,669GS2024,GS,100.05,100.75,100.05,100.5,100.7,16221,16.3,37,16211,99.94,09-Aug-2023
19,689GS2025,GS,100.9,100.9,100.9,100.9,100.9,257,0.26,12,257,100.00,09-Aug-2023
20,68GS2060,GS,94.6,95.25,94.6,95.25,96.5,11107,10.57,7,11107,100.00,09-Aug-2023
21,695GS2061,GS,96.01,98.5,96.01,98.5,99.5,300,0.29,2,300,100.00,09-Aug-2023
22,699GS2026,GS,101.5,101.51,101.25,101.51,101.5,4218,4.28,6,4218,100.00,09-Aug-2023
23,699GS2051,GS,98.5,98.5,98.5,98.5,97.69,1032,1.02,2,1032,100.00,09-Aug-2023
24,706GS2028,GS,101.8,101.84,101.5,101.84,101.81,5600,5.69,3,5600,100.00,09-Aug-2023
25,710GS2029,GS,102.0,102.35,101.9,101.95,102.11,6835,6.98,8,6835,100.00,09-Aug-2023
26,717GS2030,GS,101.81,101.9,101.81,101.9,101.81,200,0.2,2,200,100.00,09-Aug-2023
27,718GS2037,GS,99.62,99.85,99.62,99.85,99.58,1100,1.1,3,1100,100.00,09-Aug-2023
28,725GS2063,GS,100.0,100.0,100.0,100.0,100.0,1130,1.13,4,1130,100.00,09-Aug-2023
29,726GS2029,GS,102.0,102.0,100.0,100.0,102.05,500,0.5,8,500,100.00,09-Aug-2023
30,726GS2032,GS,103.08,103.45,103.08,103.45,103.32,102,0.11,2,102,100.00,09-Aug-2023
31,726GS2033,GS,102.1,102.1,102.0,102.0,102.84,13829,14.12,6,13829,100.00,09-Aug-2023
32,736GS2052,GS,103.0,103.0,103.0,103.0,102.86,1,0.0,1,1,100.00,09-Aug-2023
33,738GS2027,GS,101.72,102.0,101.51,101.69,101.72,67272,68.47,59,66883,99.42,09-Aug-2023
34,73GS2053,GS,100.25,100.25,100.25,100.25,100.25,5800,5.81,8,5750,99.14,09-Aug-2023
35,741GS2036,GS,102.98,102.98,102.6,102.71,102.99,2103,2.16,4,2103,100.00,09-Aug-2023
36,74GS2035,GS,105.0,105.0,105.0,105.0,103.0,1500,1.58,2,1500,100.00,09-Aug-2023
