,SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
0,1018GS2026,GS,108.72,108.72,108.72,108.72,114.4,1,0.0,1,1,100.00,09-May-2023
1,20MICRONS,EQ,84.5,84.85,82.25,82.45,84.35,90157,75.12,1381,58103,64.45,09-May-2023
2,21STCENMGM,EQ,18.9,18.9,18.5,18.8,18.6,2658,0.5,27,2656,99.92,09-May-2023
3,360ONE,EQ,412.0,412.0,399.7,401.35,406.35,589981,2376.46,7113,521838,88.45,09-May-2023
4,3IINFOLTD,EQ,33.1,33.7,32.65,33.05,33.05,614146,204.08,3036,350136,57.01,09-May-2023
5,3MINDIA,EQ,23785.65,24089.9,23785.05,23927.45,23785.65,13938,3333.23,1558,12574,90.21,09-May-2023
6,3PLAND,EQ,22.95,22.95,22.05,22.4,22.95,7926,1.78,86,5449,68.75,09-May-2023
7,4THDIM,BE,23.55,24.0,23.4,23.85,23.55,448078,106.94,1143,-,-,09-May-2023
8,574GS2026,GS,99.0,99.0,99.0,99.0,96.8,50,0.05,1,50,100.00,09-May-2023
9,5PAISA,EQ,312.0,316.45,312.0,313.55,316.4,38003,119.42,2124,23655,62.25,09-May-2023
10,63MOONS,EQ,174.1,176.1,171.1,171.5,173.05,61558,106.75,1691,30304,49.23,09-May-2023
11,654GS2032,GS,99.0,99.0,98.98,98.98,96.16,1002,0.99,3,1001,99.90,09-May-2023
12,667GS2035,GS,98.59,98.59,96.52,97.81,98.6,7699,7.47,8,6300,81.83,09-May-2023
13,667GS2050,GS,97.0,97.25,96.66,96.81,97.5,3194,3.09,9,3194,100.00,09-May-2023
14,669GS2024,GS,102.0,102.5,102.0,102.35,102.5,18349,18.78,12,18349,100.00,09-May-2023
15,695GS2061,GS,100.0,100.0,100.0,100.0,100.99,350,0.35,1,350,100.00,09-May-2023
16,699GS2026,GS,100.6,100.6,100.6,100.6,100.6,50,0.05,1,50,100.00,09-May-2023
17,699GS2051,GS,101.99,101.99,101.99,101.99,99.51,1,0.0,1,1,100.00,09-May-2023
18,706GS2028,GS,101.35,101.35,101.1,101.15,101.34,33799,34.22,13,33799,100.00,09-May-2023
19,710GS2029,GS,101.3,101.4,101.05,101.08,101.3,85701,86.76,38,85701,100.00,09-May-2023
20,716GS2050,GS,98.5,98.51,98.5,98.51,102.0,3674,3.62,3,3674,100.00,09-May-2023
21,726GS2032,GS,102.99,102.99,102.81,102.89,103.0,25450,26.19,11,25450,100.00,09-May-2023
22,726GS2033,GS,102.5,102.5,102.5,102.5,102.55,100,0.1,1,100,100.00,09-May-2023
