,SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
0,1018GS2026,GS,121.0,123.0,121.0,123.0,119.0,753,0.91,6,400,53.12,06-Jul-2023
1,20MICRONS,BE,93.8,94.5,92.8,93.45,93.8,38420,35.87,250,-,-,06-Jul-2023
2,21STCENMGM,EQ,21.55,21.55,21.55,21.55,21.95,2931,0.63,15,2931,100.00,06-Jul-2023
3,360ONE,EQ,477.95,488.75,472.85,479.75,474.9,174542,844.71,18149,100469,57.56,06-Jul-2023
4,3IINFOLTD,EQ,34.0,34.8,33.7,33.9,33.75,488086,166.21,3343,284306,58.25,06-Jul-2023
5,3MINDIA,EQ,27336.0,28248.0,27156.0,27361.45,27326.3,14453,3984.37,2930,11089,76.72,06-Jul-2023
6,3PLAND,BE,20.2,20.5,19.65,19.75,20.45,2236,0.45,31,-,-,06-Jul-2023
7,456GS2023,GS,99.05,99.05,99.05,99.05,100.0,3,0.0,1,3,100.00,06-Jul-2023
8,4THDIM,BE,16.25,16.25,16.25,16.25,16.55,8096,1.32,69,-,-,06-Jul-2023
9,563GS2026,GS,97.55,97.55,96.9,97.55,97.55,94,0.09,10,84,89.36,06-Jul-2023
10,5PAISA,EQ,409.0,409.5,394.15,402.5,411.55,193077,772.68,8227,62087,32.16,06-Jul-2023
11,622GS2035,GS,96.5,96.5,92.05,92.05,95.0,604,0.56,2,604,100.00,06-Jul-2023
12,63MOONS,EQ,248.0,252.7,241.75,246.85,246.9,266464,663.05,9018,110560,41.49,06-Jul-2023
13,654GS2032,GS,99.45,99.45,99.43,99.43,99.4,208,0.21,4,208,100.00,06-Jul-2023
14,664GS2035,GS,94.58,94.85,94.58,94.85,97.0,11,0.01,2,11,100.00,06-Jul-2023
15,667GS2035,GS,95.84,95.84,95.74,95.74,95.95,1900,1.82,23,1900,100.00,06-Jul-2023
16,667GS2050,GS,94.0,94.0,92.0,94.0,94.0,900,0.84,6,900,100.00,06-Jul-2023
17,669GS2024,GS,99.96,99.96,99.95,99.95,99.96,6462,6.46,9,6462,100.00,06-Jul-2023
18,676GS2061,GS,98.02,98.02,98.0,98.0,98.0,521,0.51,6,521,100.00,06-Jul-2023
19,68GS2060,GS,96.5,96.5,93.25,94.0,94.3,18560,17.46,27,18468,99.50,06-Jul-2023
20,695GS2061,GS,98.5,98.5,98.0,98.17,94.1,1190,1.17,6,1190,100.00,06-Jul-2023
21,699GS2026,GS,101.0,101.0,100.5,100.5,101.0,200,0.2,4,200,100.00,06-Jul-2023
22,699GS2051,GS,98.41,98.75,94.13,97.99,96.01,1467,1.43,21,1167,79.55,06-Jul-2023
23,706GS2028,GS,101.5,101.5,101.49,101.5,101.42,7560,7.67,3,7560,100.00,06-Jul-2023
24,710GS2029,GS,101.8,101.8,101.4,101.74,102.49,49680,50.53,18,49680,100.00,06-Jul-2023
25,717GS2030,GS,101.75,101.94,101.7,101.9,102.0,29300,29.86,33,29300,100.00,06-Jul-2023
26,725GS2063,GS,99.65,99.65,99.3,99.35,99.5,25957,25.81,32,25357,97.69,06-Jul-2023
27,726GS2032,GS,102.63,103.8,102.63,103.79,103.99,1034836,1074.15,33,524836,50.72,06-Jul-2023
28,727GS2026,GS,103.0,104.0,101.99,104.0,104.0,104,0.11,5,104,100.00,06-Jul-2023
29,732GS2024,GS,105.1,105.1,105.1,105.1,103.05,38,0.04,4,38,100.00,06-Jul-2023
30,736GS2052,GS,103.0,103.0,103.0,103.0,103.63,2,0.0,1,2,100.00,06-Jul-2023
31,738GS2027,GS,101.41,101.49,101.32,101.38,101.41,203152,206.0,102,203146,100.00,06-Jul-2023
32,73GS2053,GS,99.87,99.87,99.5,99.5,99.9,2819,2.81,6,2819,100.00,06-Jul-2023
33,741GS2036,GS,103.0,103.0,102.12,102.6,102.47,14581,14.96,20,14570,99.92,06-Jul-2023
34,74GS2035,GS,104.5,104.5,104.4,104.4,104.5,5001,5.22,6,5001,100.00,06-Jul-2023
35,74GS2062,GS,104.01,105.39,104.01,104.04,104.5,3270,3.4,6,3270,100.00,06-Jul-2023
36,754GS2036,GS,104.14,104.14,103.5,103.69,103.77,965077,1000.21,529,952337,98.68,06-Jul-2023
37,757GS2033,GS,104.0,104.0,104.0,104.0,104.0,10,0.01,1,10,100.00,06-Jul-2023
38,759GS2026,GS,104.84,104.84,104.84,104.84,104.84,600,0.63,2,600,100.00,06-Jul-2023
39,795GS2032,GS,107.5,107.5,106.5,106.5,107.8,4,0.0,2,2,50.00,06-Jul-2023
40,915GS2024,GS,107.1,107.1,107.1,107.1,107.0,187,0.2,1,187,100.00,06-Jul-2023
41,A2ZINFRA,BE,7.2,7.2,6.9,7.05,7.15,219772,15.41,258,-,-,06-Jul-2023
42,AAATECH,EQ,54.7,56.55,53.2,54.2,55.25,35866,19.61,639,27792,77.49,06-Jul-2023
43,AAKASH,BE,5.95,6.0,5.85,5.9,5.9,107129,6.35,333,-,-,06-Jul-2023
44,AAREYDRUGS,EQ,33.8,34.3,33.05,33.15,33.5,30190,10.14,461,20580,68.17,06-Jul-2023
45,AARON,EQ,235.5,256.5,235.25,245.25,233.2,84991,210.99,2588,35250,41.47,06-Jul-2023
46,AARTIDRUGS,EQ,466.0,474.8,464.3,470.6,467.25,230789,1085.97,11784,113570,49.21,06-Jul-2023
47,AARTIIND,EQ,489.0,489.5,480.0,486.0,486.35,1675077,8111.28,36981,752771,44.94,06-Jul-2023
48,AARTIPHARM,EQ,369.0,372.2,364.0,366.65,369.7,155764,572.16,12361,101757,65.33,06-Jul-2023
49,AARTIPP,E1,309.95,310.0,299.95,307.15,310.0,233,0.7,35,214,91.85,06-Jul-2023
50,AARTISURF,EQ,610.55,626.0,610.55,621.9,612.9,14830,91.75,1058,9214,62.13,06-Jul-2023
51,AARVEEDEN,EQ,20.5,20.5,20.15,20.2,20.05,6859,1.39,77,4183,60.99,06-Jul-2023
52,AARVI,EQ,137.1,139.15,137.1,137.85,137.1,9652,13.31,253,6897,71.46,06-Jul-2023
53,AATMAJ,ST,57.2,57.75,55.0,55.2,57.2,76000,42.54,38,74000,97.37,06-Jul-2023
54,AAVAS,EQ,1540.0,1555.0,1524.8,1537.65,1540.3,124659,1917.43,11292,61736,49.52,06-Jul-2023
55,ABAN,EQ,41.45,42.45,41.45,41.85,41.45,214920,90.16,1981,101221,47.10,06-Jul-2023
56,ABB,EQ,4420.0,4445.25,4384.0,4400.15,4390.6,159465,7043.44,25236,86014,53.94,06-Jul-2023
57,ABBOTINDIA,EQ,23306.95,23869.95,23200.0,23825.75,23306.0,14956,3543.07,5522,8641,57.78,06-Jul-2023
58,ABCAPITAL,EQ,189.65,190.2,187.6,189.05,188.85,4276768,8067.32,21305,2075818,48.54,06-Jul-2023
59,ABFRL,EQ,210.9,214.2,209.3,213.65,210.6,2261012,4793.29,25160,807470,35.71,06-Jul-2023
60,ABSLAMC,EQ,372.25,374.7,371.45,372.1,372.25,75400,281.13,2297,58561,77.67,06-Jul-2023
61,ABSLBANETF,EQ,45.85,45.85,45.4,45.67,45.45,3656846,1668.1,465,3627592,99.20,06-Jul-2023
62,ABSLLIQUID,EQ,1000.01,1000.01,1000.01,1000.01,999.99,1457,14.57,8,1457,100.00,06-Jul-2023
63,ABSLNN50ET,EQ,45.0,48.5,44.6,45.89,45.35,6374,2.92,111,5046,79.17,06-Jul-2023
64,ACC,EQ,1821.0,1827.6,1810.0,1820.35,1820.8,295412,5367.16,24538,171387,58.02,06-Jul-2023
65,ACCELYA,EQ,1330.95,1346.0,1330.95,1341.9,1329.15,10210,136.83,1464,6293,61.64,06-Jul-2023
66,ACCORD,SM,32.0,33.5,30.45,31.5,32.0,28000,8.99,14,20000,71.43,06-Jul-2023
67,ACCURACY,BE,10.75,10.95,10.75,10.9,10.85,225007,24.48,386,-,-,06-Jul-2023
68,ACE,EQ,510.0,567.5,510.0,551.9,504.55,4697732,25800.17,109835,1034382,22.02,06-Jul-2023
69,ACEINTEG,BE,36.8,37.7,36.0,36.9,37.8,3877,1.4,8,-,-,06-Jul-2023
70,ACI,EQ,536.45,542.05,534.65,538.8,536.45,134137,722.06,12078,72221,53.84,06-Jul-2023
71,ACL,EQ,86.05,88.3,85.0,86.7,87.75,22154,19.24,815,13816,62.36,06-Jul-2023
72,ADANIENT,EQ,2399.15,2427.6,2390.0,2402.9,2399.15,2476366,59590.09,72164,786671,31.77,06-Jul-2023
73,ADANIGREEN,EQ,950.95,972.9,948.4,962.2,948.2,799351,7657.87,35701,355784,44.51,06-Jul-2023
74,ADANIPORTS,EQ,742.4,745.9,738.2,740.05,742.75,1949877,14474.92,54577,1083203,55.55,06-Jul-2023
75,ADANIPOWER,EQ,245.65,248.4,245.45,246.45,245.65,2188169,5400.01,30224,954267,43.61,06-Jul-2023
76,ADANITRANS,EQ,770.0,775.0,766.25,769.35,770.0,620475,4778.73,20208,334045,53.84,06-Jul-2023
77,ADFFOODS,EQ,1050.0,1067.45,1038.2,1047.7,1039.75,36027,379.58,5339,9701,26.93,06-Jul-2023
78,ADL,BE,78.0,78.0,72.75,74.5,75.75,1702,1.26,37,-,-,06-Jul-2023
79,ADORWELD,EQ,1210.95,1248.9,1197.95,1203.7,1198.95,38222,466.64,6042,14968,39.16,06-Jul-2023
80,ADROITINFO,BE,17.3,18.0,16.95,17.4,17.25,27531,4.81,118,-,-,06-Jul-2023
81,ADSL,EQ,107.5,111.0,107.3,109.4,107.2,469707,511.17,5474,137410,29.25,06-Jul-2023
82,ADVANIHOTR,EQ,89.3,89.3,86.4,87.1,87.95,47910,41.84,731,34459,71.92,06-Jul-2023
83,ADVENZYMES,EQ,278.7,300.0,278.65,291.0,276.55,1465752,4307.79,34281,387725,26.45,06-Jul-2023
84,AEGISCHEM,EQ,353.0,353.0,343.8,345.4,353.05,2002880,6953.28,28839,1397597,69.78,06-Jul-2023
85,AETHER,EQ,1059.45,1098.0,1055.0,1059.5,1059.45,184494,1982.4,10780,84785,45.96,06-Jul-2023
86,AFFLE,EQ,1072.35,1078.3,1062.9,1067.45,1072.35,102000,1092.03,9615,51118,50.12,06-Jul-2023
87,AGARIND,EQ,618.5,623.3,607.75,609.85,617.55,45579,279.21,4008,20644,45.29,06-Jul-2023
88,AGARWALFT,SM,34.0,34.0,33.0,33.5,34.95,18000,6.03,6,18000,100.00,06-Jul-2023
89,AGI,EQ,570.5,574.0,561.9,570.35,568.55,102358,580.55,4489,66196,64.67,06-Jul-2023
90,AGRITECH,EQ,103.8,104.85,102.55,103.65,102.5,17602,18.25,324,9913,56.32,06-Jul-2023
91,AGROPHOS,EQ,35.8,35.8,35.1,35.3,35.2,32921,11.66,287,22544,68.48,06-Jul-2023
92,AGSTRA,EQ,59.0,59.95,58.4,59.0,58.9,212802,125.46,2145,108946,51.20,06-Jul-2023
93,AHIMSA,SM,9.45,9.45,9.45,9.45,8.6,12000,1.13,2,12000,100.00,06-Jul-2023
94,AHL,EQ,277.05,284.0,277.05,278.25,276.05,373826,1047.01,3703,62873,16.82,06-Jul-2023
95,AHLADA,EQ,110.4,113.5,110.4,112.35,110.95,8202,9.21,121,7403,90.26,06-Jul-2023
96,AHLEAST,EQ,123.0,124.0,121.05,122.9,122.45,3060,3.74,77,2162,70.65,06-Jul-2023
97,AHLUCONT,EQ,680.0,684.25,675.0,677.9,673.05,137768,934.51,7854,73454,53.32,06-Jul-2023
98,AIAENG,EQ,3214.7,3230.0,3175.0,3214.75,3180.85,89768,2882.74,19775,54503,60.72,06-Jul-2023
99,AILIMITED,SM,52.2,52.2,52.2,52.2,50.4,3000,1.57,1,3000,100.00,06-Jul-2023
100,AIRAN,EQ,17.75,17.75,17.4,17.6,17.5,167509,29.47,784,82022,48.97,06-Jul-2023
101,AIROLAM,EQ,88.5,91.8,88.25,89.7,88.55,37442,33.81,425,16170,43.19,06-Jul-2023
