,SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
0,1018GS2026,GS,116.0,116.0,116.0,116.0,111.2,1,0.0,1,1,100.00,30-Dec-2022
1,20MICRONS,EQ,91.45,92.55,90.2,91.05,91.1,73604,67.24,1735,38171,51.86,30-Dec-2022
2,21STCENMGM,EQ,22.0,22.55,22.0,22.55,22.15,61746,13.73,305,2486,4.03,30-Dec-2022
3,3IINFOLTD,EQ,41.0,41.6,40.65,40.75,40.4,367046,150.6,2158,162682,44.32,30-Dec-2022
4,3MINDIA,EQ,22075.05,22188.95,21900.0,21943.1,22017.3,760,167.4,554,368,48.42,30-Dec-2022
5,3PLAND,EQ,17.55,17.65,16.7,16.8,17.5,4025,0.69,90,2712,67.38,30-Dec-2022
6,426GS2023,GS,98.9,98.9,98.9,98.9,98.9,1000,0.99,1,1000,100.00,30-Dec-2022
7,456GS2023,GS,97.05,97.05,97.05,97.05,98.6,100,0.1,1,100,100.00,30-Dec-2022
8,4THDIM,BE,115.5,117.0,115.05,116.65,115.0,13091,15.2,87,-,-,30-Dec-2022
9,574GS2026,GS,95.0,95.0,95.0,95.0,94.75,1000,0.95,1,1000,100.00,30-Dec-2022
10,5PAISA,EQ,306.8,309.0,305.55,307.55,305.3,7900,24.25,626,3881,49.13,30-Dec-2022
11,610GS2031,GS,96.5,96.5,96.5,96.5,92.0,5000,4.83,2,5000,100.00,30-Dec-2022
12,63MOONS,EQ,168.0,173.7,163.0,167.6,167.3,281022,476.48,7311,88512,31.50,30-Dec-2022
13,664GS2035,GS,92.1,92.1,92.1,92.1,91.0,1000,0.92,1,1000,100.00,30-Dec-2022
14,667GS2035,GS,99.95,99.96,99.95,99.95,99.96,2,0.0,2,1,50.00,30-Dec-2022
15,667GS2050,GS,91.99,92.0,91.35,91.35,91.99,7594,6.98,24,5993,78.92,30-Dec-2022
16,669GS2024,GS,101.0,101.0,101.0,101.0,100.65,300,0.3,2,300,100.00,30-Dec-2022
17,676GS2061,GS,96.0,96.0,96.0,96.0,96.0,100,0.1,1,100,100.00,30-Dec-2022
18,695GS2061,GS,95.45,95.45,95.21,95.22,95.45,10000,9.53,6,10000,100.00,30-Dec-2022
19,699GS2051,GS,95.99,96.25,95.99,96.0,96.0,9738,9.35,11,9738,100.00,30-Dec-2022
20,710GS2029,GS,100.0,100.74,100.0,100.74,100.7,2620,2.62,9,2620,100.00,30-Dec-2022
21,717GS2028,GS,102.0,102.0,102.0,102.0,102.0,100,0.1,1,100,100.00,30-Dec-2022
22,719GS2060,GS,105.55,105.55,105.55,105.55,104.0,200,0.21,1,200,100.00,30-Dec-2022
23,726GS2029,GS,102.5,102.5,102.5,102.5,97.88,100,0.1,2,100,100.00,30-Dec-2022
24,726GS2032,GS,102.0,102.5,100.5,100.6,102.75,43000,43.28,7,43000,100.00,30-Dec-2022
25,736GS2052,GS,100.0,102.0,100.0,102.0,100.0,1530,1.53,2,1530,100.00,30-Dec-2022
26,738GS2027,GS,99.7,102.0,99.7,101.72,101.5,50200,51.02,23,50190,99.98,30-Dec-2022
27,741GS2036,GS,100.0,100.8,100.0,100.8,100.5,2558,2.56,4,2558,100.00,30-Dec-2022
28,754GS2036,GS,102.6,102.6,102.2,102.29,102.46,163075,166.82,107,163000,99.95,30-Dec-2022
29,759GS2026,GS,105.1,105.1,105.1,105.1,104.0,1287,1.35,2,1287,100.00,30-Dec-2022
30,824GS2033,GS,115.0,115.0,110.57,110.57,110.0,167,0.19,4,167,100.00,30-Dec-2022
31,828GS2027,GS,106.75,106.75,106.75,106.75,105.55,8400,8.97,1,8400,100.00,30-Dec-2022
32,897GS2030,GS,112.5,112.5,111.5,111.5,112.49,4685,5.24,6,4685,100.00,30-Dec-2022
33,A2ZINFRA,EQ,10.15,10.3,9.85,9.95,9.95,620033,62.14,778,480105,77.43,30-Dec-2022
34,AAATECH,EQ,61.75,61.75,56.5,59.85,57.05,16284,9.64,201,13206,81.10,30-Dec-2022
35,AAKASH,EQ,6.9,6.95,6.6,6.9,6.8,239966,16.48,706,191705,79.89,30-Dec-2022
36,AAL,ST,132.4,132.4,132.4,132.4,126.1,44800,59.32,27,44800,100.00,30-Dec-2022
37,AAREYDRUGS,EQ,40.0,40.05,38.25,38.65,39.6,59119,23.14,550,42181,71.35,30-Dec-2022
38,AARON,EQ,174.0,174.0,168.6,172.5,170.9,5436,9.35,209,3202,58.90,30-Dec-2022
39,AARTIDRUGS,EQ,455.0,461.0,450.65,460.1,451.05,86327,395.92,6537,50099,58.03,30-Dec-2022
40,AARTIIND,EQ,611.85,617.45,609.0,610.1,610.9,343304,2102.61,13539,135306,39.41,30-Dec-2022
41,AARTISURF,EQ,632.0,639.0,626.5,633.25,623.3,5321,33.66,1149,2621,49.26,30-Dec-2022
42,AARVEEDEN,EQ,23.95,24.3,23.5,23.7,23.6,11205,2.68,143,4739,42.29,30-Dec-2022
43,AARVI,EQ,155.5,184.2,153.85,177.65,153.5,331613,595.0,5862,65352,19.71,30-Dec-2022
