,SYMBOL,SERIES,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE1
0,20MICRONS,BE,139.9,139.9,139.9,139.9,142.75,40521,56.69,116,-,-,16-Oct-2023
1,21STCENMGM,EQ,19.3,19.3,18.9,18.95,19.05,1495,0.29,41,1082,72.37,16-Oct-2023
2,360ONE,EQ,531.1,555.2,531.1,553.1,537.85,633106,3466.71,24038,372236,58.80,16-Oct-2023
3,3IINFOLTD,EQ,38.6,39.75,38.35,38.95,38.5,771969,300.87,3655,360709,46.73,16-Oct-2023
4,3MINDIA,EQ,30625.0,31115.05,30550.2,30619.75,30815.75,4457,1366.78,853,3847,86.31,16-Oct-2023
5,3PLAND,EQ,26.7,27.3,26.2,26.45,26.05,19361,5.18,271,16492,85.18,16-Oct-2023
6,448GS2023,GS,100.05,100.05,100.05,100.05,100.05,1,0.0,1,1,100.00,16-Oct-2023
7,456GS2023,GS,99.32,99.32,99.32,99.32,99.32,500,0.5,1,500,100.00,16-Oct-2023
8,563GS2026,GS,99.75,99.75,99.75,99.75,102.3,1,0.0,1,1,100.00,16-Oct-2023
9,574GS2026,GS,103.9,103.9,103.9,103.9,99.05,1,0.0,1,1,100.00,16-Oct-2023
10,5PAISA,EQ,453.75,457.0,440.05,443.45,448.8,59082,264.78,6495,29174,49.38,16-Oct-2023
11,610GS2031,GS,94.5,94.5,94.5,94.5,94.5,1,0.0,1,1,100.00,16-Oct-2023
12,618GS2024,GS,102.0,102.0,102.0,102.0,101.0,4,0.0,2,4,100.00,16-Oct-2023
13,63MOONS,EQ,247.7,254.5,239.05,254.5,242.4,101261,251.98,3874,67428,66.59,16-Oct-2023
14,654GS2032,GS,95.6,97.5,95.6,96.1,97.0,73,0.07,6,71,97.26,16-Oct-2023
15,664GS2035,GS,94.26,94.35,94.25,94.35,93.33,1802,1.7,4,1302,72.25,16-Oct-2023
16,667GS2035,GS,94.57,96.99,94.57,96.99,96.99,1178,1.12,3,1177,99.92,16-Oct-2023
17,667GS2050,GS,94.85,94.85,94.85,94.85,95.0,9,0.01,1,9,100.00,16-Oct-2023
18,669GS2024,GS,99.11,101.8,99.11,101.21,101.65,859,0.87,7,854,99.42,16-Oct-2023
19,676GS2061,GS,96.0,96.8,93.0,96.6,96.01,146,0.14,14,146,100.00,16-Oct-2023
20,689GS2025,GS,101.28,101.28,100.5,100.5,101.22,9,0.01,5,9,100.00,16-Oct-2023
21,68GS2060,GS,95.78,98.0,93.53,98.0,93.45,9,0.01,7,8,88.89,16-Oct-2023
22,695GS2061,GS,99.99,99.99,96.0,99.99,96.25,10,0.01,8,5,50.00,16-Oct-2023
23,699GS2051,GS,96.12,96.12,96.12,96.12,96.1,100,0.1,1,100,100.00,16-Oct-2023
24,706GS2028,GS,100.0,100.0,99.45,99.53,100.01,30651,30.59,44,30551,99.67,16-Oct-2023
25,717GS2030,GS,102.0,105.0,102.0,102.5,102.5,377,0.39,6,371,98.41,16-Oct-2023
26,718GS2033,GS,100.6,100.6,100.5,100.5,100.59,1001,1.01,7,1001,100.00,16-Oct-2023
27,718GS2037,GS,101.2,101.2,100.4,100.4,101.67,13600,13.72,23,13600,100.00,16-Oct-2023
28,725GS2063,GS,101.3,101.3,101.0,101.0,101.3,10300,10.43,3,10300,100.00,16-Oct-2023
29,726GS2032,GS,101.0,101.0,100.39,100.4,100.48,84325,84.71,29,84324,100.00,16-Oct-2023
30,726GS2033,GS,101.0,101.1,101.0,101.0,101.0,29501,29.8,5,29501,100.00,16-Oct-2023
31,736GS2052,GS,101.0,101.0,99.8,99.85,99.91,29837,29.81,32,29837,100.00,16-Oct-2023
32,738GS2027,GS,102.7,102.7,102.3,102.52,102.69,98580,101.2,45,94011,95.37,16-Oct-2023
33,73GS2053,GS,100.35,100.35,100.0,100.0,100.49,15500,15.54,9,12050,77.74,16-Oct-2023
34,741GS2036,GS,102.0,102.3,101.99,102.21,101.99,140426,143.26,77,140426,100.00,16-Oct-2023
35,74GS2035,GS,99.01,99.01,98.78,98.81,98.78,5814,5.75,6,2957,50.86,16-Oct-2023
36,74GS2062,GS,105.06,105.06,102.0,102.1,102.5,2657,2.71,13,2657,100.00,16-Oct-2023
37,754GS2036,GS,103.95,104.0,103.85,103.87,103.89,299617,311.37,155,299617,100.00,16-Oct-2023
38,757GS2033,GS,104.0,104.0,104.0,104.0,104.0,500,0.52,1,500,100.00,16-Oct-2023
39,762GS2039,GS,105.0,105.0,105.0,105.0,104.0,500,0.53,1,500,100.00,16-Oct-2023
40,772GS2025,GS,104.08,104.08,104.0,104.0,104.0,3,0.0,2,3,100.00,16-Oct-2023
41,824GS2027,GS,105.5,105.5,102.71,102.9,105.5,236,0.24,5,136,57.63,16-Oct-2023
42,826GS2027,GS,105.0,105.0,105.0,105.0,105.9,113,0.12,3,113,100.00,16-Oct-2023
43,828GS2027,GS,103.75,103.75,103.75,103.75,103.16,1050,1.09,4,1050,100.00,16-Oct-2023
44,92GS2030,GS,112.0,112.0,111.99,112.0,112.0,13283,14.88,7,13283,100.00,16-Oct-2023
45,A2ZINFRA,BE,9.4,9.5,9.25,9.35,9.4,60966,5.7,148,-,-,16-Oct-2023
46,AAATECH,EQ,67.7,72.0,64.5,66.05,67.15,280057,190.76,3721,129308,46.17,16-Oct-2023
47,AAKASH,BE,6.65,6.65,6.5,6.65,6.35,306901,20.4,614,-,-,16-Oct-2023
48,AAREYDRUGS,BE,46.35,46.35,45.6,45.6,45.15,7389,3.39,61,-,-,16-Oct-2023
49,AARON,EQ,295.0,295.0,278.0,281.95,277.2,6012,17.07,369,5209,86.64,16-Oct-2023
50,AARTECH,BE,163.9,167.0,159.0,166.75,160.35,12924,21.3,261,-,-,16-Oct-2023
51,AARTIDRUGS,EQ,520.4,525.35,520.25,522.5,520.4,85930,449.26,6847,43750,50.91,16-Oct-2023
52,AARTIIND,EQ,486.85,495.5,484.65,490.6,486.05,1171547,5756.69,19846,455560,38.89,16-Oct-2023
53,AARTIPHARM,EQ,423.0,425.95,405.6,409.95,418.75,154919,642.3,9268,92139,59.48,16-Oct-2023
54,AARTIPP,E1,301.05,303.0,301.0,301.2,308.0,10,0.03,4,9,90.00,16-Oct-2023
55,AARTISURF,EQ,600.0,611.95,600.0,609.35,607.55,3828,23.32,709,2446,63.90,16-Oct-2023
56,AARTISURF,P1,153.9,160.0,153.9,160.0,153.9,6,0.01,4,6,100.00,16-Oct-2023
57,AARVEEDEN,EQ,24.4,24.5,23.25,23.75,23.9,20844,5.01,498,9608,46.09,16-Oct-2023
58,AARVI,EQ,139.35,141.4,137.4,138.65,138.0,15434,21.51,711,9502,61.57,16-Oct-2023
59,AATMAJ,SM,46.05,47.6,46.05,46.6,46.05,24000,11.22,12,20000,83.33,16-Oct-2023
60,AAVAS,EQ,1662.2,1664.45,1612.0,1632.7,1656.2,159988,2604.85,16416,85275,53.30,16-Oct-2023
61,ABAN,EQ,48.5,50.7,47.7,49.2,47.25,878768,435.79,5768,478596,54.46,16-Oct-2023
62,ABB,EQ,4239.95,4299.4,4225.9,4281.45,4229.2,264960,11325.61,22929,157930,59.61,16-Oct-2023
63,ABBOTINDIA,EQ,22307.35,22750.0,22100.0,22476.9,22389.25,16710,3760.45,6531,7317,43.79,16-Oct-2023
64,ABCAPITAL,EQ,180.6,181.7,178.9,180.45,180.6,1695456,3059.18,20756,715653,42.21,16-Oct-2023
65,ABFRL,EQ,222.5,228.8,222.0,227.15,222.5,3399154,7708.46,28907,1411506,41.53,16-Oct-2023
66,ABINFRA,SM,36.4,36.4,36.4,36.4,34.7,4000,1.46,1,4000,100.00,16-Oct-2023
67,ABMINTLLTD,BE,37.5,37.5,34.8,34.8,36.0,627,0.23,9,-,-,16-Oct-2023
68,ABSLAMC,EQ,460.0,460.1,449.0,449.75,458.55,80001,362.15,3400,47687,59.61,16-Oct-2023
69,ABSLBANETF,EQ,46.05,46.05,43.4,44.66,44.73,8642,3.86,281,2878,33.30,16-Oct-2023
70,ABSLLIQUID,EQ,1000.0,1000.01,999.99,999.99,1000.01,15578,155.78,46,7997,51.34,16-Oct-2023
71,ABSLNN50ET,EQ,46.95,56.04,46.67,46.71,46.56,17089,8.28,230,11363,66.49,16-Oct-2023
72,ACC,EQ,2010.0,2037.0,2002.0,2030.85,2010.45,228407,4628.58,14611,88837,38.89,16-Oct-2023
73,ACCELYA,EQ,1711.0,1729.95,1700.35,1709.8,1688.2,40136,688.58,4847,15528,38.69,16-Oct-2023
